User ID: 19372-45052

Trial                  Virus                             Units
---------------------------------------------------------------
001                  WMD-65834                            147
002                  LNC-68448                            142
003                  AAV-93236                            144
004                  HVE-32966                            169
005                  HKZ-33728                            102
006                  TNA-63396                             18
007                  SZA-87265                            191
008                  PWT-38779                             34
009                  WQB-83823                             35
010                  QBZ-39849                            151
011                  NXD-76943                             64
012                  HCY-32686                            148
013                  XBC-95594                             27
014                  HZF-45469                            179
015                  PWT-38779                            198
016                  XKG-42573                             15
017                  TXF-47848                             11
018                  AJA-56777                            185
019                  TNA-63396                            131
020                  VXR-68924                             53
021                  TRM-27792                            145
022                  TNX-51117                             62
023                  PHE-99329                             82
024                  CQS-93978                             77
025                  XKG-42573                             10
026                  VWM-74278                             51
027                  TLT-23593                             63
028                  FNR-28782                            192
029                  XJQ-35789                            194
030                  ZPF-96697                            199
031                  LNC-68448                            190
032                  ZKV-31415                              1
033                  XKG-42573                            107
034                  SZA-87265                             72
035                  RLT-57887                            115
036                  FNL-93857                             97
037                  NXD-76943                            164
038                  KMP-52243                            158
039                  NWL-28282                              6
040                  PNF-53949                             74
041                  TNX-51117                            123
042                  EFG-46945                             20
043                  WMD-65834                              3
044                  KQA-89952                            155
045                  LNC-68448                             36
046                  SZA-87265                             59
047                  XKG-42573                             55
048                  RLT-57887                            126
049                  WQB-83823                             61
050                  TNG-52497                             54
051                  KWH-94256                              2
052                  HVE-32966                            139
053                  SPN-64546                            125
054                  DHY-22445                             96
055                  HKZ-33728                            152
056                  ANR-65636                             37
057                  AAV-93236                             46
058                  TXF-47848                            100
059                  KDV-97563                            150
060                  WQM-46249                             91
061                  KLA-57296                            184
062                  ZHA-83572                            187
063                  SPN-64546                            127
064                  QBD-79865                            109
065                  LWR-78574                            172
066                  NVE-67597                            159
067                  ZKV-31415                            197
068                  KQA-89952                            129
069                  SZA-87265                             75
070                  DHY-22445                            103
071                  HZF-45469                             42
072                  BTN-83953                             57
073                  LZL-53762                            165
074                  DHY-22445                             31
075                  DAU-26394                            118
076                  PHE-99329                            111
077                  QBD-79865                            176
078                  YXL-38878                             94
079                  YLW-92835                             60
080                  CQS-93978                            121
081                  JPJ-26459                             49
082                  NHP-43928                             81
083                  BMN-57337                            189
084                  GZN-34688                             30
085                  YLW-92835                            122
086                  WQM-46249                            110
087                  AJA-56777                             95
088                  SPN-64546                            166
089                  GZN-34688                            168
090                  YLW-92835                             28
091                  PQJ-67335                             22
092                  SZA-87265                            138
093                  EFG-46945                            135
094                  SPN-64546                            181
095                  YBD-67688                              7
096                  YXL-38878                            193
097                  SZA-87265                            149
098                  DHY-22445                            137
099                  FNR-28782                            114
100                  PHE-99329                             87
