User ID: 84756-04819

Trial                  Virus                             Units
---------------------------------------------------------------
001                  GZN-34688                             41
002                  HCY-32686                            144
003                  YMA-56284                            139
004                  XJQ-35789                            133
005                  YBD-67688                            127
006                  EFG-46945                             86
007                  CPU-63784                              1
008                  GBK-45859                            157
009                  EPX-87469                             77
010                  WQB-83823                            128
011                  TNG-52497                             33
012                  EFG-46945                             52
013                  PHE-99329                            152
014                  HCY-32686                            132
015                  CPU-63784                            200
016                  ZPF-96697                             69
017                  TNG-52497                             43
018                  WMD-65834                            187
019                  SPN-64546                              4
020                  FNR-28782                             82
021                  KDV-97563                             37
022                  ANR-65636                             24
023                  ANR-65636                             14
024                  PQJ-67335                            105
025                  GUJ-74444                             62
026                  SPN-64546                            140
027                  TRM-27792                            153
028                  DHY-22445                             66
029                  NMA-58554                            188
030                  KQA-89952                            175
031                  NWL-28282                             20
032                  WBB-69295                            106
033                  GMS-89977                            167
034                  FYK-67999                            166
035                  XKG-42573                            178
036                  XKG-42573                             99
037                  SZA-87265                             94
038                  KLA-57296                             76
039                  CCG-95482                            164
040                  YMA-56284                            177
041                  ZPF-96697                            146
042                  GUJ-74444                             56
043                  PNF-53949                             67
044                  TLT-23593                            185
045                  WQB-83823                            197
046                  ANR-65636                             29
047                  EFG-46945                             92
048                  CDC-36833                            173
049                  QBZ-39849                            149
050                  EFG-46945                             95
051                  YLW-92835                            115
052                  VXR-68924                            108
053                  URL-32968                            122
054                  QBZ-39849                             63
055                  NXD-76943                             51
056                  ZKV-31415                            126
057                  NMA-58554                             72
058                  LWR-78574                            176
059                  JPJ-26459                             89
060                  GZN-34688                            107
061                  TQC-49936                            130
062                  TLT-23593                            171
063                  VWM-74278                             34
064                  WQB-83823                            183
065                  XBC-95594                            186
066                  VJN-37687                            119
067                  XRT-73276                             17
068                  XBC-95594                             71
069                  TNX-51117                            154
070                  GUJ-74444                            150
071                  VJN-37687                            180
072                  KDV-97563                             30
073                  CCG-95482                             15
074                  BMN-57337                              8
075                  CDC-36833                              3
076                  VJN-37687                             32
077                  LZL-53762                             28
078                  TXF-47848                            135
079                  NHP-43928                            116
080                  CQS-93978                             96
081                  GBK-45859                              6
082                  GUJ-74444                            181
083                  HZF-45469                            156
084                  KMP-52243                             78
085                  KMP-52243                             90
086                  AAV-93236                            137
087                  ZHA-83572                            120
088                  YBD-67688                            170
089                  URL-32968                            179
090                  PNF-53949                             81
091                  FNR-28782                             31
092                  TNX-51117                            104
093                  YBD-67688                            160
094                  KLA-57296                            101
095                  EPX-87469                            163
096                  LWR-78574                            142
097                  NXD-76943                            117
098                  YBD-67688                            143
099                  GUJ-74444                             59
100                  DAU-26394                             60
