User ID: 81461-39190

Trial                  Virus                             Units
---------------------------------------------------------------
001                  TXF-47848                            126
002                  DAU-26394                            180
003                  GZN-34688                             77
004                  NXD-76943                            110
005                  KMP-52243                            101
006                  WBB-69295                            106
007                  GBK-45859                             39
008                  RGZ-73449                            183
009                  YLW-92835                            138
010                  GMS-89977                             52
011                  TLT-23593                            135
012                  KLA-57296                            153
013                  TNG-52497                            190
014                  YMA-56284                            103
015                  SPN-64546                            148
016                  ZKV-31415                            130
017                  TRM-27792                             71
018                  CQS-93978                            193
019                  ANR-65636                            157
020                  QBZ-39849                            164
021                  CDC-36833                             14
022                  YXL-38878                              2
023                  GMS-89977                            163
024                  QBD-79865                             43
025                  PZV-75529                             97
026                  ZXB-54692                            116
027                  NVE-67597                             88
028                  NVE-67597                             15
029                  NWL-28282                             99
030                  BTG-65524                            177
031                  PQJ-67335                            137
032                  BTG-65524                            113
033                  URL-32968                            111
034                  LZL-53762                            169
035                  YMA-56284                            172
036                  GZN-34688                             32
037                  VJN-37687                             54
038                  HNB-76282                            175
039                  SZA-87265                             63
040                  FTD-84699                            174
041                  XRT-73276                            171
042                  PHE-99329                             48
043                  ANR-65636                             58
044                  TXF-47848                            192
045                  CDC-36833                            120
046                  TLT-23593                             17
047                  KWH-94256                            200
048                  WBB-69295                            152
049                  RLT-57887                             70
050                  QBD-79865                            136
051                  HCY-32686                            178
052                  VXR-68924                             93
053                  GUJ-74444                            187
054                  YBD-67688                            162
055                  YBD-67688                              8
056                  NHP-43928                            124
057                  QBD-79865                             55
058                  RGZ-73449                            139
059                  YLW-92835                             75
060                  YMA-56284                             25
061                  YMA-56284                            114
062                  ZXB-54692                            105
063                  AJA-56777                            196
064                  GZN-34688                            140
065                  BMN-57337                             59
066                  HCY-32686                            115
067                  WQB-83823                             26
068                  KDV-97563                             68
069                  LWR-78574                             98
070                  RGZ-73449                             35
071                  LZL-53762                             18
072                  TNX-51117                             12
073                  LNC-68448                            142
074                  TRM-27792                             16
075                  KLA-57296                            197
076                  YMA-56284                            186
077                  PWT-38779                            128
078                  RLT-57887                             95
079                  CDC-36833                             33
080                  NHP-43928                            122
081                  AAV-93236                            109
082                  DAU-26394                            189
083                  URL-32968                             13
084                  SPN-64546                            107
085                  PZV-75529                             42
086                  LNC-68448                            195
087                  XJQ-35789                             62
088                  LWR-78574                             87
089                  PWT-38779                            104
090                  NHP-43928                             38
091                  WMD-65834                             34
092                  ZPF-96697                              4
093                  HVE-32966                             94
094                  HNB-76282                            185
095                  QBZ-39849                            134
096                  KQA-89952                             57
097                  GUJ-74444                             20
098                  FTD-84699                            149
099                  TNX-51117                            159
100                  QBZ-39849                            133
