User ID: 95658-86799

Trial                  Virus                             Units
---------------------------------------------------------------
001                  LZL-53762                             16
002                  LZL-53762                             14
003                  QBD-79865                            116
004                  KLA-57296                             36
005                  HZF-45469                              7
006                  LNC-68448                            112
007                  YLW-92835                            146
008                  HVX-35287                            164
009                  ZPF-96697                            183
010                  KMP-52243                             83
011                  WBB-69295                             95
012                  DAU-26394                            132
013                  SZA-87265                             55
014                  KDV-97563                              1
015                  TQC-49936                             76
016                  SZA-87265                            181
017                  GUJ-74444                            114
018                  YBD-67688                            123
019                  WQB-83823                            143
020                  HZF-45469                            110
021                  VWM-74278                            196
022                  JVL-65247                            136
023                  YLW-92835                            147
024                  XRT-73276                             65
025                  KDV-97563                            174
026                  KDV-97563                            168
027                  CDC-36833                            160
028                  SPN-64546                             27
029                  HKZ-33728                            140
030                  TLT-23593                            121
031                  RLT-57887                            109
032                  TXF-47848                            127
033                  CQS-93978                             56
034                  LWR-78574                             86
035                  BTN-83953                             89
036                  WQM-46249                             18
037                  LZL-53762                            119
038                  LWR-78574                            178
039                  XKG-42573                             98
040                  KLA-57296                             73
041                  KMP-52243                            102
042                  WBB-69295                            100
043                  TNG-52497                            198
044                  GBK-45859                             67
045                  XJQ-35789                            152
046                  LWR-78574                            161
047                  JYL-79355                             60
048                  RLT-57887                             47
049                  VJN-37687                            158
050                  TRM-27792                             99
051                  ZXB-54692                             79
052                  PNF-53949                            104
053                  PWT-38779                            133
054                  KDV-97563                            190
055                  RGZ-73449                             11
056                  NWL-28282                             46
057                  KMP-52243                             80
058                  XBC-95594                             72
059                  VXR-68924                            117
060                  NXD-76943                             51
061                  CDC-36833                             75
062                  WQB-83823                            169
063                  TRM-27792                            151
064                  VWM-74278                            142
065                  EPX-87469                            159
066                  URL-32968                             30
067                  WBB-69295                            200
068                  TLT-23593                            167
069                  CQS-93978                            145
070                  HKZ-33728                            175
071                  PWT-38779                            171
072                  WQM-46249                             20
073                  JPJ-26459                             71
074                  EFG-46945                            165
075                  PZV-75529                            192
076                  LNC-68448                            118
077                  NVE-67597                             88
078                  NXD-76943                            148
079                  YMA-56284                             91
080                  TQC-49936                            154
081                  CCG-95482                            120
082                  KMP-52243                             39
083                  BMN-57337                             63
084                  TRM-27792                             54
085                  HZF-45469                             92
086                  TXF-47848                             64
087                  FNR-28782                            156
088                  FNR-28782                            173
089                  FTD-84699                             15
090                  AAV-93236                             31
091                  CCG-95482                             29
092                  SPN-64546                             23
093                  CCG-95482                             62
094                  DHY-22445                            135
095                  RLT-57887                             43
096                  YLW-92835                             81
097                  EPX-87469                            124
098                  PQJ-67335                             69
099                  ZKV-31415                            105
100                  PHE-99329                              6
