User ID: 95658-86799

Trial                  Virus                             Units
---------------------------------------------------------------
001                  WMD-65834                             82
002                  LNC-68448                            185
003                  TRM-27792                             57
004                  GZN-34688                            119
005                  QBZ-39849                            101
006                  TRM-27792                            157
007                  DAU-26394                             92
008                  KWH-94256                             66
009                  ZXB-54692                            130
010                  BCU-27839                            125
011                  WQB-83823                             68
012                  DHY-22445                             40
013                  VJN-37687                             29
014                  HNB-76282                            120
015                  WBB-69295                             33
016                  YBD-67688                            102
017                  NWL-28282                             13
018                  YLW-92835                            141
019                  GUJ-74444                            198
020                  ZKV-31415                            152
021                  PNF-53949                             55
022                  FNR-28782                             47
023                  KQA-89952                            199
024                  NVE-67597                             49
025                  VJN-37687                            160
026                  GMS-89977                             87
027                  NXD-76943                            169
028                  YLW-92835                            114
029                  VJN-37687                             25
030                  DAU-26394                            163
031                  EPX-87469                            121
032                  HVX-35287                            123
033                  CCG-95482                             34
034                  YBD-67688                            106
035                  BTG-65524                             71
036                  GBK-45859                            159
037                  GUJ-74444                             65
038                  DHY-22445                            100
039                  FNR-28782                             27
040                  NVE-67597                             63
041                  WQB-83823                             72
042                  CQS-93978                            165
043                  ZPF-96697                            146
044                  XJQ-35789                             86
045                  LNC-68448                            151
046                  CCG-95482                             19
047                  KMP-52243                             61
048                  KWH-94256                            133
049                  AAV-93236                              2
050                  GUJ-74444                             15
051                  NMA-58554                             26
052                  GMS-89977                             70
053                  HCY-32686                             76
054                  VXR-68924                            161
055                  YBD-67688                             53
056                  NMA-58554                            186
057                  HNB-76282                            103
058                  WBB-69295                             39
059                  HKZ-33728                            167
060                  BMN-57337                             56
061                  BCU-27839                            149
062                  ZKV-31415                            188
063                  PNF-53949                            155
064                  CPU-63784                             37
065                  KQA-89952                             44
066                  NVE-67597                            143
067                  HNB-76282                            144
068                  GBK-45859                            180
069                  FNR-28782                            172
070                  WQM-46249                             93
071                  TRM-27792                              7
072                  RLT-57887                            142
073                  WMD-65834                            107
074                  KWH-94256                             95
075                  WMD-65834                            110
076                  CDC-36833                             50
077                  CDC-36833                             31
078                  HVE-32966                            139
079                  JPJ-26459                             84
080                  FYK-67999                             41
081                  ZXB-54692                              1
082                  BMN-57337                            179
083                  WMD-65834                            108
084                  TQC-49936                            181
085                  FYK-67999                            131
086                  NXD-76943                            158
087                  PHE-99329                             43
088                  DAU-26394                              9
089                  DHY-22445                            145
090                  GBK-45859                             60
091                  BTN-83953                             51
092                  WQM-46249                             46
093                  TLT-23593                              8
094                  VWM-74278                             74
095                  AJA-56777                             80
096                  TXF-47848                             22
097                  CCG-95482                            174
098                  LWR-78574                             32
099                  KDV-97563                             77
100                  SPN-64546                            168
