User ID: 38749-83244

Trial                  Virus                             Units
---------------------------------------------------------------
001                  NXD-76943                            192
002                  KDV-97563                              7
003                  ZPF-96697                            195
004                  AAV-93236                              1
005                  WMD-65834                             46
006                  HKZ-33728                             78
007                  TNA-63396                             95
008                  KDV-97563                             74
009                  KLA-57296                            138
010                  BTN-83953                              8
011                  LNC-68448                             38
012                  NWL-28282                             17
013                  XRT-73276                            124
014                  TNX-51117                             41
015                  PNF-53949                            182
016                  ANR-65636                             44
017                  NXD-76943                             21
018                  PWT-38779                            126
019                  YXL-38878                             80
020                  GUJ-74444                            120
021                  VXR-68924                             68
022                  CQS-93978                            200
023                  RGZ-73449                            170
024                  SPN-64546                            197
025                  CQS-93978                            148
026                  GBK-45859                            154
027                  BTN-83953                             20
028                  NXD-76943                             54
029                  VXR-68924                             66
030                  YMA-56284                             87
031                  BTN-83953                            151
032                  GBK-45859                            161
033                  HNB-76282                            199
034                  TQC-49936                            173
035                  WQB-83823                            135
036                  ZXB-54692                             13
037                  XKG-42573                            113
038                  TRM-27792                             79
039                  FNL-93857                            130
040                  HVX-35287                             25
041                  KQA-89952                            163
042                  YBD-67688                            188
043                  HVE-32966                             47
044                  GMS-89977                             34
045                  FNR-28782                            140
046                  FNR-28782                            190
047                  XKG-42573                             40
048                  KMP-52243                            100
049                  RGZ-73449                             50
050                  HKZ-33728                            127
051                  HVX-35287                            144
052                  PZV-75529                            180
053                  LZL-53762                            186
054                  NHP-43928                            187
055                  FNL-93857                             65
056                  PNF-53949                             26
057                  HZF-45469                             69
058                  EFG-46945                             85
059                  KLA-57296                             28
060                  LWR-78574                            179
061                  YLW-92835                             75
062                  DHY-22445                             60
063                  URL-32968                             57
064                  HZF-45469                             51
065                  ANR-65636                            121
066                  LNC-68448                            108
067                  KQA-89952                            136
068                  AAV-93236                            175
069                  NVE-67597                            105
070                  NMA-58554                            107
071                  KWH-94256                             48
072                  NXD-76943                             55
073                  HKZ-33728                             83
074                  PZV-75529                            137
075                  ZPF-96697                            132
076                  SZA-87265                             33
077                  GMS-89977                             71
078                  ZXB-54692                             14
079                  VJN-37687                            101
080                  WQB-83823                             81
081                  XJQ-35789                             15
082                  CPU-63784                            131
083                  WQM-46249                            102
084                  GMS-89977                            106
085                  KMP-52243                             58
086                  LNC-68448                             64
087                  KLA-57296                             82
088                  SZA-87265                             84
089                  TNX-51117                            109
090                  PNF-53949                            176
091                  QBZ-39849                            149
092                  XRT-73276                            160
093                  TNX-51117                            178
094                  KDV-97563                            114
095                  NHP-43928                            116
096                  HZF-45469                             88
097                  BTN-83953                            110
098                  LWR-78574                            118
099                  DAU-26394                             72
100                  SZA-87265                             23
