User ID: 68589-74799

Trial                  Virus                             Units
---------------------------------------------------------------
001                  ANR-65636                             77
002                  HVX-35287                             31
003                  BTG-65524                             70
004                  FTD-84699                            155
005                  WQB-83823                            166
006                  YXL-38878                            127
007                  VWM-74278                             74
008                  TLT-23593                            132
009                  DHY-22445                             73
010                  GUJ-74444                            199
011                  LZL-53762                            182
012                  WQM-46249                            146
013                  ZKV-31415                            152
014                  EPX-87469                            109
015                  FNR-28782                             61
016                  YBD-67688                             37
017                  TNX-51117                            177
018                  DHY-22445                            137
019                  VXR-68924                            102
020                  RLT-57887                             38
021                  PNF-53949                             30
022                  GMS-89977                             46
023                  PWT-38779                             71
024                  KMP-52243                            100
025                  PHE-99329                             56
026                  NXD-76943                            176
027                  KDV-97563                              6
028                  TXF-47848                            115
029                  ANR-65636                            184
030                  DHY-22445                             60
031                  JYL-79355                            200
032                  ZKV-31415                            103
033                  EPX-87469                             69
034                  AJA-56777                            107
035                  ZXB-54692                            111
036                  NMA-58554                            171
037                  TNX-51117                             84
038                  ZHA-83572                             92
039                  FNR-28782                             96
040                  FYK-67999                             26
041                  XBC-95594                             98
042                  DAU-26394                            198
043                  DHY-22445                            112
044                  HNB-76282                             17
045                  PNF-53949                             16
046                  XBC-95594                            190
047                  FTD-84699                            108
048                  HNB-76282                             54
049                  ANR-65636                            129
050                  FTD-84699                             40
051                  HVX-35287                             48
052                  PHE-99329                            116
053                  JPJ-26459                             90
054                  ANR-65636                             21
055                  HCY-32686                            133
056                  FNL-93857                            159
057                  YBD-67688                            161
058                  FNR-28782                            167
059                  PHE-99329                            180
060                  ZHA-83572                             82
061                  QBD-79865                            151
062                  YBD-67688                            179
063                  PNF-53949                            114
064                  WQM-46249                             52
065                  LWR-78574                            163
066                  CPU-63784                            162
067                  FNL-93857                             91
068                  TQC-49936                             63
069                  ZHA-83572                            149
070                  XKG-42573                            138
071                  JYL-79355                            104
072                  HNB-76282                            191
073                  ZPF-96697                            131
074                  HNB-76282                             51
075                  PHE-99329                            130
076                  YMA-56284                              2
077                  NXD-76943                            164
078                  WMD-65834                            142
079                  KDV-97563                            113
080                  GBK-45859                              5
081                  PWT-38779                            106
082                  CPU-63784                             57
083                  PWT-38779                            160
084                  HNB-76282                             53
085                  FTD-84699                             65
086                  TNX-51117                            195
087                  BTN-83953                            119
088                  ZXB-54692                            170
089                  PQJ-67335                             18
090                  BMN-57337                             75
091                  VXR-68924                             88
092                  ZPF-96697                             43
093                  WQB-83823                            136
094                  PQJ-67335                              4
095                  KMP-52243                            196
096                  KDV-97563                             33
097                  CPU-63784                             45
098                  RGZ-73449                            157
099                  JVL-65247                            156
100                  CDC-36833                            128
