User ID: 52477-58076

Trial                  Virus                             Units
---------------------------------------------------------------
001                  WBB-69295                            196
002                  YMA-56284                            178
003                  ZXB-54692                            134
004                  PWT-38779                            167
005                  XJQ-35789                            122
006                  KMP-52243                            159
007                  NVE-67597                            160
008                  KQA-89952                             89
009                  CDC-36833                            141
010                  NMA-58554                            182
011                  XKG-42573                            184
012                  XKG-42573                            144
013                  ZPF-96697                             61
014                  PQJ-67335                            125
015                  HCY-32686                             11
016                  NHP-43928                             39
017                  NWL-28282                             81
018                  WMD-65834                            197
019                  VWM-74278                            173
020                  QBZ-39849                             13
021                  JPJ-26459                             74
022                  AAV-93236                             52
023                  RLT-57887                             63
024                  TQC-49936                            103
025                  KLA-57296                             42
026                  HZF-45469                            193
027                  NWL-28282                            147
028                  KLA-57296                            126
029                  PQJ-67335                             60
030                  RLT-57887                             19
031                  PNF-53949                             14
032                  BTG-65524                             64
033                  TNA-63396                            190
034                  NVE-67597                              9
035                  SZA-87265                            128
036                  JPJ-26459                             12
037                  NWL-28282                             77
038                  BCU-27839                             27
039                  TRM-27792                            139
040                  URL-32968                             33
041                  XBC-95594                             56
042                  BTG-65524                             44
043                  TRM-27792                            156
044                  KQA-89952                             65
045                  XRT-73276                             97
046                  FTD-84699                            186
047                  PZV-75529                             90
048                  HCY-32686                            199
049                  VWM-74278                             46
050                  PZV-75529                            189
051                  JYL-79355                             68
052                  NMA-58554                             38
053                  EPX-87469                            104
054                  NVE-67597                             72
055                  KWH-94256                             66
056                  FNL-93857                             16
057                  LNC-68448                             26
058                  SPN-64546                             76
059                  FNR-28782                             91
060                  KQA-89952                             35
061                  YMA-56284                             22
062                  TNA-63396                             84
063                  JVL-65247                             30
064                  TRM-27792                            162
065                  PQJ-67335                            168
066                  FNL-93857                            166
067                  NXD-76943                             21
068                  JPJ-26459                             87
069                  FYK-67999                             45
070                  SPN-64546                            152
071                  CCG-95482                            124
072                  TNA-63396                             92
073                  JPJ-26459                             94
074                  HVX-35287                            109
075                  CCG-95482                            158
076                  CQS-93978                             85
077                  CQS-93978                             58
078                  HVX-35287                             37
079                  XJQ-35789                              2
080                  RGZ-73449                             54
081                  KQA-89952                            155
082                  RLT-57887                             75
083                  RGZ-73449                            138
084                  TQC-49936                              3
085                  SPN-64546                             25
086                  FNR-28782                             51
087                  TLT-23593                             88
088                  RGZ-73449                            119
089                  WQB-83823                              8
090                  KDV-97563                             67
091                  TQC-49936                             83
092                  NXD-76943                            112
093                  ZPF-96697                            132
094                  AJA-56777                            108
095                  SZA-87265                            194
096                  GZN-34688                            177
097                  XRT-73276                             36
098                  JYL-79355                            192
099                  HCY-32686                             28
100                  FNR-28782                             47
