User ID: 57925-31071

Trial                  Virus                             Units
---------------------------------------------------------------
001                  QBD-79865                             36
002                  VXR-68924                             81
003                  LZL-53762                            107
004                  FNR-28782                             27
005                  JPJ-26459                            121
006                  XJQ-35789                            145
007                  ANR-65636                             30
008                  GMS-89977                            183
009                  HNB-76282                             76
010                  CCG-95482                             38
011                  LZL-53762                            188
012                  ZHA-83572                            171
013                  WQB-83823                             82
014                  DAU-26394                             51
015                  NWL-28282                            120
016                  PZV-75529                            179
017                  ZXB-54692                             21
018                  CDC-36833                             45
019                  NMA-58554                            126
020                  SPN-64546                             28
021                  EFG-46945                             43
022                  YLW-92835                            162
023                  CQS-93978                            192
024                  NXD-76943                             93
025                  QBD-79865                            157
026                  CCG-95482                            148
027                  VJN-37687                            111
028                  JYL-79355                             10
029                  PQJ-67335                            160
030                  YXL-38878                            110
031                  YXL-38878                            100
032                  GMS-89977                            176
033                  QBZ-39849                             80
034                  YBD-67688                             58
035                  TQC-49936                            167
036                  TNG-52497                             25
037                  EFG-46945                            119
038                  TLT-23593                            161
039                  XKG-42573                            173
040                  ANR-65636                             79
041                  FNL-93857                            164
042                  HCY-32686                            101
043                  LZL-53762                            147
044                  LWR-78574                            185
045                  PNF-53949                            143
046                  PHE-99329                            127
047                  WQM-46249                            195
048                  URL-32968                            178
049                  EFG-46945                             34
050                  ZHA-83572                             64
051                  KDV-97563                            153
052                  PZV-75529                            135
053                  PQJ-67335                             90
054                  BTN-83953                             91
055                  PZV-75529                             53
056                  HKZ-33728                             65
057                  YLW-92835                            190
058                  XKG-42573                              8
059                  PWT-38779                            124
060                  NXD-76943                            129
061                  LWR-78574                             89
062                  SPN-64546                            113
063                  FNR-28782                            142
064                  NHP-43928                             19
065                  SZA-87265                             49
066                  YXL-38878                            141
067                  YXL-38878                             72
068                  CCG-95482                             52
069                  GMS-89977                             92
070                  GUJ-74444                            105
071                  JPJ-26459                             14
072                  SZA-87265                            200
073                  SZA-87265                            104
074                  WQB-83823                             99
075                  ANR-65636                            175
076                  PHE-99329                             61
077                  JYL-79355                             11
078                  ZKV-31415                             87
079                  HVE-32966                              5
080                  NWL-28282                            122
081                  SPN-64546                            136
082                  TQC-49936                            182
083                  BTN-83953                             20
084                  SZA-87265                             46
085                  FTD-84699                             32
086                  NVE-67597                            165
087                  WQM-46249                             77
088                  XRT-73276                            118
089                  XRT-73276                             85
090                  JVL-65247                              4
091                  XRT-73276                            180
092                  SPN-64546                              6
093                  CCG-95482                              7
094                  NVE-67597                            184
095                  TLT-23593                             15
096                  NWL-28282                             66
097                  AAV-93236                            132
098                  ZPF-96697                            115
099                  URL-32968                             62
100                  RGZ-73449                            172
