User ID: 17047-26190

Trial                  Virus                             Units
---------------------------------------------------------------
001                  NHP-43928                             98
002                  WMD-65834                            158
003                  HKZ-33728                             90
004                  BCU-27839                            165
005                  FYK-67999                            129
006                  TNG-52497                             97
007                  KWH-94256                             78
008                  KDV-97563                            136
009                  CPU-63784                             12
010                  TQC-49936                             72
011                  HKZ-33728                              8
012                  XKG-42573                            160
013                  GUJ-74444                            186
014                  YXL-38878                             89
015                  VJN-37687                            178
016                  SZA-87265                             81
017                  RLT-57887                            155
018                  FNR-28782                              2
019                  TLT-23593                            194
020                  TNA-63396                            147
021                  RLT-57887                            120
022                  LWR-78574                             13
023                  KQA-89952                            135
024                  JVL-65247                             52
025                  WQB-83823                            139
026                  VWM-74278                             88
027                  JVL-65247                             69
028                  FTD-84699                            138
029                  KQA-89952                            151
030                  QBZ-39849                             30
031                  XBC-95594                            142
032                  DHY-22445                            152
033                  GMS-89977                             59
034                  RGZ-73449                            159
035                  SZA-87265                              1
036                  EFG-46945                             74
037                  TRM-27792                            188
038                  WBB-69295                            195
039                  PQJ-67335                            193
040                  GBK-45859                            110
041                  XRT-73276                            166
042                  TNG-52497                            161
043                  ZHA-83572                             16
044                  HNB-76282                             68
045                  SPN-64546                            116
046                  TNG-52497                             23
047                  LNC-68448                            127
048                  TXF-47848                            176
049                  NMA-58554                             80
050                  CQS-93978                              4
051                  ZKV-31415                             31
052                  SPN-64546                            130
053                  JYL-79355                            173
054                  RGZ-73449                             34
055                  TQC-49936                             15
056                  GUJ-74444                            131
057                  BMN-57337                             67
058                  TQC-49936                            102
059                  CPU-63784                             24
060                  DHY-22445                            125
061                  YMA-56284                             26
062                  XBC-95594                             21
063                  PHE-99329                            119
064                  GUJ-74444                             51
065                  XKG-42573                            114
066                  DAU-26394                             82
067                  HKZ-33728                            143
068                  WQB-83823                            169
069                  GMS-89977                             53
070                  BMN-57337                            122
071                  HNB-76282                             44
072                  TNX-51117                             39
073                  KLA-57296                             63
074                  GUJ-74444                             73
075                  TNX-51117                             84
076                  WQM-46249                             40
077                  AAV-93236                              5
078                  URL-32968                            111
079                  BTG-65524                             18
080                  NXD-76943                            134
081                  HNB-76282                            146
082                  JPJ-26459                             50
083                  CCG-95482                             76
084                  GBK-45859                             45
085                  TNA-63396                             58
086                  AAV-93236                             55
087                  ZKV-31415                            148
088                  VWM-74278                            157
089                  XJQ-35789                             32
090                  GBK-45859                             66
091                  HZF-45469                             35
092                  HZF-45469                             48
093                  FNR-28782                             86
094                  XJQ-35789                            184
095                  AAV-93236                            101
096                  YLW-92835                            149
097                  FTD-84699                            187
098                  YBD-67688                            167
099                  GMS-89977                              6
100                  DAU-26394                            164
