User ID: 48757-77990

Trial                  Virus                             Units
---------------------------------------------------------------
001                  RLT-57887                            166
002                  FYK-67999                            126
003                  CCG-95482                            123
004                  FNR-28782                            159
005                  CCG-95482                             77
006                  BTG-65524                            178
007                  PZV-75529                            180
008                  HZF-45469                             15
009                  TNX-51117                             20
010                  NXD-76943                             71
011                  AAV-93236                            173
012                  VJN-37687                             53
013                  HVX-35287                            100
014                  WMD-65834                             84
015                  PHE-99329                            113
016                  YBD-67688                            136
017                  TRM-27792                              5
018                  RLT-57887                            130
019                  AAV-93236                            184
020                  ANR-65636                             38
021                  JPJ-26459                             54
022                  DHY-22445                            168
023                  YMA-56284                            176
024                  URL-32968                            115
025                  WMD-65834                             34
026                  LNC-68448                             18
027                  KDV-97563                            103
028                  NMA-58554                            120
029                  ZXB-54692                            195
030                  TNA-63396                            189
031                  PHE-99329                             96
032                  HKZ-33728                             22
033                  CDC-36833                            170
034                  CQS-93978                             83
035                  KWH-94256                             17
036                  AJA-56777                             29
037                  TQC-49936                            191
038                  NXD-76943                             16
039                  QBD-79865                            122
040                  WQM-46249                             32
041                  NVE-67597                            198
042                  TNA-63396                             50
043                  ZHA-83572                             67
044                  HVE-32966                            104
045                  URL-32968                             14
046                  BCU-27839                              2
047                  DAU-26394                              3
048                  ZPF-96697                            156
049                  HCY-32686                             48
050                  ZXB-54692                             72
051                  HCY-32686                            197
052                  TQC-49936                            171
053                  YLW-92835                            114
054                  LWR-78574                            192
055                  HKZ-33728                             87
056                  BTN-83953                             73
057                  PWT-38779                            187
058                  YBD-67688                             89
059                  ZXB-54692                            128
060                  FTD-84699                             33
061                  PHE-99329                             90
062                  CDC-36833                            194
063                  HNB-76282                             92
064                  XBC-95594                            165
065                  ZPF-96697                            121
066                  BCU-27839                            102
067                  DHY-22445                             40
068                  URL-32968                             26
069                  TNA-63396                            152
070                  BMN-57337                            129
071                  DAU-26394                              1
072                  XKG-42573                            117
073                  GUJ-74444                             13
074                  TLT-23593                             41
075                  TXF-47848                            151
076                  AJA-56777                             66
077                  ZKV-31415                             82
078                  DHY-22445                            182
079                  FTD-84699                             59
080                  HVX-35287                            160
081                  KDV-97563                             64
082                  PNF-53949                            124
083                  RGZ-73449                            167
084                  RGZ-73449                            169
085                  TNX-51117                             25
086                  VJN-37687                             12
087                  TRM-27792                            127
088                  PNF-53949                             24
089                  GMS-89977                            149
090                  XBC-95594                              8
091                  KWH-94256                            163
092                  GZN-34688                             31
093                  GBK-45859                            185
094                  RLT-57887                             93
095                  KDV-97563                             28
096                  URL-32968                            141
097                  GMS-89977                             44
098                  XRT-73276                            162
099                  CQS-93978                            142
100                  SZA-87265                            125
