User ID: 41724-49926

Trial                  Virus                             Units
---------------------------------------------------------------
001                  SZA-87265                             13
002                  URL-32968                            183
003                  YBD-67688                            199
004                  KMP-52243                            124
005                  YLW-92835                            136
006                  HCY-32686                             16
007                  FYK-67999                            147
008                  AAV-93236                            155
009                  TNX-51117                             46
010                  FTD-84699                             71
011                  JPJ-26459                            125
012                  ZPF-96697                             70
013                  PHE-99329                             93
014                  YXL-38878                             87
015                  RLT-57887                              7
016                  YLW-92835                            166
017                  LZL-53762                             99
018                  XJQ-35789                            195
019                  BTG-65524                              6
020                  AAV-93236                              1
021                  VWM-74278                            159
022                  FNL-93857                            117
023                  YLW-92835                            123
024                  BMN-57337                            192
025                  CDC-36833                            118
026                  XJQ-35789                            150
027                  JYL-79355                             44
028                  CDC-36833                             20
029                  XBC-95594                             34
030                  JYL-79355                             15
031                  PZV-75529                            101
032                  WBB-69295                             33
033                  PWT-38779                             67
034                  NMA-58554                             21
035                  ZPF-96697                              8
036                  JVL-65247                             26
037                  QBZ-39849                            110
038                  VWM-74278                             14
039                  GBK-45859                            151
040                  ZHA-83572                             51
041                  PZV-75529                            145
042                  VXR-68924                            106
043                  TRM-27792                            135
044                  HCY-32686                              9
045                  HKZ-33728                            197
046                  FNR-28782                             28
047                  PQJ-67335                            120
048                  VJN-37687                             55
049                  BTN-83953                             73
050                  KQA-89952                            198
051                  ZXB-54692                            171
052                  CCG-95482                             18
053                  CPU-63784                             40
054                  XRT-73276                            189
055                  FNR-28782                             10
056                  KQA-89952                             83
057                  NWL-28282                             25
058                  EPX-87469                              2
059                  HVX-35287                            186
060                  DAU-26394                            153
061                  PNF-53949                             57
062                  CCG-95482                             19
063                  KQA-89952                             74
064                  TQC-49936                             41
065                  YMA-56284                            109
066                  TXF-47848                            127
067                  KDV-97563                             42
068                  WBB-69295                             84
069                  ANR-65636                            196
070                  GMS-89977                              5
071                  WQB-83823                            191
072                  QBZ-39849                             31
073                  CPU-63784                             24
074                  XRT-73276                            138
075                  YLW-92835                            142
076                  HNB-76282                            134
077                  WQB-83823                            132
078                  FNL-93857                             17
079                  FTD-84699                             72
080                  HKZ-33728                             64
081                  URL-32968                             52
082                  JPJ-26459                            102
083                  HKZ-33728                            116
084                  TXF-47848                            100
085                  CDC-36833                            126
086                  SZA-87265                             60
087                  KMP-52243                             30
088                  RLT-57887                            170
089                  CQS-93978                             43
090                  WQB-83823                             89
091                  XKG-42573                             54
092                  TRM-27792                            177
093                  QBD-79865                            112
094                  TNG-52497                            140
095                  VXR-68924                             22
096                  PNF-53949                            184
097                  HVX-35287                             23
098                  PQJ-67335                            200
099                  QBD-79865                            139
100                  LWR-78574                             53
