User ID: 15840-81914

Trial                  Virus                             Units
---------------------------------------------------------------
001                  ZKV-31415                            121
002                  YMA-56284                             39
003                  HZF-45469                             10
004                  NHP-43928                            199
005                  YXL-38878                             56
006                  PZV-75529                             43
007                  YBD-67688                            187
008                  TNX-51117                              1
009                  RLT-57887                            170
010                  KMP-52243                             57
011                  BTG-65524                            168
012                  ZPF-96697                            179
013                  URL-32968                              4
014                  ANR-65636                            171
015                  GUJ-74444                            118
016                  HVE-32966                             89
017                  KWH-94256                             33
018                  TXF-47848                            150
019                  FNL-93857                             55
020                  NVE-67597                             76
021                  GZN-34688                              2
022                  WMD-65834                             29
023                  PHE-99329                             35
024                  NVE-67597                             22
025                  XBC-95594                             41
026                  HVX-35287                              5
027                  ZPF-96697                            148
028                  TXF-47848                            125
029                  BTG-65524                            165
030                  NVE-67597                             73
031                  LNC-68448                            163
032                  CCG-95482                              3
033                  WMD-65834                             72
034                  RLT-57887                             81
035                  NXD-76943                             63
036                  LWR-78574                             64
037                  EFG-46945                             26
038                  FYK-67999                            136
039                  XRT-73276                             70
040                  SZA-87265                             74
041                  BMN-57337                             66
042                  FYK-67999                             93
043                  RGZ-73449                            195
044                  BMN-57337                             37
045                  PNF-53949                             58
046                  YMA-56284                            105
047                  BTG-65524                             86
048                  NHP-43928                            177
049                  EFG-46945                            127
050                  JVL-65247                             85
051                  KMP-52243                            123
052                  VJN-37687                            113
053                  PHE-99329                             97
054                  LZL-53762                            151
055                  PWT-38779                             99
056                  HNB-76282                            120
057                  JPJ-26459                              7
058                  TQC-49936                            131
059                  PNF-53949                             71
060                  WBB-69295                             84
061                  CCG-95482                            137
062                  KWH-94256                            164
063                  NWL-28282                             77
064                  FTD-84699                            194
065                  DHY-22445                             15
066                  VXR-68924                            182
067                  ANR-65636                            133
068                  HKZ-33728                            158
069                  JVL-65247                             21
070                  VWM-74278                            172
071                  QBZ-39849                            139
072                  DHY-22445                            176
073                  FTD-84699                             47
074                  YBD-67688                             96
075                  TNA-63396                            161
076                  DAU-26394                            115
077                  BTG-65524                            183
078                  SPN-64546                             14
079                  YXL-38878                            103
080                  TNX-51117                            142
081                  TXF-47848                             60
082                  HNB-76282                            130
083                  HKZ-33728                            167
084                  TQC-49936                            190
085                  WMD-65834                            162
086                  JPJ-26459                             54
087                  KDV-97563                             49
088                  LZL-53762                            173
089                  PQJ-67335                            111
090                  TRM-27792                             24
091                  GZN-34688                             78
092                  TNX-51117                            154
093                  NMA-58554                            109
094                  PNF-53949                            152
095                  TQC-49936                            197
096                  PWT-38779                             91
097                  QBD-79865                             48
098                  TQC-49936                             59
099                  VJN-37687                             90
100                  ZPF-96697                            104
