User ID: 52403-12854

Trial                  Virus                             Units
---------------------------------------------------------------
001                  YLW-92835                             44
002                  NMA-58554                            187
003                  NXD-76943                             91
004                  DAU-26394                            178
005                  WMD-65834                             31
006                  CPU-63784                            114
007                  BTN-83953                            175
008                  CCG-95482                            159
009                  BTG-65524                             77
010                  VXR-68924                            196
011                  ANR-65636                             92
012                  YBD-67688                             33
013                  TNA-63396                             89
014                  AAV-93236                            185
015                  BMN-57337                            182
016                  HVE-32966                             72
017                  KDV-97563                             49
018                  GBK-45859                             61
019                  KWH-94256                            168
020                  FTD-84699                             67
021                  YMA-56284                            158
022                  KLA-57296                            179
023                  SPN-64546                            180
024                  RLT-57887                            119
025                  LZL-53762                            101
026                  AJA-56777                             21
027                  YMA-56284                             65
028                  AAV-93236                            188
029                  KQA-89952                            142
030                  JYL-79355                             86
031                  LNC-68448                             80
032                  PQJ-67335                            131
033                  HVE-32966                            120
034                  TNG-52497                            161
035                  NMA-58554                            137
036                  LNC-68448                            192
037                  CCG-95482                             54
038                  HKZ-33728                             25
039                  HNB-76282                            145
040                  LZL-53762                             68
041                  HVE-32966                            111
042                  AJA-56777                            106
043                  TXF-47848                            135
044                  ZKV-31415                             87
045                  HKZ-33728                            165
046                  KWH-94256                            153
047                  RLT-57887                            147
048                  RLT-57887                            152
049                  QBD-79865                             35
050                  HVE-32966                            105
051                  TNX-51117                             98
052                  DAU-26394                             59
053                  GUJ-74444                            176
054                  GUJ-74444                             81
055                  PQJ-67335                            140
056                  XRT-73276                            110
057                  HCY-32686                            149
058                  XRT-73276                            123
059                  TLT-23593                            171
060                  PHE-99329                             96
061                  TNX-51117                              9
062                  JVL-65247                             82
063                  CDC-36833                             27
064                  HZF-45469                            112
065                  HKZ-33728                            109
066                  EPX-87469                            170
067                  NMA-58554                             85
068                  TNA-63396                             97
069                  YLW-92835                             60
070                  KDV-97563                             94
071                  YBD-67688                            160
072                  DHY-22445                             28
073                  ANR-65636                            186
074                  AJA-56777                            126
075                  GBK-45859                            113
076                  KDV-97563                            172
077                  SZA-87265                            155
078                  GBK-45859                              1
079                  RGZ-73449                             34
080                  PQJ-67335                            117
081                  ZHA-83572                             74
082                  YMA-56284                             39
083                  DAU-26394                             78
084                  LZL-53762                             56
085                  PHE-99329                             40
086                  PHE-99329                            157
087                  CCG-95482                            124
088                  RGZ-73449                            197
089                  XRT-73276                             24
090                  PNF-53949                            100
091                  JVL-65247                             76
092                  LNC-68448                             63
093                  JVL-65247                              4
094                  BTN-83953                            148
095                  HVX-35287                            108
096                  CPU-63784                             51
097                  GBK-45859                             16
098                  SPN-64546                            191
099                  GBK-45859                             13
100                  GUJ-74444                             88
