User ID: 82124-28153

Trial                  Virus                             Units
---------------------------------------------------------------
001                  LNC-68448                            128
002                  FNL-93857                             50
003                  HNB-76282                            111
004                  GZN-34688                            160
005                  WQM-46249                            158
006                  URL-32968                             87
007                  HNB-76282                             10
008                  PHE-99329                            185
009                  YMA-56284                             51
010                  XBC-95594                             65
011                  FTD-84699                            187
012                  ZKV-31415                             13
013                  YXL-38878                            157
014                  ZPF-96697                            167
015                  TQC-49936                            124
016                  YLW-92835                             36
017                  PWT-38779                            118
018                  SPN-64546                             95
019                  YBD-67688                            141
020                  DHY-22445                            139
021                  HKZ-33728                             63
022                  KQA-89952                            123
023                  PWT-38779                            197
024                  XRT-73276                             79
025                  CCG-95482                            104
026                  LNC-68448                             76
027                  HVE-32966                             30
028                  VXR-68924                             18
029                  WQM-46249                             44
030                  VXR-68924                            154
031                  GBK-45859                            119
032                  GBK-45859                             83
033                  TXF-47848                            170
034                  FNR-28782                            183
035                  JPJ-26459                            177
036                  QBZ-39849                             54
037                  DAU-26394                            162
038                  CQS-93978                             29
039                  YBD-67688                             31
040                  WQM-46249                            200
041                  ZXB-54692                            117
042                  WQB-83823                            174
043                  ZPF-96697                            147
044                  VWM-74278                            172
045                  WQB-83823                             49
046                  BMN-57337                            122
047                  QBD-79865                              2
048                  KDV-97563                             62
049                  NXD-76943                             27
050                  LNC-68448                             43
051                  KQA-89952                             12
052                  AJA-56777                             71
053                  GZN-34688                            171
054                  KWH-94256                            151
055                  BTG-65524                              4
056                  HVX-35287                            127
057                  QBD-79865                             45
058                  GBK-45859                             69
059                  FNR-28782                             94
060                  FTD-84699                             91
061                  HVE-32966                            149
062                  ZHA-83572                            135
063                  FNL-93857                             39
064                  TQC-49936                            121
065                  GBK-45859                             16
066                  VWM-74278                             77
067                  HVE-32966                             33
068                  XJQ-35789                             41
069                  QBZ-39849                            194
070                  KLA-57296                            184
071                  VXR-68924                             93
072                  EPX-87469                            150
073                  EFG-46945                             56
074                  TLT-23593                             82
075                  ZHA-83572                            189
076                  CCG-95482                             64
077                  GBK-45859                             17
078                  JVL-65247                              8
079                  BTG-65524                            152
080                  HNB-76282                             28
081                  FNR-28782                             37
082                  KMP-52243                            169
083                  XRT-73276                            130
084                  VXR-68924                            116
085                  LWR-78574                            132
086                  FYK-67999                            100
087                  XKG-42573                            164
088                  AAV-93236                            126
089                  VWM-74278                              7
090                  CQS-93978                            125
091                  NVE-67597                              5
092                  CDC-36833                             90
093                  TLT-23593                            131
094                  KLA-57296                             14
095                  NHP-43928                             80
096                  JPJ-26459                            129
097                  HKZ-33728                             97
098                  GUJ-74444                            107
099                  FNL-93857                             72
100                  ANR-65636                            168
