User ID: 05481-39385

Trial                  Virus                             Units
---------------------------------------------------------------
001                  BMN-57337                             47
002                  NMA-58554                            179
003                  HVE-32966                             36
004                  CQS-93978                            125
005                  CCG-95482                            123
006                  PHE-99329                            171
007                  URL-32968                            153
008                  KWH-94256                             22
009                  DHY-22445                             83
010                  BTG-65524                             23
011                  BCU-27839                             87
012                  TNG-52497                            164
013                  KMP-52243                            159
014                  PNF-53949                              5
015                  GUJ-74444                             24
016                  ZXB-54692                             82
017                  KLA-57296                             92
018                  TRM-27792                             20
019                  TNA-63396                              7
020                  BCU-27839                            163
021                  FTD-84699                             28
022                  BTN-83953                            149
023                  EFG-46945                            184
024                  TNG-52497                            152
025                  EFG-46945                            136
026                  WMD-65834                            182
027                  QBZ-39849                            167
028                  EPX-87469                              3
029                  FYK-67999                             10
030                  VWM-74278                             84
031                  WQM-46249                              9
032                  GBK-45859                            197
033                  SZA-87265                            145
034                  PNF-53949                            115
035                  SZA-87265                            142
036                  CCG-95482                            128
037                  YXL-38878                             42
038                  HVE-32966                            198
039                  TNX-51117                             45
040                  VXR-68924                            103
041                  XRT-73276                             56
042                  HNB-76282                             15
043                  QBZ-39849                             49
044                  GMS-89977                             27
045                  PNF-53949                            119
046                  WQB-83823                             75
047                  KLA-57296                             39
048                  GBK-45859                            127
049                  DAU-26394                            104
050                  WBB-69295                             85
051                  TNA-63396                            160
052                  GMS-89977                              8
053                  GZN-34688                            190
054                  BCU-27839                            154
055                  CDC-36833                             32
056                  BCU-27839                            151
057                  GMS-89977                            174
058                  DHY-22445                             68
059                  HNB-76282                            188
060                  BTG-65524                             61
061                  GZN-34688                            200
062                  BMN-57337                            134
063                  YBD-67688                             55
064                  FNR-28782                             66
065                  HVE-32966                            158
066                  GUJ-74444                            192
067                  TLT-23593                            170
068                  TNX-51117                             74
069                  PWT-38779                             43
070                  NVE-67597                            120
071                  GUJ-74444                             53
072                  PZV-75529                            156
073                  WBB-69295                            150
074                  XBC-95594                             25
075                  FTD-84699                             64
076                  TNG-52497                              6
077                  KDV-97563                             88
078                  TNA-63396                            161
079                  EPX-87469                             73
080                  TXF-47848                            106
081                  JPJ-26459                             41
082                  VXR-68924                             59
083                  DHY-22445                             62
084                  CPU-63784                             81
085                  GZN-34688                            146
086                  SPN-64546                            195
087                  VXR-68924                             26
088                  RGZ-73449                             57
089                  DAU-26394                             78
090                  XBC-95594                             33
091                  CPU-63784                            194
092                  CPU-63784                            186
093                  TQC-49936                             46
094                  HVE-32966                            135
095                  CQS-93978                             60
096                  XJQ-35789                            138
097                  YBD-67688                              2
098                  EFG-46945                              1
099                  TLT-23593                            189
100                  YMA-56284                             93
