User ID: 68589-74799

Trial                  Virus                             Units
---------------------------------------------------------------
001                  NMA-58554                             97
002                  PNF-53949                            131
003                  BTN-83953                             21
004                  ZHA-83572                            104
005                  CCG-95482                            135
006                  PQJ-67335                             41
007                  QBZ-39849                            149
008                  TQC-49936                             22
009                  PNF-53949                            192
010                  SZA-87265                            107
011                  KQA-89952                            119
012                  BTN-83953                            111
013                  KQA-89952                            165
014                  HKZ-33728                              5
015                  LZL-53762                             60
016                  GUJ-74444                            161
017                  BTN-83953                            127
018                  HVE-32966                            162
019                  NVE-67597                             80
020                  TNG-52497                             57
021                  GZN-34688                             75
022                  HCY-32686                            101
023                  CDC-36833                            122
024                  TQC-49936                            197
025                  FNL-93857                            132
026                  BCU-27839                             19
027                  PQJ-67335                            153
028                  SZA-87265                            110
029                  HZF-45469                            177
030                  ANR-65636                             82
031                  BCU-27839                            182
032                  JYL-79355                            180
033                  ZPF-96697                            190
034                  EPX-87469                            164
035                  VXR-68924                            157
036                  SPN-64546                             85
037                  TXF-47848                             55
038                  CPU-63784                            171
039                  XBC-95594                             16
040                  TNG-52497                            175
041                  QBD-79865                            108
042                  QBD-79865                            130
043                  JPJ-26459                            140
044                  DAU-26394                             27
045                  HVE-32966                             49
046                  KDV-97563                             43
047                  BTG-65524                             62
048                  BTG-65524                            124
049                  PNF-53949                            191
050                  HVE-32966                              3
051                  AAV-93236                             13
052                  RLT-57887                             28
053                  ZHA-83572                            159
054                  XBC-95594                            199
055                  KWH-94256                            128
056                  GBK-45859                            194
057                  VWM-74278                            172
058                  CDC-36833                             38
059                  ZKV-31415                            167
060                  RGZ-73449                            126
061                  ZPF-96697                            187
062                  ZHA-83572                             10
063                  VWM-74278                            154
064                  TNG-52497                             54
065                  LWR-78574                             32
066                  GZN-34688                             26
067                  TRM-27792                              2
068                  HVX-35287                            148
069                  EFG-46945                            129
070                  NMA-58554                            121
071                  BTN-83953                            147
072                  HVX-35287                            160
073                  HNB-76282                             12
074                  RLT-57887                             95
075                  GBK-45859                            155
076                  GUJ-74444                             47
077                  PNF-53949                            173
078                  QBZ-39849                            152
079                  KMP-52243                            158
080                  CPU-63784                             33
081                  BTN-83953                            179
082                  VXR-68924                             24
083                  KLA-57296                             11
084                  DAU-26394                            193
085                  QBZ-39849                             34
086                  JPJ-26459                            186
087                  HKZ-33728                            196
088                  KDV-97563                             15
089                  NWL-28282                             84
090                  HVX-35287                            183
091                  ZKV-31415                            142
092                  URL-32968                              1
093                  TQC-49936                              8
094                  WBB-69295                             20
095                  TNA-63396                            100
096                  VWM-74278                             78
097                  WQB-83823                            143
098                  XKG-42573                             42
099                  XJQ-35789                            133
100                  NWL-28282                            166
