User ID: 28739-05933

Trial                  Virus                             Units
---------------------------------------------------------------
001                  XKG-42573                            195
002                  YMA-56284                            102
003                  NWL-28282                             92
004                  ANR-65636                            191
005                  QBD-79865                            112
006                  WMD-65834                            159
007                  HZF-45469                            148
008                  GBK-45859                            137
009                  WMD-65834                             83
010                  JVL-65247                             81
011                  HCY-32686                            142
012                  HVX-35287                             14
013                  FNR-28782                            107
014                  SZA-87265                            173
015                  WQB-83823                             69
016                  NXD-76943                             42
017                  GBK-45859                            146
018                  YLW-92835                             21
019                  JPJ-26459                             11
020                  QBD-79865                            196
021                  SPN-64546                            162
022                  QBZ-39849                            158
023                  FTD-84699                            136
024                  PWT-38779                             34
025                  LZL-53762                             75
026                  PWT-38779                             16
027                  URL-32968                             19
028                  LZL-53762                             35
029                  FNR-28782                              1
030                  BTG-65524                             68
031                  VWM-74278                             86
032                  WQM-46249                              6
033                  NVE-67597                             70
034                  PWT-38779                            126
035                  TNG-52497                            154
036                  KWH-94256                            171
037                  VJN-37687                            160
038                  BMN-57337                            108
039                  HVX-35287                            103
040                  XBC-95594                             62
041                  EPX-87469                            140
042                  TNA-63396                             74
043                  PZV-75529                             12
044                  PHE-99329                             61
045                  JVL-65247                             96
046                  GBK-45859                             73
047                  TNA-63396                            183
048                  YMA-56284                             31
049                  TNA-63396                            186
050                  TXF-47848                            178
051                  EFG-46945                            127
052                  SPN-64546                            167
053                  AJA-56777                            129
054                  KLA-57296                             80
055                  AAV-93236                             30
056                  TNA-63396                             22
057                  RGZ-73449                             91
058                  TLT-23593                            156
059                  ANR-65636                             66
060                  GUJ-74444                            143
061                  WMD-65834                              5
062                  TNX-51117                            113
063                  ZXB-54692                             58
064                  KMP-52243                            133
065                  NHP-43928                              2
066                  TNG-52497                            193
067                  YXL-38878                            161
068                  JPJ-26459                             43
069                  KMP-52243                            174
070                  VJN-37687                             25
071                  VJN-37687                             72
072                  CCG-95482                            181
073                  TNA-63396                            198
074                  JYL-79355                            163
075                  YBD-67688                             49
076                  CDC-36833                             93
077                  ZXB-54692                             45
078                  LWR-78574                             94
079                  NVE-67597                            122
080                  VWM-74278                             46
081                  HNB-76282                              4
082                  ZHA-83572                             60
083                  QBD-79865                             50
084                  ZXB-54692                             18
085                  FNL-93857                             23
086                  CPU-63784                            131
087                  XRT-73276                            180
088                  RGZ-73449                            141
089                  GBK-45859                             88
090                  ANR-65636                             59
091                  GMS-89977                             52
092                  ANR-65636                             29
093                  URL-32968                             15
094                  VWM-74278                             51
095                  TNG-52497                             76
096                  LZL-53762                             65
097                  NHP-43928                            149
098                  LNC-68448                             39
099                  TNX-51117                             24
100                  YXL-38878                            106
