User ID: 83545-99452

Trial                  Virus                             Units
---------------------------------------------------------------
001                  PHE-99329                            142
002                  TNA-63396                            198
003                  FNR-28782                             73
004                  VXR-68924                             29
005                  PNF-53949                             24
006                  BMN-57337                            185
007                  FNR-28782                            133
008                  RGZ-73449                             33
009                  KWH-94256                             72
010                  WMD-65834                             39
011                  AAV-93236                            158
012                  SZA-87265                            159
013                  HNB-76282                            175
014                  FNL-93857                            197
015                  NVE-67597                             74
016                  XBC-95594                            132
017                  NXD-76943                            138
018                  TQC-49936                            119
019                  NWL-28282                            192
020                  VWM-74278                            153
021                  TLT-23593                            157
022                  NXD-76943                            107
023                  YBD-67688                            154
024                  BMN-57337                            189
025                  LWR-78574                              9
026                  URL-32968                            145
027                  VJN-37687                            170
028                  LWR-78574                             45
029                  BCU-27839                             13
030                  XRT-73276                            135
031                  NXD-76943                             27
032                  TRM-27792                             25
033                  AAV-93236                              5
034                  EPX-87469                            162
035                  ZXB-54692                            147
036                  PHE-99329                             84
037                  JPJ-26459                             62
038                  TLT-23593                             26
039                  GZN-34688                             79
040                  JPJ-26459                             28
041                  TXF-47848                            176
042                  JYL-79355                            180
043                  KQA-89952                            141
044                  TNA-63396                            193
045                  PHE-99329                            177
046                  URL-32968                             20
047                  SPN-64546                             86
048                  HZF-45469                            160
049                  CCG-95482                             93
050                  WQB-83823                            105
051                  LWR-78574                            123
052                  PHE-99329                             85
053                  TRM-27792                             61
054                  WQM-46249                             71
055                  WBB-69295                             97
056                  HKZ-33728                            181
057                  LNC-68448                            110
058                  WQM-46249                            167
059                  CDC-36833                             52
060                  NXD-76943                             14
061                  RGZ-73449                            140
062                  YMA-56284                              2
063                  QBD-79865                             42
064                  NXD-76943                            103
065                  XRT-73276                             82
066                  FNR-28782                             64
067                  TLT-23593                             21
068                  VXR-68924                            127
069                  CQS-93978                            100
070                  EFG-46945                             41
071                  HVE-32966                             81
072                  KMP-52243                             44
073                  NWL-28282                            131
074                  PZV-75529                             38
075                  HCY-32686                            106
076                  HVE-32966                            143
077                  JPJ-26459                             76
078                  DAU-26394                            191
079                  WMD-65834                            146
080                  LZL-53762                            194
081                  AAV-93236                            172
082                  HVE-32966                            179
083                  KDV-97563                             58
084                  NWL-28282                            188
085                  EPX-87469                            165
086                  GMS-89977                            169
087                  KWH-94256                            178
088                  EPX-87469                            187
089                  DAU-26394                             90
090                  HCY-32686                            156
091                  GBK-45859                              8
092                  NWL-28282                            174
093                  BTG-65524                             98
094                  PNF-53949                              1
095                  TNG-52497                            196
096                  HKZ-33728                            121
097                  TLT-23593                             18
098                  SPN-64546                            116
099                  XJQ-35789                            126
100                  LZL-53762                            190
