User ID: 49650-25644

Trial                  Virus                             Units
---------------------------------------------------------------
001                  KMP-52243                             13
002                  NMA-58554                            149
003                  ZKV-31415                             57
004                  ZKV-31415                             81
005                  NMA-58554                            153
006                  XJQ-35789                             47
007                  TXF-47848                            173
008                  RLT-57887                            123
009                  DAU-26394                            156
010                  URL-32968                            110
011                  GMS-89977                              6
012                  QBD-79865                             43
013                  URL-32968                            171
014                  WQB-83823                            143
015                  AAV-93236                            169
016                  SZA-87265                             42
017                  ZPF-96697                             97
018                  AAV-93236                            109
019                  BTN-83953                            197
020                  EPX-87469                            187
021                  JVL-65247                            181
022                  URL-32968                            121
023                  EPX-87469                            196
024                  ZXB-54692                             52
025                  PZV-75529                            108
026                  HVX-35287                             56
027                  FTD-84699                             54
028                  FNL-93857                              7
029                  YBD-67688                            145
030                  YLW-92835                            104
031                  QBZ-39849                             19
032                  HVE-32966                            161
033                  AAV-93236                             14
034                  ANR-65636                             70
035                  ZKV-31415                            167
036                  TNX-51117                            192
037                  TQC-49936                            103
038                  GMS-89977                             34
039                  SZA-87265                             86
040                  NVE-67597                            152
041                  AAV-93236                              4
042                  XKG-42573                            179
043                  YMA-56284                            122
044                  PNF-53949                            159
045                  TNA-63396                            106
046                  AAV-93236                             11
047                  YLW-92835                             63
048                  KDV-97563                            105
049                  PQJ-67335                             15
050                  GUJ-74444                            194
051                  XRT-73276                            180
052                  WQM-46249                             96
053                  GBK-45859                             76
054                  NWL-28282                            130
055                  GZN-34688                             89
056                  XRT-73276                              5
057                  KLA-57296                            146
058                  BMN-57337                             16
059                  LZL-53762                            190
060                  NXD-76943                             75
061                  YMA-56284                             93
062                  ZKV-31415                            111
063                  PWT-38779                            101
064                  HNB-76282                            131
065                  NHP-43928                            116
066                  TQC-49936                             49
067                  WMD-65834                             62
068                  PWT-38779                              8
069                  EFG-46945                            102
070                  NWL-28282                             51
071                  BCU-27839                             22
072                  BCU-27839                            191
073                  WQB-83823                            151
074                  NWL-28282                            136
075                  TQC-49936                             98
076                  YMA-56284                             83
077                  LZL-53762                            137
078                  SZA-87265                             94
079                  JYL-79355                            133
080                  WBB-69295                            198
081                  LWR-78574                             29
082                  SZA-87265                            157
083                  VWM-74278                              2
084                  XRT-73276                             21
085                  YLW-92835                             88
086                  KQA-89952                             33
087                  VJN-37687                            189
088                  PWT-38779                            135
089                  KMP-52243                             99
090                  JYL-79355                            177
091                  ZXB-54692                             69
092                  XJQ-35789                            166
093                  SPN-64546                             45
094                  TQC-49936                             39
095                  WQM-46249                             37
096                  HVE-32966                            132
097                  CCG-95482                            129
098                  SPN-64546                             66
099                  WQM-46249                             73
100                  VJN-37687                             61
