User ID: 65101-47245

Trial                  Virus                             Units
---------------------------------------------------------------
001                  TNX-51117                             48
002                  VJN-37687                            158
003                  RLT-57887                             96
004                  CDC-36833                            109
005                  TLT-23593                            125
006                  ZKV-31415                             68
007                  PZV-75529                             91
008                  PWT-38779                            166
009                  BTN-83953                            156
010                  KQA-89952                             17
011                  YMA-56284                            192
012                  LZL-53762                             54
013                  EPX-87469                             86
014                  WQB-83823                             27
015                  FNR-28782                             34
016                  KMP-52243                             89
017                  AJA-56777                            145
018                  TNG-52497                            171
019                  CPU-63784                            197
020                  DAU-26394                            170
021                  HZF-45469                             53
022                  LWR-78574                              6
023                  NVE-67597                            114
024                  LWR-78574                             69
025                  CCG-95482                            131
026                  TQC-49936                             99
027                  YMA-56284                             85
028                  ZKV-31415                            149
029                  BTG-65524                            121
030                  CPU-63784                             51
031                  CPU-63784                             64
032                  HVE-32966                            118
033                  BMN-57337                            119
034                  BCU-27839                            112
035                  TXF-47848                            164
036                  BTG-65524                             65
037                  GBK-45859                            186
038                  FNR-28782                             25
039                  SZA-87265                             12
040                  RLT-57887                            124
041                  GUJ-74444                             58
042                  YMA-56284                            115
043                  TNX-51117                            200
044                  XRT-73276                            191
045                  HVE-32966                             92
046                  KWH-94256                            141
047                  XJQ-35789                            169
048                  ZKV-31415                             38
049                  WQM-46249                            188
050                  HCY-32686                             98
051                  GZN-34688                            130
052                  FNL-93857                             95
053                  XJQ-35789                             74
054                  TNX-51117                            163
055                  ZPF-96697                            162
056                  GZN-34688                            102
057                  LWR-78574                            161
058                  JYL-79355                             46
059                  LWR-78574                            123
060                  NHP-43928                            176
061                  WQB-83823                             22
062                  RLT-57887                            151
063                  TQC-49936                             43
064                  BCU-27839                            144
065                  TRM-27792                            182
066                  KDV-97563                             16
067                  WMD-65834                            195
068                  KMP-52243                            181
069                  QBD-79865                             55
070                  VWM-74278                            187
071                  PWT-38779                             97
072                  WMD-65834                             26
073                  WQB-83823                             15
074                  FNR-28782                             71
075                  FTD-84699                             90
076                  SPN-64546                             79
077                  CQS-93978                            116
078                  LZL-53762                            140
079                  GMS-89977                             78
080                  WQM-46249                             73
081                  RLT-57887                            143
082                  XKG-42573                             33
083                  HVX-35287                              8
084                  BCU-27839                              1
085                  KDV-97563                            165
086                  HCY-32686                             23
087                  LWR-78574                            117
088                  LZL-53762                            137
089                  YBD-67688                            196
090                  GBK-45859                            183
091                  TNX-51117                             35
092                  XKG-42573                             24
093                  SZA-87265                            139
094                  PQJ-67335                             81
095                  FTD-84699                             42
096                  YBD-67688                             75
097                  WQM-46249                             28
098                  WMD-65834                             88
099                  WMD-65834                             18
100                  JYL-79355                            173
