User ID: 57925-31071

Trial                  Virus                             Units
---------------------------------------------------------------
001                  YMA-56284                            162
002                  NWL-28282                            142
003                  EPX-87469                            199
004                  JVL-65247                             39
005                  HVE-32966                             66
006                  DHY-22445                             97
007                  PZV-75529                             94
008                  JYL-79355                            195
009                  ZKV-31415                             11
010                  DHY-22445                             29
011                  PHE-99329                             57
012                  KWH-94256                             93
013                  QBD-79865                             87
014                  TLT-23593                            159
015                  QBD-79865                            119
016                  TXF-47848                            194
017                  YXL-38878                            169
018                  LZL-53762                            139
019                  BTN-83953                             21
020                  BCU-27839                             76
021                  BTG-65524                             20
022                  ZHA-83572                             78
023                  NWL-28282                             72
024                  GZN-34688                            123
025                  URL-32968                            163
026                  VWM-74278                            172
027                  QBD-79865                             32
028                  TNA-63396                             67
029                  PHE-99329                             31
030                  BCU-27839                              3
031                  URL-32968                             92
032                  TQC-49936                             54
033                  WQB-83823                            125
034                  YMA-56284                             83
035                  FTD-84699                            110
036                  QBD-79865                            164
037                  DAU-26394                             85
038                  EPX-87469                             23
039                  VXR-68924                            157
040                  XKG-42573                             22
041                  ZHA-83572                            105
042                  EFG-46945                            161
043                  ZXB-54692                             50
044                  KWH-94256                             16
045                  AJA-56777                            197
046                  GBK-45859                            107
047                  NVE-67597                            148
048                  CDC-36833                             13
049                  YBD-67688                             43
050                  KWH-94256                            104
051                  ZPF-96697                             44
052                  NWL-28282                             46
053                  XBC-95594                            193
054                  TNX-51117                             73
055                  TNG-52497                             63
056                  NMA-58554                             64
057                  RLT-57887                             60
058                  GZN-34688                             58
059                  EFG-46945                             17
060                  WBB-69295                            100
061                  HZF-45469                             65
062                  WMD-65834                             36
063                  TLT-23593                            185
064                  VWM-74278                             75
065                  WQM-46249                             51
066                  LZL-53762                            136
067                  WQB-83823                             80
068                  PHE-99329                             95
069                  PQJ-67335                            135
070                  CPU-63784                            116
071                  FYK-67999                             30
072                  TNG-52497                            158
073                  BTN-83953                             24
074                  GUJ-74444                             90
075                  PZV-75529                            127
076                  PWT-38779                            126
077                  TNA-63396                            156
078                  TNX-51117                             27
079                  NWL-28282                            153
080                  NVE-67597                            120
081                  BCU-27839                             56
082                  ZPF-96697                            103
083                  ANR-65636                            146
084                  NHP-43928                              8
085                  WMD-65834                             82
086                  DHY-22445                            170
087                  HVE-32966                            117
088                  CPU-63784                            187
089                  HVX-35287                             99
090                  NXD-76943                            152
091                  KMP-52243                            118
092                  ANR-65636                             55
093                  FYK-67999                             68
094                  TRM-27792                            186
095                  BTG-65524                            138
096                  XJQ-35789                             81
097                  ANR-65636                             42
098                  EFG-46945                            182
099                  AAV-93236                            188
100                  VJN-37687                            184
