User ID: 84756-04819

Trial                  Virus                             Units
---------------------------------------------------------------
001                  PHE-99329                            190
002                  DAU-26394                             54
003                  EFG-46945                            101
004                  FYK-67999                              4
005                  GZN-34688                            182
006                  EPX-87469                            147
007                  PHE-99329                             50
008                  AJA-56777                             49
009                  TQC-49936                             73
010                  BTN-83953                              2
011                  EPX-87469                            164
012                  HVX-35287                            115
013                  PQJ-67335                             78
014                  KLA-57296                             11
015                  XJQ-35789                             61
016                  PWT-38779                             16
017                  VWM-74278                             41
018                  NVE-67597                            177
019                  TNX-51117                             68
020                  RLT-57887                            172
021                  VXR-68924                             26
022                  CDC-36833                             34
023                  TNX-51117                             74
024                  ANR-65636                            199
025                  XKG-42573                             36
026                  CDC-36833                             37
027                  NHP-43928                            168
028                  TXF-47848                             96
029                  TLT-23593                              3
030                  VJN-37687                            103
031                  JVL-65247                            111
032                  ANR-65636                             22
033                  GUJ-74444                             27
034                  TNG-52497                             38
035                  YMA-56284                             10
036                  ANR-65636                             48
037                  BTN-83953                            124
038                  KLA-57296                            144
039                  NVE-67597                             28
040                  XKG-42573                             94
041                  HVX-35287                            173
042                  NXD-76943                            148
043                  ANR-65636                             25
044                  XJQ-35789                             21
045                  HZF-45469                            183
046                  WBB-69295                            116
047                  CPU-63784                             52
048                  TRM-27792                            127
049                  KQA-89952                            186
050                  CPU-63784                              5
051                  PNF-53949                             55
052                  RLT-57887                            193
053                  VWM-74278                             23
054                  WBB-69295                            145
055                  LZL-53762                            132
056                  FNR-28782                            119
057                  TRM-27792                             86
058                  WMD-65834                            129
059                  BMN-57337                             79
060                  EPX-87469                            150
061                  XRT-73276                            146
062                  HVX-35287                            157
063                  HNB-76282                             18
064                  CCG-95482                            194
065                  TNG-52497                            104
066                  TNG-52497                            110
067                  SZA-87265                            155
068                  KWH-94256                             29
069                  JPJ-26459                            187
070                  HVX-35287                             69
071                  GZN-34688                            189
072                  QBZ-39849                            169
073                  TNA-63396                             75
074                  NWL-28282                             35
075                  NMA-58554                             51
076                  JVL-65247                             92
077                  YXL-38878                            200
078                  XKG-42573                            170
079                  KMP-52243                             80
080                  TNG-52497                              9
081                  SPN-64546                            151
082                  KMP-52243                             91
083                  GZN-34688                            180
084                  LWR-78574                             64
085                  BTN-83953                             39
086                  GMS-89977                             30
087                  TNG-52497                             66
088                  ZHA-83572                            166
089                  WQB-83823                              1
090                  DAU-26394                             53
091                  URL-32968                            163
092                  ZXB-54692                            159
093                  TLT-23593                             59
094                  YMA-56284                             24
095                  AAV-93236                             58
096                  SPN-64546                            142
097                  XRT-73276                            161
098                  SZA-87265                            123
099                  TNG-52497                             14
100                  WQB-83823                             57
