User ID: 66537-00315

Trial                  Virus                             Units
---------------------------------------------------------------
001                  HKZ-33728                            192
002                  NWL-28282                            162
003                  ZKV-31415                             61
004                  AAV-93236                            107
005                  HVE-32966                             29
006                  NVE-67597                             66
007                  YBD-67688                              5
008                  GUJ-74444                            102
009                  CDC-36833                             47
010                  WBB-69295                             43
011                  RLT-57887                            176
012                  CPU-63784                            195
013                  KDV-97563                            100
014                  URL-32968                            185
015                  YXL-38878                            148
016                  ZPF-96697                            140
017                  QBZ-39849                            151
018                  FNL-93857                             32
019                  KQA-89952                            136
020                  TQC-49936                             91
021                  BMN-57337                            143
022                  LZL-53762                            101
023                  BCU-27839                             13
024                  SPN-64546                              8
025                  TNA-63396                             46
026                  WQB-83823                             39
027                  WQB-83823                            113
028                  XBC-95594                            166
029                  GMS-89977                             75
030                  YBD-67688                             70
031                  QBZ-39849                            137
032                  NHP-43928                             57
033                  LWR-78574                             33
034                  JYL-79355                            146
035                  YBD-67688                            199
036                  TRM-27792                            103
037                  EFG-46945                            131
038                  NMA-58554                            155
039                  TRM-27792                             73
040                  WQB-83823                             59
041                  CDC-36833                            153
042                  PZV-75529                             87
043                  AAV-93236                             20
044                  KQA-89952                             92
045                  CQS-93978                             10
046                  LWR-78574                             67
047                  EPX-87469                            114
048                  NMA-58554                             56
049                  JYL-79355                            190
050                  ZPF-96697                             58
051                  BTN-83953                            152
052                  ZPF-96697                            111
053                  CPU-63784                             31
054                  QBZ-39849                             24
055                  ZKV-31415                              7
056                  HVE-32966                             28
057                  QBD-79865                            171
058                  LNC-68448                            160
059                  KLA-57296                             44
060                  PWT-38779                             36
061                  ZKV-31415                            120
062                  VJN-37687                              3
063                  KMP-52243                            150
064                  FYK-67999                             34
065                  JPJ-26459                             54
066                  PNF-53949                             81
067                  EFG-46945                            109
068                  TNA-63396                            128
069                  FNR-28782                             22
070                  ZHA-83572                             45
071                  KQA-89952                              6
072                  WQB-83823                             76
073                  AJA-56777                            119
074                  XJQ-35789                            161
075                  HKZ-33728                            172
076                  YMA-56284                             21
077                  GMS-89977                              2
078                  TNA-63396                            157
079                  GBK-45859                             51
080                  LZL-53762                            124
081                  JVL-65247                             95
082                  ZHA-83572                            132
083                  ZHA-83572                            130
084                  EFG-46945                             88
085                  ANR-65636                            121
086                  BTN-83953                             42
087                  KWH-94256                             48
088                  RGZ-73449                            112
089                  HCY-32686                            138
090                  AJA-56777                            125
091                  GBK-45859                            200
092                  YXL-38878                             52
093                  WQM-46249                            105
094                  WQM-46249                             27
095                  HVX-35287                            142
096                  NVE-67597                             55
097                  KDV-97563                            163
098                  JYL-79355                            144
099                  PNF-53949                            104
100                  EPX-87469                            122
