User ID: 91285-61524

Trial                  Virus                             Units
---------------------------------------------------------------
001                  FTD-84699                            153
002                  BTG-65524                             28
003                  JPJ-26459                             22
004                  TRM-27792                             68
005                  FNR-28782                            175
006                  KQA-89952                             95
007                  PWT-38779                            112
008                  AJA-56777                             86
009                  FTD-84699                              5
010                  DAU-26394                            169
011                  LZL-53762                             10
012                  HVE-32966                             57
013                  NMA-58554                            194
014                  TXF-47848                             58
015                  LNC-68448                             60
016                  WQM-46249                            191
017                  HKZ-33728                            168
018                  ZHA-83572                             27
019                  BTN-83953                            137
020                  VXR-68924                            104
021                  FYK-67999                            140
022                  HNB-76282                            106
023                  NWL-28282                            121
024                  DAU-26394                            177
025                  QBD-79865                             90
026                  HKZ-33728                            147
027                  RLT-57887                              1
028                  HKZ-33728                             70
029                  JPJ-26459                             72
030                  BTN-83953                            157
031                  WMD-65834                            130
032                  ZXB-54692                              2
033                  WQM-46249                            138
034                  HNB-76282                             73
035                  KMP-52243                            195
036                  FNL-93857                             38
037                  VWM-74278                            117
038                  TQC-49936                             32
039                  NMA-58554                            100
040                  GMS-89977                             81
041                  NVE-67597                            103
042                  VWM-74278                             18
043                  FNR-28782                            105
044                  KWH-94256                             98
045                  VWM-74278                             39
046                  SZA-87265                            176
047                  RGZ-73449                            178
048                  NHP-43928                             15
049                  TLT-23593                             20
050                  GZN-34688                             75
051                  NWL-28282                            132
052                  XRT-73276                             46
053                  XKG-42573                             44
054                  BMN-57337                            174
055                  EFG-46945                            108
056                  NHP-43928                            200
057                  XRT-73276                            129
058                  CCG-95482                             19
059                  TXF-47848                             66
060                  TNG-52497                             85
061                  DAU-26394                              3
062                  AJA-56777                            143
063                  ZXB-54692                             35
064                  KDV-97563                             26
065                  JYL-79355                            145
066                  EFG-46945                            182
067                  SPN-64546                            131
068                  DAU-26394                            141
069                  NVE-67597                            107
070                  KQA-89952                            133
071                  DHY-22445                            186
072                  XRT-73276                            139
073                  WQB-83823                             92
074                  TXF-47848                             17
075                  GBK-45859                             82
076                  FNL-93857                            155
077                  XKG-42573                             77
078                  HZF-45469                             45
079                  SPN-64546                            161
080                  EFG-46945                             34
081                  URL-32968                             40
082                  ZHA-83572                            197
083                  NMA-58554                             49
084                  GMS-89977                            128
085                  PZV-75529                            124
086                  DAU-26394                            184
087                  JYL-79355                            123
088                  VJN-37687                            196
089                  QBD-79865                            160
090                  KLA-57296                            172
091                  HZF-45469                            109
092                  DAU-26394                            163
093                  TQC-49936                            167
094                  BMN-57337                             41
095                  PWT-38779                             33
096                  FNL-93857                            150
097                  BTN-83953                             56
098                  HNB-76282                             97
099                  EPX-87469                            127
100                  KDV-97563                            192
