User ID: 63017-50438

Trial                  Virus                             Units
---------------------------------------------------------------
001                  RGZ-73449                              4
002                  XRT-73276                             25
003                  NWL-28282                             90
004                  CCG-95482                             95
005                  DHY-22445                            178
006                  VXR-68924                            117
007                  BTG-65524                             79
008                  ANR-65636                             11
009                  TLT-23593                              8
010                  CCG-95482                            125
011                  WQB-83823                            112
012                  NMA-58554                             76
013                  RLT-57887                             14
014                  ZKV-31415                            129
015                  TXF-47848                            179
016                  GZN-34688                             75
017                  KMP-52243                            135
018                  WQM-46249                             57
019                  SZA-87265                             32
020                  LWR-78574                            115
021                  CDC-36833                             98
022                  WQM-46249                             61
023                  NWL-28282                            165
024                  EFG-46945                            131
025                  GBK-45859                             97
026                  NMA-58554                             35
027                  YXL-38878                             38
028                  BTN-83953                             53
029                  XJQ-35789                            134
030                  ZPF-96697                            144
031                  CCG-95482                             92
032                  JVL-65247                             37
033                  ZKV-31415                             45
034                  NWL-28282                            130
035                  CPU-63784                            108
036                  EPX-87469                             29
037                  JPJ-26459                             84
038                  HCY-32686                              3
039                  YMA-56284                             59
040                  TQC-49936                            194
041                  NHP-43928                             12
042                  QBZ-39849                             62
043                  XJQ-35789                             42
044                  FYK-67999                            127
045                  NVE-67597                             23
046                  GUJ-74444                            163
047                  QBD-79865                            184
048                  WQM-46249                             93
049                  XKG-42573                            188
050                  VXR-68924                             34
051                  XRT-73276                             46
052                  SZA-87265                            155
053                  CDC-36833                             73
054                  FNL-93857                            185
055                  RLT-57887                             33
056                  PHE-99329                            153
057                  PQJ-67335                            173
058                  BMN-57337                            186
059                  SZA-87265                            175
060                  SZA-87265                             60
061                  HVE-32966                            148
062                  ANR-65636                             36
063                  LZL-53762                             19
064                  NVE-67597                             39
065                  HCY-32686                            189
066                  XJQ-35789                             30
067                  AJA-56777                            118
068                  RLT-57887                            164
069                  FNL-93857                             58
070                  RLT-57887                             56
071                  WQM-46249                             78
072                  CCG-95482                             55
073                  NWL-28282                              1
074                  QBD-79865                            158
075                  LZL-53762                             83
076                  FYK-67999                             21
077                  JVL-65247                            181
078                  JYL-79355                            190
079                  PZV-75529                             28
080                  LNC-68448                            169
081                  ZXB-54692                            111
082                  PNF-53949                            137
083                  ZPF-96697                             72
084                  EPX-87469                             88
085                  TXF-47848                            102
086                  XBC-95594                            136
087                  BTN-83953                            126
088                  SZA-87265                            195
089                  KQA-89952                            124
090                  YBD-67688                            177
091                  WQB-83823                             20
092                  XRT-73276                            197
093                  LNC-68448                            128
094                  CCG-95482                            138
095                  FNL-93857                             64
096                  TNG-52497                            167
097                  YBD-67688                            176
098                  PWT-38779                            101
099                  JPJ-26459                             80
100                  PZV-75529                             99
