User ID: 26032-51883

Trial                  Virus                             Units
---------------------------------------------------------------
001                  AJA-56777                            166
002                  AAV-93236                             95
003                  EFG-46945                             61
004                  CQS-93978                            175
005                  PZV-75529                             74
006                  VJN-37687                            167
007                  GMS-89977                            157
008                  FNR-28782                             47
009                  AJA-56777                             56
010                  YLW-92835                            196
011                  SZA-87265                            159
012                  GMS-89977                            161
013                  GBK-45859                             15
014                  GZN-34688                            113
015                  WMD-65834                            115
016                  KLA-57296                            123
017                  URL-32968                             85
018                  NVE-67597                            181
019                  HNB-76282                            118
020                  URL-32968                            160
021                  YXL-38878                            199
022                  HZF-45469                            129
023                  HKZ-33728                             88
024                  NWL-28282                            155
025                  HVE-32966                             12
026                  VJN-37687                             72
027                  AJA-56777                            185
028                  KLA-57296                             90
029                  TRM-27792                            168
030                  BCU-27839                            174
031                  HNB-76282                            102
032                  XRT-73276                             53
033                  NXD-76943                             49
034                  ZHA-83572                             39
035                  KWH-94256                             25
036                  TNG-52497                            170
037                  VWM-74278                             19
038                  YLW-92835                            131
039                  NMA-58554                            143
040                  DHY-22445                            164
041                  FNR-28782                            105
042                  BMN-57337                            119
043                  GUJ-74444                             30
044                  BTN-83953                            153
045                  DAU-26394                             92
046                  GMS-89977                             20
047                  FNR-28782                            187
048                  PHE-99329                             68
049                  ZPF-96697                            158
050                  PWT-38779                             80
051                  HKZ-33728                              4
052                  HVE-32966                             59
053                  XRT-73276                             10
054                  WQM-46249                            183
055                  AJA-56777                             54
056                  KLA-57296                            194
057                  RLT-57887                            111
058                  XRT-73276                            192
059                  PQJ-67335                              3
060                  KQA-89952                            109
061                  HVX-35287                             58
062                  BTG-65524                             60
063                  SPN-64546                            162
064                  FNL-93857                            103
065                  HVX-35287                             13
066                  CCG-95482                            197
067                  EPX-87469                             71
068                  TNG-52497                             73
069                  TQC-49936                             40
070                  TNG-52497                             94
071                  HCY-32686                            124
072                  TNG-52497                            122
073                  KLA-57296                             77
074                  PQJ-67335                            127
075                  NWL-28282                             79
076                  VXR-68924                              5
077                  LWR-78574                            121
078                  TNG-52497                            148
079                  VJN-37687                            177
080                  EPX-87469                              8
081                  VXR-68924                             65
082                  KWH-94256                             17
083                  EPX-87469                             32
084                  BTG-65524                             67
085                  SZA-87265                            179
086                  AJA-56777                            144
087                  WMD-65834                             57
088                  FYK-67999                            107
089                  VJN-37687                             99
090                  ZPF-96697                            114
091                  ZPF-96697                            117
092                  KDV-97563                            173
093                  CDC-36833                            108
094                  ZHA-83572                            147
095                  TXF-47848                             78
096                  GMS-89977                             35
097                  JPJ-26459                             62
098                  KWH-94256                            189
099                  KWH-94256                              6
100                  GZN-34688                             37
