User ID: 18118-03371

Trial                  Virus                             Units
---------------------------------------------------------------
001                  KWH-94256                             13
002                  PQJ-67335                             24
003                  EFG-46945                            115
004                  CQS-93978                             83
005                  GMS-89977                            154
006                  YLW-92835                            177
007                  EFG-46945                             99
008                  AAV-93236                             52
009                  FNR-28782                             67
010                  NHP-43928                            136
011                  HVX-35287                             25
012                  XBC-95594                            132
013                  FNR-28782                            166
014                  HZF-45469                             40
015                  BCU-27839                            109
016                  URL-32968                            158
017                  VWM-74278                             15
018                  WQB-83823                             68
019                  HKZ-33728                            193
020                  BCU-27839                             49
021                  KDV-97563                             78
022                  CPU-63784                             12
023                  EPX-87469                            184
024                  DAU-26394                            108
025                  BTG-65524                            186
026                  PQJ-67335                            149
027                  KMP-52243                             44
028                  TNG-52497                             98
029                  YMA-56284                            148
030                  XKG-42573                            124
031                  RGZ-73449                              2
032                  YMA-56284                            170
033                  YBD-67688                             58
034                  ZPF-96697                            138
035                  HNB-76282                            169
036                  TNG-52497                             88
037                  GUJ-74444                            106
038                  DAU-26394                             29
039                  FNR-28782                            175
040                  SPN-64546                            145
041                  LZL-53762                             23
042                  BCU-27839                            141
043                  LZL-53762                             34
044                  BTN-83953                             10
045                  PNF-53949                             28
046                  KQA-89952                            160
047                  HNB-76282                             75
048                  BMN-57337                             53
049                  KQA-89952                            164
050                  HKZ-33728                             71
051                  PZV-75529                            133
052                  VWM-74278                            182
053                  SPN-64546                             41
054                  JVL-65247                            200
055                  ZXB-54692                            150
056                  LNC-68448                             66
057                  TLT-23593                            129
058                  VWM-74278                             22
059                  CDC-36833                            127
060                  AAV-93236                             56
061                  TNX-51117                             47
062                  NMA-58554                            190
063                  FNR-28782                            152
064                  ZKV-31415                            101
065                  VXR-68924                            195
066                  PWT-38779                            173
067                  TXF-47848                            123
068                  HVX-35287                             95
069                  WBB-69295                            199
070                  WQM-46249                            105
071                  PZV-75529                             93
072                  CQS-93978                             17
073                  KLA-57296                              6
074                  XRT-73276                            117
075                  ZHA-83572                            130
076                  KMP-52243                             73
077                  TNA-63396                            110
078                  HVX-35287                            128
079                  JPJ-26459                              5
080                  PNF-53949                             86
081                  KWH-94256                             79
082                  LNC-68448                             21
083                  YXL-38878                            192
084                  FNR-28782                             81
085                  HNB-76282                            116
086                  XRT-73276                             61
087                  YXL-38878                             51
088                  FYK-67999                             60
089                  TXF-47848                            162
090                  JPJ-26459                             55
091                  GUJ-74444                            147
092                  GZN-34688                            185
093                  RGZ-73449                            180
094                  EPX-87469                             77
095                  DHY-22445                            119
096                  WBB-69295                            107
097                  TNX-51117                            125
098                  KQA-89952                            178
099                  LWR-78574                            155
100                  KMP-52243                            179
