User ID: 49728-91010

Trial                  Virus                             Units
---------------------------------------------------------------
001                  TRM-27792                            124
002                  KLA-57296                             53
003                  JPJ-26459                             78
004                  BTN-83953                            116
005                  CPU-63784                             29
006                  XBC-95594                             69
007                  PZV-75529                             91
008                  LZL-53762                             40
009                  RGZ-73449                            153
010                  EPX-87469                             60
011                  NXD-76943                             15
012                  AAV-93236                             83
013                  CDC-36833                            199
014                  LNC-68448                            166
015                  VXR-68924                            111
016                  PQJ-67335                              4
017                  EFG-46945                             77
018                  JVL-65247                             48
019                  JPJ-26459                             85
020                  KLA-57296                            163
021                  HNB-76282                            136
022                  TNG-52497                             22
023                  WQM-46249                             55
024                  AJA-56777                             93
025                  GMS-89977                            106
026                  XKG-42573                             20
027                  LWR-78574                             70
028                  JPJ-26459                            165
029                  CDC-36833                             92
030                  NMA-58554                            160
031                  TNX-51117                             38
032                  WQM-46249                             10
033                  NWL-28282                             66
034                  LWR-78574                             94
035                  XJQ-35789                             30
036                  LZL-53762                             23
037                  BCU-27839                            120
038                  ZKV-31415                            113
039                  KQA-89952                             14
040                  VWM-74278                             99
041                  GMS-89977                            102
042                  DHY-22445                             19
043                  HZF-45469                            110
044                  CCG-95482                            132
045                  VJN-37687                             13
046                  HZF-45469                            198
047                  LWR-78574                            184
048                  NXD-76943                            173
049                  HNB-76282                             96
050                  BCU-27839                             89
051                  BTG-65524                             73
052                  VXR-68924                             46
053                  RGZ-73449                            147
054                  TNA-63396                            156
055                  GMS-89977                            105
056                  LNC-68448                            162
057                  NWL-28282                            191
058                  BTG-65524                             36
059                  LWR-78574                             41
060                  PHE-99329                            114
061                  PZV-75529                             72
062                  GMS-89977                             39
063                  KLA-57296                             87
064                  RLT-57887                             79
065                  KQA-89952                            164
066                  EFG-46945                             61
067                  FYK-67999                            185
068                  VWM-74278                            108
069                  HZF-45469                            176
070                  WMD-65834                              7
071                  NVE-67597                            190
072                  DAU-26394                             47
073                  LZL-53762                             54
074                  CPU-63784                            196
075                  QBZ-39849                             12
076                  LNC-68448                             82
077                  XKG-42573                            197
078                  JPJ-26459                             52
079                  HZF-45469                            139
080                  KWH-94256                              5
081                  XBC-95594                            125
082                  PHE-99329                             84
083                  HVE-32966                            175
084                  YXL-38878                            161
085                  FTD-84699                             49
086                  NWL-28282                            151
087                  CDC-36833                             67
088                  FNR-28782                             35
089                  FYK-67999                            159
090                  BTG-65524                            192
091                  GBK-45859                             76
092                  XBC-95594                            100
093                  TLT-23593                            188
094                  TXF-47848                              2
095                  TRM-27792                            126
096                  ZHA-83572                            142
097                  KDV-97563                            131
098                  PNF-53949                            170
099                  GBK-45859                            121
100                  FYK-67999                            137
