User ID: 81461-39190

Trial                  Virus                             Units
---------------------------------------------------------------
001                  LZL-53762                             23
002                  ZPF-96697                            122
003                  VXR-68924                            195
004                  XRT-73276                            187
005                  BMN-57337                            130
006                  HVX-35287                             77
007                  HVE-32966                             94
008                  HZF-45469                            113
009                  GBK-45859                             18
010                  DAU-26394                             81
011                  XJQ-35789                            198
012                  XRT-73276                            127
013                  CCG-95482                            143
014                  FTD-84699                              9
015                  PHE-99329                              7
016                  WBB-69295                             67
017                  LNC-68448                             55
018                  KDV-97563                            145
019                  FTD-84699                            107
020                  HNB-76282                             88
021                  KDV-97563                             41
022                  TNA-63396                             29
023                  CPU-63784                             74
024                  FYK-67999                            138
025                  DAU-26394                            140
026                  BCU-27839                            104
027                  JYL-79355                            168
028                  FTD-84699                            175
029                  WQB-83823                            167
030                  SPN-64546                            151
031                  NXD-76943                            190
032                  XRT-73276                            101
033                  WBB-69295                             59
034                  TNA-63396                            164
035                  RGZ-73449                             24
036                  FYK-67999                            192
037                  SPN-64546                            180
038                  PQJ-67335                             37
039                  ZPF-96697                             33
040                  JYL-79355                             57
041                  URL-32968                             80
042                  HKZ-33728                             44
043                  NWL-28282                            150
044                  ZXB-54692                             60
045                  URL-32968                              2
046                  PZV-75529                             15
047                  BTN-83953                             31
048                  ZKV-31415                             51
049                  PNF-53949                             19
050                  PNF-53949                            173
051                  XKG-42573                             71
052                  HKZ-33728                             99
053                  PNF-53949                            103
054                  NMA-58554                            174
055                  JYL-79355                             83
056                  GUJ-74444                            159
057                  WQM-46249                            149
058                  VJN-37687                             39
059                  NVE-67597                            183
060                  HVX-35287                             53
061                  NMA-58554                            172
062                  FYK-67999                             52
063                  BTN-83953                            133
064                  KLA-57296                            109
065                  PQJ-67335                             58
066                  KMP-52243                             92
067                  AJA-56777                             20
068                  CCG-95482                            186
069                  VXR-68924                             79
070                  ZHA-83572                             27
071                  SPN-64546                            153
072                  JPJ-26459                             38
073                  VXR-68924                             25
074                  NHP-43928                            119
075                  NVE-67597                             26
076                  LNC-68448                             54
077                  GUJ-74444                            197
078                  CCG-95482                             43
079                  ZXB-54692                            115
080                  VXR-68924                            157
081                  VWM-74278                             13
082                  ZXB-54692                            155
083                  CQS-93978                             98
084                  GZN-34688                             49
085                  DHY-22445                            134
086                  YLW-92835                            188
087                  KLA-57296                             89
088                  QBD-79865                            124
089                  LWR-78574                            152
090                  TQC-49936                            136
091                  URL-32968                            158
092                  XJQ-35789                            154
093                  QBZ-39849                             76
094                  GZN-34688                            191
095                  VWM-74278                             85
096                  PQJ-67335                             86
097                  XRT-73276                            110
098                  YXL-38878                            166
099                  YXL-38878                             93
100                  FYK-67999                            131
