User ID: 06139-33248

Trial                  Virus                             Units
---------------------------------------------------------------
001                  NHP-43928                              8
002                  FYK-67999                            103
003                  AJA-56777                            173
004                  ANR-65636                            138
005                  PWT-38779                            113
006                  ZHA-83572                            185
007                  YMA-56284                            193
008                  HKZ-33728                             52
009                  KDV-97563                            170
010                  SPN-64546                            142
011                  SZA-87265                            112
012                  WQB-83823                            178
013                  ZXB-54692                              1
014                  KMP-52243                            191
015                  PQJ-67335                             50
016                  ZHA-83572                            188
017                  TLT-23593                             76
018                  WMD-65834                             42
019                  QBZ-39849                            200
020                  CDC-36833                             11
021                  LWR-78574                             41
022                  GBK-45859                            128
023                  TQC-49936                            194
024                  DAU-26394                             78
025                  HZF-45469                            107
026                  HNB-76282                            195
027                  TNX-51117                             55
028                  XBC-95594                            172
029                  XRT-73276                            121
030                  KMP-52243                            190
031                  TNA-63396                             73
032                  KLA-57296                             96
033                  PWT-38779                             31
034                  PHE-99329                            199
035                  LZL-53762                            116
036                  HVX-35287                            101
037                  XBC-95594                             16
038                  JVL-65247                            147
039                  JVL-65247                             63
040                  WQM-46249                            180
041                  TXF-47848                            134
042                  GMS-89977                             92
043                  TQC-49936                            154
044                  NHP-43928                            174
045                  TRM-27792                              4
046                  TNX-51117                              3
047                  SPN-64546                            145
048                  ZKV-31415                            160
049                  TLT-23593                            176
050                  NXD-76943                             18
051                  BTG-65524                             34
052                  YBD-67688                             10
053                  WQB-83823                            131
054                  TNX-51117                             77
055                  SPN-64546                             47
056                  PNF-53949                            168
057                  ZPF-96697                            148
058                  NXD-76943                            159
059                  ZHA-83572                             24
060                  SPN-64546                             99
061                  BMN-57337                             86
062                  HVX-35287                            109
063                  HCY-32686                            197
064                  EFG-46945                             53
065                  HKZ-33728                             95
066                  FTD-84699                            150
067                  HKZ-33728                            117
068                  RLT-57887                            186
069                  ZKV-31415                            143
070                  NVE-67597                             87
071                  LNC-68448                            177
072                  PHE-99329                             58
073                  RGZ-73449                            130
074                  CDC-36833                            189
075                  HZF-45469                            104
076                  RGZ-73449                             97
077                  PQJ-67335                             56
078                  RGZ-73449                             64
079                  TRM-27792                            139
080                  BTG-65524                             14
081                  SPN-64546                            183
082                  XBC-95594                            106
083                  SPN-64546                             25
084                  ANR-65636                             61
085                  NHP-43928                             80
086                  PHE-99329                            198
087                  TRM-27792                             19
088                  EFG-46945                             35
089                  ZXB-54692                              2
090                  VJN-37687                             88
091                  WBB-69295                             29
092                  LZL-53762                            167
093                  HVE-32966                             40
094                  XBC-95594                             22
095                  HKZ-33728                            175
096                  CCG-95482                             81
097                  TNX-51117                              5
098                  HVX-35287                             28
099                  GBK-45859                            153
100                  AJA-56777                            166
