User ID: 93445-12424

Trial                  Virus                             Units
---------------------------------------------------------------
001                  AJA-56777                            128
002                  YXL-38878                            196
003                  CPU-63784                            148
004                  KMP-52243                            153
005                  PHE-99329                            109
006                  VXR-68924                            132
007                  KWH-94256                             51
008                  ZKV-31415                             85
009                  YMA-56284                             15
010                  XJQ-35789                            152
011                  BCU-27839                            186
012                  HKZ-33728                            112
013                  NMA-58554                             75
014                  TLT-23593                            170
015                  XJQ-35789                             99
016                  FNL-93857                            193
017                  HVE-32966                            139
018                  JVL-65247                             71
019                  CDC-36833                             96
020                  RLT-57887                            121
021                  WMD-65834                            180
022                  RLT-57887                             66
023                  YBD-67688                             91
024                  FNL-93857                            105
025                  TNX-51117                            117
026                  WQM-46249                            135
027                  EPX-87469                             56
028                  BTN-83953                             92
029                  GUJ-74444                            123
030                  NVE-67597                            122
031                  RLT-57887                             69
032                  KWH-94256                             36
033                  RLT-57887                            195
034                  AJA-56777                            151
035                  JVL-65247                            140
036                  WQB-83823                             21
037                  JYL-79355                             79
038                  HZF-45469                            143
039                  AAV-93236                             43
040                  TNA-63396                            108
041                  FYK-67999                             26
042                  TRM-27792                            115
043                  KLA-57296                            114
044                  HNB-76282                            192
045                  XJQ-35789                            174
046                  TXF-47848                             25
047                  KQA-89952                             47
048                  TNA-63396                              9
049                  TLT-23593                            138
050                  KQA-89952                            165
051                  LWR-78574                              6
052                  URL-32968                             37
053                  CDC-36833                             19
054                  PQJ-67335                             13
055                  TNA-63396                             95
056                  DHY-22445                            126
057                  AJA-56777                            145
058                  CDC-36833                             90
059                  YMA-56284                             17
060                  FNR-28782                              5
061                  KDV-97563                            120
062                  ZKV-31415                            130
063                  ZHA-83572                            116
064                  BTG-65524                            159
065                  KMP-52243                             67
066                  TRM-27792                            187
067                  EFG-46945                            197
068                  HVE-32966                             94
069                  HCY-32686                            124
070                  HNB-76282                             29
071                  HCY-32686                             93
072                  BCU-27839                            190
073                  GUJ-74444                            182
074                  WQM-46249                             20
075                  RLT-57887                            185
076                  ANR-65636                            181
077                  SPN-64546                             63
078                  FNR-28782                            177
079                  AAV-93236                            110
080                  BTN-83953                             84
081                  TNX-51117                            149
082                  BTG-65524                             41
083                  YBD-67688                            103
084                  HCY-32686                            111
085                  NHP-43928                             27
086                  EPX-87469                            171
087                  BTN-83953                            157
088                  HZF-45469                             22
089                  EFG-46945                            198
090                  WMD-65834                             65
091                  WMD-65834                             88
092                  TNG-52497                              2
093                  PQJ-67335                            146
094                  QBD-79865                            184
095                  NWL-28282                            113
096                  DHY-22445                            160
097                  BMN-57337                            125
098                  ZHA-83572                            134
099                  YXL-38878                            106
100                  CCG-95482                             32
