User ID: 63017-50438

Trial                  Virus                             Units
---------------------------------------------------------------
001                  LWR-78574                            150
002                  GBK-45859                            158
003                  CPU-63784                            153
004                  VJN-37687                            177
005                  NMA-58554                             30
006                  ZKV-31415                             57
007                  KWH-94256                             48
008                  GZN-34688                             69
009                  VJN-37687                             61
010                  FNL-93857                            192
011                  NWL-28282                             32
012                  NXD-76943                            138
013                  AAV-93236                            124
014                  NVE-67597                             99
015                  JPJ-26459                            191
016                  NHP-43928                             90
017                  PNF-53949                             11
018                  BCU-27839                            156
019                  VXR-68924                             19
020                  KQA-89952                            129
021                  LNC-68448                            114
022                  YMA-56284                             93
023                  DAU-26394                             87
024                  VJN-37687                            157
025                  XKG-42573                            108
026                  CDC-36833                            133
027                  DAU-26394                             24
028                  CPU-63784                            142
029                  BCU-27839                            100
030                  KLA-57296                            169
031                  GMS-89977                              2
032                  HZF-45469                             17
033                  XKG-42573                             95
034                  TNG-52497                              8
035                  TRM-27792                            186
036                  CCG-95482                             94
037                  LNC-68448                            197
038                  GUJ-74444                             31
039                  VWM-74278                            147
040                  WQM-46249                            163
041                  AAV-93236                             84
042                  WBB-69295                             82
043                  FNR-28782                            148
044                  XJQ-35789                             16
045                  EFG-46945                             14
046                  ZKV-31415                             12
047                  KDV-97563                            135
048                  DHY-22445                            185
049                  JPJ-26459                             41
050                  NMA-58554                             23
051                  JPJ-26459                            127
052                  EPX-87469                             18
053                  KMP-52243                             26
054                  HVE-32966                            196
055                  CDC-36833                            113
056                  QBZ-39849                            179
057                  GBK-45859                             44
058                  YLW-92835                             38
059                  SZA-87265                            121
060                  ZKV-31415                            130
061                  BCU-27839                            167
062                  WQM-46249                             51
063                  VWM-74278                            193
064                  NXD-76943                             89
065                  WMD-65834                             39
066                  KLA-57296                             56
067                  VJN-37687                            139
068                  KQA-89952                             63
069                  LNC-68448                            198
070                  CCG-95482                            104
071                  DAU-26394                            195
072                  RLT-57887                             20
073                  TXF-47848                            188
074                  VJN-37687                             70
075                  VJN-37687                             67
076                  HKZ-33728                            190
077                  BMN-57337                            109
078                  WQM-46249                             71
079                  TNA-63396                             58
080                  CCG-95482                            120
081                  ZHA-83572                             72
082                  NMA-58554                            106
083                  XBC-95594                             35
084                  CDC-36833                            172
085                  VXR-68924                            174
086                  TXF-47848                            161
087                  HVX-35287                            144
088                  LZL-53762                             65
089                  FNR-28782                            154
090                  HVX-35287                            141
091                  NMA-58554                            122
092                  TNA-63396                             86
093                  NHP-43928                            187
094                  KQA-89952                              3
095                  TNX-51117                            136
096                  YBD-67688                            119
097                  JPJ-26459                             25
098                  HVE-32966                            146
099                  YXL-38878                             49
100                  GBK-45859                            159
