User ID: 05074-62754

Trial                  Virus                             Units
---------------------------------------------------------------
001                  DHY-22445                             77
002                  PHE-99329                            130
003                  NHP-43928                             80
004                  TNA-63396                            177
005                  HNB-76282                            138
006                  PWT-38779                              3
007                  SZA-87265                             39
008                  XKG-42573                            200
009                  SZA-87265                             62
010                  ZHA-83572                            173
011                  WQM-46249                            114
012                  FYK-67999                             38
013                  NMA-58554                             43
014                  BCU-27839                             76
015                  XBC-95594                            184
016                  WMD-65834                            142
017                  KWH-94256                            166
018                  GBK-45859                             32
019                  JVL-65247                              2
020                  FNR-28782                            189
021                  SPN-64546                            180
022                  HZF-45469                             47
023                  BMN-57337                            141
024                  SZA-87265                            125
025                  GMS-89977                             64
026                  HZF-45469                             55
027                  EPX-87469                            159
028                  ZHA-83572                            168
029                  BTG-65524                             53
030                  LNC-68448                             70
031                  PQJ-67335                            190
032                  KWH-94256                            144
033                  YXL-38878                            103
034                  JVL-65247                             71
035                  LWR-78574                            172
036                  RLT-57887                            122
037                  VJN-37687                            121
038                  VJN-37687                            146
039                  ZHA-83572                             33
040                  NWL-28282                            117
041                  ZPF-96697                            156
042                  JVL-65247                            107
043                  LNC-68448                             59
044                  BTG-65524                              7
045                  BTN-83953                            129
046                  HVX-35287                            110
047                  NVE-67597                             50
048                  BTN-83953                             75
049                  WMD-65834                              1
050                  XRT-73276                            126
051                  YBD-67688                            132
052                  LZL-53762                            167
053                  GMS-89977                            163
054                  YLW-92835                            148
055                  CCG-95482                              9
056                  WBB-69295                            186
057                  BTG-65524                             10
058                  YBD-67688                            171
059                  AJA-56777                             98
060                  XJQ-35789                             69
061                  FNL-93857                            151
062                  BTN-83953                             84
063                  XJQ-35789                             65
064                  ZXB-54692                             52
065                  YMA-56284                            179
066                  PZV-75529                            165
067                  TRM-27792                            143
068                  QBZ-39849                             18
069                  YLW-92835                            116
070                  PQJ-67335                            178
071                  ANR-65636                            102
072                  CCG-95482                             60
073                  YLW-92835                             19
074                  WQM-46249                            195
075                  BCU-27839                            194
076                  VWM-74278                            196
077                  RLT-57887                            162
078                  NXD-76943                             35
079                  KQA-89952                             34
080                  WQM-46249                             93
081                  TNA-63396                             41
082                  JYL-79355                             48
083                  EFG-46945                             79
084                  HCY-32686                            127
085                  PZV-75529                             40
086                  ZPF-96697                             42
087                  WMD-65834                             14
088                  XJQ-35789                             78
089                  GBK-45859                            149
090                  LNC-68448                            155
091                  ZXB-54692                             37
092                  WMD-65834                            100
093                  TNA-63396                             26
094                  KQA-89952                             86
095                  VXR-68924                             46
096                  NWL-28282                            123
097                  TQC-49936                             81
098                  ANR-65636                             88
099                  HZF-45469                            108
100                  EFG-46945                              6
