User ID: 44921-58069

Trial                  Virus                             Units
---------------------------------------------------------------
001                  CDC-36833                             45
002                  TNG-52497                             10
003                  NXD-76943                            173
004                  ZHA-83572                             94
005                  JYL-79355                            117
006                  JVL-65247                              5
007                  TNA-63396                             36
008                  VWM-74278                            194
009                  LWR-78574                            145
010                  ZKV-31415                             79
011                  TQC-49936                            112
012                  RLT-57887                            106
013                  ZHA-83572                            185
014                  PQJ-67335                             20
015                  AJA-56777                            100
016                  NMA-58554                             99
017                  AAV-93236                             93
018                  PHE-99329                            153
019                  TLT-23593                             29
020                  NXD-76943                            163
021                  GBK-45859                            166
022                  HZF-45469                            172
023                  LZL-53762                             33
024                  AAV-93236                             89
025                  FTD-84699                             24
026                  DAU-26394                             50
027                  NMA-58554                              6
028                  HKZ-33728                            159
029                  NWL-28282                              1
030                  HZF-45469                             14
031                  TXF-47848                            149
032                  BMN-57337                             56
033                  BTN-83953                            102
034                  YXL-38878                             85
035                  NVE-67597                            174
036                  ZXB-54692                            171
037                  GUJ-74444                            184
038                  TQC-49936                             41
039                  HNB-76282                             43
040                  EPX-87469                              2
041                  SZA-87265                             57
042                  BTG-65524                             80
043                  GMS-89977                            124
044                  TRM-27792                            103
045                  VXR-68924                            147
046                  HVE-32966                             48
047                  KMP-52243                            126
048                  LNC-68448                            107
049                  KMP-52243                             37
050                  URL-32968                            191
051                  TLT-23593                            181
052                  TRM-27792                            154
053                  XRT-73276                            150
054                  XBC-95594                             98
055                  LZL-53762                              9
056                  PZV-75529                            178
057                  BCU-27839                              7
058                  KLA-57296                             39
059                  RLT-57887                             12
060                  YBD-67688                            158
061                  FNR-28782                             65
062                  ANR-65636                            192
063                  WMD-65834                             47
064                  AAV-93236                            118
065                  HZF-45469                            155
066                  FYK-67999                             70
067                  TNG-52497                             23
068                  LZL-53762                             73
069                  PNF-53949                            199
070                  XBC-95594                            170
071                  ZKV-31415                             51
072                  TNG-52497                            197
073                  URL-32968                             96
074                  VJN-37687                             16
075                  SPN-64546                             18
076                  WMD-65834                             19
077                  GZN-34688                            144
078                  VJN-37687                            138
079                  LNC-68448                             13
080                  NMA-58554                            193
081                  FNL-93857                            137
082                  CQS-93978                            140
083                  NXD-76943                             34
084                  TNG-52497                             68
085                  ZHA-83572                            131
086                  NHP-43928                            176
087                  QBD-79865                            200
088                  BTN-83953                            151
089                  FTD-84699                            143
090                  SZA-87265                            111
091                  WBB-69295                            136
092                  BTN-83953                            142
093                  FYK-67999                             22
094                  RGZ-73449                             76
095                  PWT-38779                             21
096                  AAV-93236                             62
097                  HNB-76282                             53
098                  GUJ-74444                            120
099                  PQJ-67335                             52
100                  WQM-46249                             86
