User ID: 32489-57596

Trial                  Virus                             Units
---------------------------------------------------------------
001                  YLW-92835                            183
002                  SZA-87265                              3
003                  URL-32968                            164
004                  TNX-51117                             36
005                  TLT-23593                            157
006                  NMA-58554                            165
007                  ZPF-96697                            125
008                  YLW-92835                             94
009                  TNA-63396                             91
010                  VXR-68924                             26
011                  VWM-74278                             69
012                  NXD-76943                            127
013                  RGZ-73449                             11
014                  JVL-65247                            177
015                  DHY-22445                            162
016                  XJQ-35789                             85
017                  NXD-76943                            172
018                  HVX-35287                             49
019                  BMN-57337                             86
020                  NXD-76943                            140
021                  PQJ-67335                             54
022                  VJN-37687                             15
023                  CQS-93978                             51
024                  WBB-69295                             42
025                  HNB-76282                            110
026                  TLT-23593                             64
027                  ZKV-31415                             87
028                  WQM-46249                            109
029                  KQA-89952                            111
030                  ZPF-96697                            185
031                  VWM-74278                             56
032                  QBD-79865                              9
033                  NXD-76943                             71
034                  KWH-94256                             44
035                  SZA-87265                             47
036                  EPX-87469                            138
037                  JPJ-26459                             22
038                  QBZ-39849                            108
039                  GMS-89977                            178
040                  GUJ-74444                             96
041                  PNF-53949                            144
042                  NHP-43928                            149
043                  CDC-36833                            158
044                  XKG-42573                             83
045                  WMD-65834                             76
046                  CPU-63784                             89
047                  PHE-99329                            156
048                  RLT-57887                            195
049                  PWT-38779                            179
050                  XKG-42573                            197
051                  PZV-75529                            141
052                  XKG-42573                             14
053                  XKG-42573                            161
054                  LWR-78574                            199
055                  TLT-23593                              8
056                  AAV-93236                             30
057                  YBD-67688                             79
058                  AJA-56777                            134
059                  NMA-58554                             63
060                  GZN-34688                             61
061                  HVE-32966                            122
062                  FNL-93857                            163
063                  KQA-89952                             67
064                  KLA-57296                              5
065                  VXR-68924                             13
066                  NHP-43928                             98
067                  TNA-63396                            135
068                  TRM-27792                             33
069                  FYK-67999                            175
070                  ZKV-31415                             59
071                  ZHA-83572                             65
072                  DAU-26394                            169
073                  PQJ-67335                            114
074                  LNC-68448                            190
075                  URL-32968                            118
076                  TQC-49936                             77
077                  CCG-95482                            119
078                  AJA-56777                             20
079                  FNL-93857                            124
080                  CPU-63784                             62
081                  DAU-26394                             57
082                  GBK-45859                             97
083                  PQJ-67335                             53
084                  NXD-76943                            166
085                  PWT-38779                             29
086                  AAV-93236                            121
087                  TRM-27792                            133
088                  EPX-87469                            191
089                  DAU-26394                            129
090                  XRT-73276                             18
091                  YXL-38878                             80
092                  XKG-42573                            189
093                  QBZ-39849                            152
094                  CCG-95482                             58
095                  KLA-57296                            115
096                  DHY-22445                            139
097                  PHE-99329                             60
098                  GMS-89977                            143
099                  XKG-42573                            192
100                  AJA-56777                             24
