User ID: 70615-99374

Trial                  Virus                             Units
---------------------------------------------------------------
001                  GBK-45859                             20
002                  PHE-99329                            130
003                  RLT-57887                            183
004                  HNB-76282                             49
005                  QBD-79865                             72
006                  LNC-68448                            151
007                  TRM-27792                            166
008                  JYL-79355                            196
009                  HKZ-33728                             86
010                  JYL-79355                            138
011                  YBD-67688                             74
012                  DAU-26394                            148
013                  YMA-56284                             10
014                  HCY-32686                             89
015                  NHP-43928                             75
016                  HZF-45469                            142
017                  CDC-36833                            127
018                  XJQ-35789                             28
019                  RLT-57887                             77
020                  LWR-78574                             47
021                  BTN-83953                            126
022                  YXL-38878                             56
023                  WQB-83823                            179
024                  NXD-76943                              1
025                  LWR-78574                             21
026                  RLT-57887                            190
027                  KWH-94256                             73
028                  WBB-69295                             55
029                  YBD-67688                            197
030                  ZXB-54692                            193
031                  YLW-92835                              2
032                  YMA-56284                            109
033                  TNX-51117                            128
034                  DHY-22445                            181
035                  HNB-76282                             67
036                  JVL-65247                            192
037                  DAU-26394                             25
038                  TNG-52497                            164
039                  EFG-46945                             80
040                  HVX-35287                             65
041                  CCG-95482                             70
042                  LNC-68448                            156
043                  TXF-47848                            146
044                  YMA-56284                             83
045                  YLW-92835                            139
046                  KWH-94256                            150
047                  WBB-69295                            122
048                  RGZ-73449                             17
049                  NWL-28282                            198
050                  HKZ-33728                             97
051                  BTN-83953                             19
052                  NMA-58554                            186
053                  XKG-42573                             35
054                  KDV-97563                             51
055                  NHP-43928                             42
056                  RGZ-73449                            189
057                  VWM-74278                            165
058                  BTG-65524                            157
059                  VWM-74278                             79
060                  YXL-38878                             92
061                  EPX-87469                            104
062                  HVE-32966                            121
063                  HVX-35287                             45
064                  YBD-67688                            106
065                  YXL-38878                            102
066                  YMA-56284                            120
067                  TNX-51117                             11
068                  PHE-99329                            118
069                  ZHA-83572                            107
070                  SZA-87265                            185
071                  PNF-53949                            145
072                  BTG-65524                            169
073                  XBC-95594                            167
074                  TLT-23593                             82
075                  FNL-93857                            135
076                  URL-32968                            123
077                  SZA-87265                            180
078                  RGZ-73449                            115
079                  GUJ-74444                             39
080                  HVX-35287                              5
081                  QBZ-39849                             57
082                  XJQ-35789                            161
083                  GZN-34688                             46
084                  WQM-46249                            131
085                  KLA-57296                             14
086                  AJA-56777                            177
087                  WQB-83823                             30
088                  PWT-38779                             15
089                  LZL-53762                             58
090                  YBD-67688                            188
091                  HVX-35287                            184
092                  WQB-83823                            170
093                  PQJ-67335                             63
094                  WMD-65834                             99
095                  KQA-89952                            100
096                  YBD-67688                             76
097                  QBD-79865                             64
098                  WQM-46249                             29
099                  LWR-78574                            134
100                  DAU-26394                            108
