User ID: 69652-84270

Trial                  Virus                             Units
---------------------------------------------------------------
001                  DAU-26394                            113
002                  NWL-28282                            114
003                  TRM-27792                            104
004                  NVE-67597                            100
005                  XBC-95594                             26
006                  LZL-53762                             55
007                  QBD-79865                            181
008                  VXR-68924                            171
009                  WQB-83823                            162
010                  KWH-94256                              6
011                  YBD-67688                            191
012                  TNG-52497                             93
013                  PNF-53949                             34
014                  KQA-89952                             42
015                  KDV-97563                             16
016                  CQS-93978                             52
017                  CCG-95482                            103
018                  RLT-57887                            174
019                  TLT-23593                             31
020                  ZHA-83572                             82
021                  YMA-56284                            143
022                  TNX-51117                            142
023                  YMA-56284                              4
024                  SPN-64546                             59
025                  GZN-34688                             49
026                  TRM-27792                            132
027                  HVE-32966                             23
028                  GBK-45859                             67
029                  BCU-27839                            140
030                  HCY-32686                            139
031                  LNC-68448                            145
032                  NMA-58554                             75
033                  TQC-49936                             98
034                  TXF-47848                              9
035                  CDC-36833                             84
036                  HZF-45469                            109
037                  ZHA-83572                             36
038                  AJA-56777                             54
039                  FTD-84699                             81
040                  EPX-87469                            156
041                  XKG-42573                            123
042                  HNB-76282                            158
043                  NWL-28282                             95
044                  JYL-79355                            105
045                  YMA-56284                              7
046                  ZHA-83572                             19
047                  PNF-53949                             86
048                  LWR-78574                            194
049                  TNA-63396                             57
050                  QBZ-39849                             99
051                  DHY-22445                            146
052                  KLA-57296                             96
053                  KLA-57296                            186
054                  KQA-89952                            190
055                  GUJ-74444                            110
056                  GUJ-74444                             15
057                  KWH-94256                            168
058                  WBB-69295                             74
059                  YMA-56284                            159
060                  GBK-45859                            155
061                  LNC-68448                            179
062                  PZV-75529                            165
063                  VWM-74278                            153
064                  HNB-76282                            183
065                  PZV-75529                            127
066                  PQJ-67335                             64
067                  PQJ-67335                            118
068                  PZV-75529                            149
069                  YLW-92835                            121
070                  AAV-93236                             62
071                  HKZ-33728                             22
072                  WMD-65834                            187
073                  XBC-95594                            164
074                  TLT-23593                            198
075                  FNL-93857                             92
076                  WBB-69295                            152
077                  BMN-57337                            175
078                  HNB-76282                            188
079                  SZA-87265                            144
080                  TXF-47848                            138
081                  JVL-65247                              2
082                  KLA-57296                             69
083                  NHP-43928                             10
084                  FNR-28782                             56
085                  HNB-76282                             61
086                  TNA-63396                              8
087                  QBD-79865                             94
088                  PQJ-67335                            122
089                  WBB-69295                            148
090                  TNX-51117                             29
091                  WQM-46249                            182
092                  HZF-45469                            150
093                  SZA-87265                             12
094                  ZXB-54692                            130
095                  LWR-78574                             25
096                  JVL-65247                             11
097                  ZPF-96697                            180
098                  WQM-46249                             21
099                  ZHA-83572                            131
100                  BMN-57337                             46
