User ID: 15840-81914

Trial                  Virus                             Units
---------------------------------------------------------------
001                  TNG-52497                             17
002                  FTD-84699                             13
003                  DHY-22445                             42
004                  EPX-87469                            140
005                  LZL-53762                             41
006                  QBD-79865                            110
007                  FYK-67999                             47
008                  BTN-83953                             33
009                  JPJ-26459                             89
010                  GBK-45859                            102
011                  PZV-75529                            126
012                  KMP-52243                            120
013                  HKZ-33728                            149
014                  CPU-63784                            114
015                  BTG-65524                             56
016                  VXR-68924                             46
017                  DHY-22445                             84
018                  FNL-93857                            164
019                  BTN-83953                            130
020                  VWM-74278                             51
021                  TNG-52497                             31
022                  PHE-99329                            194
023                  CDC-36833                            108
024                  PWT-38779                             29
025                  EFG-46945                            100
026                  VWM-74278                            137
027                  CDC-36833                            175
028                  XJQ-35789                            132
029                  DAU-26394                            151
030                  RLT-57887                             64
031                  BCU-27839                            198
032                  SZA-87265                            118
033                  ANR-65636                            162
034                  TLT-23593                             49
035                  SZA-87265                             80
036                  KQA-89952                             32
037                  ZXB-54692                            139
038                  KDV-97563                            161
039                  ZHA-83572                             93
040                  EFG-46945                             72
041                  NHP-43928                             35
042                  URL-32968                             34
043                  ZHA-83572                             36
044                  TNX-51117                             76
045                  LWR-78574                            155
046                  TXF-47848                             14
047                  ZXB-54692                              1
048                  YLW-92835                              5
049                  JVL-65247                            147
050                  ANR-65636                            169
051                  HCY-32686                            113
052                  HVE-32966                            107
053                  PNF-53949                            180
054                  HVX-35287                             92
055                  KQA-89952                            186
056                  PZV-75529                            153
057                  KLA-57296                            181
058                  URL-32968                            197
059                  KDV-97563                            191
060                  PNF-53949                             54
061                  AAV-93236                            122
062                  BTG-65524                             68
063                  TRM-27792                             96
064                  TLT-23593                             12
065                  XBC-95594                              2
066                  NWL-28282                             37
067                  TXF-47848                             38
068                  XKG-42573                            128
069                  QBD-79865                            115
070                  VJN-37687                              8
071                  BTN-83953                              7
072                  HCY-32686                            112
073                  FNL-93857                            200
074                  TXF-47848                            158
075                  DHY-22445                             86
076                  GMS-89977                             53
077                  TNA-63396                            145
078                  QBZ-39849                            154
079                  HVE-32966                             60
080                  HNB-76282                            125
081                  DHY-22445                             11
082                  NMA-58554                              3
083                  QBZ-39849                             65
084                  YBD-67688                            173
085                  PWT-38779                            152
086                  TLT-23593                            199
087                  BMN-57337                            195
088                  BCU-27839                             23
089                  TRM-27792                             40
090                  NXD-76943                            124
091                  FYK-67999                            127
092                  TLT-23593                            159
093                  CCG-95482                             55
094                  WQM-46249                            193
095                  LNC-68448                             21
096                  ZKV-31415                             90
097                  TQC-49936                            192
098                  KDV-97563                             79
099                  ZXB-54692                            166
100                  NXD-76943                            146
