User ID: 18118-03371

Trial                  Virus                             Units
---------------------------------------------------------------
001                  TXF-47848                            134
002                  BTN-83953                            132
003                  ZHA-83572                            198
004                  TQC-49936                              3
005                  DAU-26394                             24
006                  XJQ-35789                             60
007                  CCG-95482                             98
008                  TQC-49936                            151
009                  HKZ-33728                             79
010                  NWL-28282                            154
011                  WBB-69295                             51
012                  DHY-22445                             48
013                  VWM-74278                             32
014                  EPX-87469                             59
015                  YLW-92835                             37
016                  KMP-52243                            157
017                  TLT-23593                            112
018                  PZV-75529                            101
019                  ZHA-83572                             36
020                  ZPF-96697                            102
021                  VXR-68924                            124
022                  EPX-87469                            159
023                  JVL-65247                             93
024                  PNF-53949                             16
025                  PHE-99329                            158
026                  TNX-51117                            152
027                  CCG-95482                             68
028                  YBD-67688                            137
029                  GUJ-74444                            184
030                  TQC-49936                            168
031                  SZA-87265                            140
032                  SPN-64546                            105
033                  URL-32968                             69
034                  NMA-58554                              2
035                  XJQ-35789                            129
036                  YLW-92835                            197
037                  KDV-97563                             40
038                  YLW-92835                             21
039                  ZXB-54692                            141
040                  AJA-56777                             80
041                  TXF-47848                             94
042                  NVE-67597                             46
043                  KWH-94256                             84
044                  RGZ-73449                            190
045                  ZKV-31415                            171
046                  YBD-67688                             70
047                  NMA-58554                            178
048                  PHE-99329                            127
049                  NXD-76943                             89
050                  HZF-45469                            170
051                  KWH-94256                            139
052                  LNC-68448                             50
053                  XJQ-35789                             63
054                  WQM-46249                             13
055                  ANR-65636                             12
056                  BTN-83953                            131
057                  TLT-23593                            104
058                  GMS-89977                              1
059                  HNB-76282                             23
060                  WBB-69295                             85
061                  HVX-35287                             66
062                  WQM-46249                            130
063                  NHP-43928                             56
064                  WQM-46249                              6
065                  YLW-92835                            147
066                  TNG-52497                             35
067                  RLT-57887                            177
068                  WQB-83823                            153
069                  YBD-67688                             96
070                  TNX-51117                            136
071                  RGZ-73449                            196
072                  XBC-95594                             91
073                  EFG-46945                            145
074                  FNL-93857                             67
075                  PZV-75529                             71
076                  BTG-65524                             22
077                  BTN-83953                            169
078                  BCU-27839                            179
079                  YXL-38878                            107
080                  QBD-79865                            183
081                  BTG-65524                             58
082                  TLT-23593                            193
083                  KWH-94256                             61
084                  QBD-79865                            135
085                  LNC-68448                            175
086                  FTD-84699                              4
087                  JVL-65247                             57
088                  EPX-87469                            160
089                  FTD-84699                            187
090                  NMA-58554                             81
091                  PWT-38779                            146
092                  XJQ-35789                            120
093                  XBC-95594                             28
094                  TXF-47848                             75
095                  GUJ-74444                            125
096                  XRT-73276                            128
097                  RLT-57887                             53
098                  TNG-52497                             42
099                  SPN-64546                            144
100                  KQA-89952                            148
