User ID: 30768-54860

Trial                  Virus                             Units
---------------------------------------------------------------
001                  XJQ-35789                            197
002                  CCG-95482                             28
003                  EFG-46945                            191
004                  BCU-27839                             76
005                  LZL-53762                             25
006                  AJA-56777                            149
007                  JVL-65247                             31
008                  NXD-76943                             36
009                  ZKV-31415                             26
010                  KWH-94256                             81
011                  FTD-84699                             11
012                  ZHA-83572                             73
013                  SPN-64546                            165
014                  ZKV-31415                            200
015                  NMA-58554                            125
016                  NWL-28282                             84
017                  FNL-93857                             63
018                  JVL-65247                            198
019                  CQS-93978                             57
020                  HZF-45469                            189
021                  GMS-89977                             38
022                  DHY-22445                             53
023                  NHP-43928                            152
024                  EFG-46945                            195
025                  KLA-57296                            178
026                  TXF-47848                             19
027                  BTN-83953                              6
028                  CCG-95482                             78
029                  DHY-22445                             32
030                  URL-32968                             35
031                  LZL-53762                             61
032                  WQM-46249                            171
033                  NVE-67597                             45
034                  HKZ-33728                            183
035                  SPN-64546                            199
036                  DAU-26394                              2
037                  RLT-57887                            128
038                  TQC-49936                            102
039                  HNB-76282                            124
040                  VWM-74278                            148
041                  VWM-74278                            168
042                  VWM-74278                            176
043                  TRM-27792                             20
044                  KQA-89952                             39
045                  ZHA-83572                            122
046                  FNL-93857                            107
047                  HKZ-33728                             77
048                  SPN-64546                             71
049                  GZN-34688                             64
050                  XBC-95594                            100
051                  YBD-67688                            151
052                  EPX-87469                             56
053                  KLA-57296                             41
054                  PQJ-67335                             90
055                  PZV-75529                            137
056                  AJA-56777                             44
057                  LZL-53762                             42
058                  TRM-27792                            133
059                  XKG-42573                            116
060                  ZPF-96697                             80
061                  TNG-52497                            114
062                  VXR-68924                             48
063                  LWR-78574                            188
064                  NVE-67597                            136
065                  DHY-22445                             10
066                  YLW-92835                             16
067                  TNX-51117                            163
068                  WQM-46249                             59
069                  PZV-75529                            138
070                  HNB-76282                            131
071                  PQJ-67335                            117
072                  NMA-58554                            126
073                  SPN-64546                             43
074                  CPU-63784                             69
075                  CDC-36833                            156
076                  BTN-83953                            120
077                  NHP-43928                             95
078                  AAV-93236                             87
079                  PWT-38779                             97
080                  DHY-22445                             74
081                  JVL-65247                              8
082                  LWR-78574                             60
083                  KWH-94256                             14
084                  NWL-28282                              4
085                  AAV-93236                            119
086                  CQS-93978                            112
087                  KMP-52243                            170
088                  YBD-67688                             40
089                  NXD-76943                            177
090                  RLT-57887                            193
091                  ZXB-54692                            144
092                  VJN-37687                            160
093                  GZN-34688                             21
094                  TXF-47848                            139
095                  KDV-97563                             82
096                  YBD-67688                            101
097                  WBB-69295                             98
098                  WQM-46249                            105
099                  DAU-26394                             33
100                  CPU-63784                             88
