User ID: 35036-62750

Trial                  Virus                             Units
---------------------------------------------------------------
001                  AAV-93236                             87
002                  SPN-64546                             70
003                  TQC-49936                             86
004                  XRT-73276                            170
005                  KQA-89952                             74
006                  QBZ-39849                             26
007                  QBD-79865                            144
008                  GMS-89977                            104
009                  XKG-42573                            179
010                  PNF-53949                            164
011                  RGZ-73449                             97
012                  TRM-27792                            100
013                  TXF-47848                             71
014                  JYL-79355                            150
015                  YXL-38878                             24
016                  ZPF-96697                            177
017                  FNL-93857                             46
018                  PNF-53949                              8
019                  ZXB-54692                             22
020                  JVL-65247                             34
021                  PQJ-67335                            114
022                  HZF-45469                             48
023                  RGZ-73449                             79
024                  ZXB-54692                            192
025                  ZPF-96697                            199
026                  PQJ-67335                             92
027                  PZV-75529                             27
028                  ZXB-54692                            161
029                  ZPF-96697                            197
030                  CPU-63784                            132
031                  LZL-53762                             40
032                  GMS-89977                            166
033                  ANR-65636                            159
034                  ANR-65636                             44
035                  ZXB-54692                             72
036                  BTN-83953                             75
037                  BCU-27839                            142
038                  ZXB-54692                             67
039                  AJA-56777                             62
040                  BMN-57337                            102
041                  VWM-74278                             12
042                  LZL-53762                             49
043                  TLT-23593                            115
044                  NVE-67597                            116
045                  GBK-45859                             83
046                  SPN-64546                              6
047                  CCG-95482                             91
048                  XBC-95594                            178
049                  FYK-67999                             60
050                  BTN-83953                             76
051                  PZV-75529                             38
052                  TXF-47848                            113
053                  JYL-79355                              4
054                  WMD-65834                            172
055                  KQA-89952                            157
056                  GUJ-74444                             68
057                  KQA-89952                            175
058                  FNR-28782                            129
059                  VWM-74278                            180
060                  PHE-99329                            153
061                  BTG-65524                             66
062                  TXF-47848                            103
063                  NWL-28282                             90
064                  YXL-38878                            140
065                  VJN-37687                             53
066                  XJQ-35789                            148
067                  YMA-56284                             94
068                  BTG-65524                             80
069                  AAV-93236                            149
070                  CDC-36833                            123
071                  TRM-27792                            173
072                  HNB-76282                              9
073                  WMD-65834                             33
074                  CCG-95482                            141
075                  ANR-65636                            105
076                  LNC-68448                             99
077                  KMP-52243                             69
078                  WQM-46249                             20
079                  BTG-65524                            152
080                  NWL-28282                             15
081                  TRM-27792                             81
082                  EPX-87469                             39
083                  TNG-52497                             41
084                  CQS-93978                             37
085                  GUJ-74444                             52
086                  LZL-53762                            136
087                  NHP-43928                            147
088                  EFG-46945                             16
089                  KLA-57296                            158
090                  PHE-99329                             35
091                  ZXB-54692                            128
092                  KWH-94256                            119
093                  XBC-95594                             25
094                  YBD-67688                             13
095                  AAV-93236                             54
096                  SPN-64546                            143
097                  YMA-56284                            187
098                  JVL-65247                            190
099                  PNF-53949                            154
100                  KQA-89952                            124
