User ID: 65101-47245

Trial                  Virus                             Units
---------------------------------------------------------------
001                  BCU-27839                            105
002                  WQB-83823                             21
003                  NMA-58554                            180
004                  CPU-63784                             82
005                  PWT-38779                            122
006                  ZPF-96697                            110
007                  FNL-93857                             61
008                  HCY-32686                            108
009                  QBZ-39849                            174
010                  BMN-57337                             77
011                  WBB-69295                             52
012                  HKZ-33728                            134
013                  NMA-58554                            111
014                  PZV-75529                             25
015                  TRM-27792                            195
016                  DAU-26394                             56
017                  TNG-52497                            166
018                  PNF-53949                            158
019                  LWR-78574                             34
020                  HVE-32966                            113
021                  PNF-53949                            121
022                  AJA-56777                             35
023                  CCG-95482                             54
024                  QBZ-39849                            192
025                  JYL-79355                             44
026                  HVX-35287                             57
027                  WBB-69295                             16
028                  XRT-73276                            184
029                  LWR-78574                            197
030                  YLW-92835                             45
031                  NWL-28282                              5
032                  XKG-42573                            114
033                  KLA-57296                             10
034                  NXD-76943                              1
035                  PNF-53949                            124
036                  TNG-52497                            167
037                  JYL-79355                            145
038                  TRM-27792                            142
039                  EPX-87469                            123
040                  BTN-83953                             87
041                  NWL-28282                             14
042                  QBD-79865                              6
043                  LNC-68448                             67
044                  QBZ-39849                             30
045                  PQJ-67335                             62
046                  ANR-65636                            117
047                  JVL-65247                             42
048                  SPN-64546                             50
049                  PZV-75529                            165
050                  VWM-74278                            168
051                  JVL-65247                            181
052                  FNL-93857                            200
053                  TNG-52497                            193
054                  ANR-65636                            120
055                  GMS-89977                             80
056                  GBK-45859                            189
057                  TNA-63396                             20
058                  HVX-35287                            133
059                  HVE-32966                             92
060                  ZKV-31415                             75
061                  FYK-67999                            149
062                  LWR-78574                             72
063                  EPX-87469                             69
064                  PQJ-67335                            130
065                  DAU-26394                             58
066                  SPN-64546                            194
067                  WMD-65834                             49
068                  JVL-65247                             76
069                  NXD-76943                             41
070                  SPN-64546                            131
071                  CDC-36833                             96
072                  VJN-37687                            147
073                  EFG-46945                            101
074                  WQM-46249                            155
075                  WQM-46249                            107
076                  ZPF-96697                              4
077                  BTG-65524                             99
078                  WQB-83823                            148
079                  GZN-34688                            154
080                  YLW-92835                             38
081                  YLW-92835                             19
082                  NMA-58554                            125
083                  TNX-51117                            173
084                  ZPF-96697                            152
085                  XBC-95594                            191
086                  TXF-47848                            187
087                  XBC-95594                             33
088                  FYK-67999                             17
089                  QBZ-39849                            132
090                  ANR-65636                             59
091                  HKZ-33728                             71
092                  NVE-67597                            159
093                  XKG-42573                            177
094                  HKZ-33728                            151
095                  CDC-36833                             13
096                  PNF-53949                            103
097                  HCY-32686                            118
098                  ANR-65636                            163
099                  JPJ-26459                             79
100                  CDC-36833                             95
