User ID: 40230-24482

Trial                  Virus                             Units
---------------------------------------------------------------
001                  ZHA-83572                            164
002                  GBK-45859                             78
003                  NMA-58554                              9
004                  AAV-93236                             40
005                  NWL-28282                             65
006                  NWL-28282                             82
007                  ZPF-96697                            188
008                  PZV-75529                             64
009                  GZN-34688                            141
010                  KDV-97563                             76
011                  WMD-65834                            122
012                  GUJ-74444                            197
013                  KDV-97563                            152
014                  HVE-32966                             87
015                  KLA-57296                            199
016                  FYK-67999                              2
017                  TQC-49936                             45
018                  SZA-87265                            182
019                  WQM-46249                             56
020                  WMD-65834                             12
021                  GBK-45859                            142
022                  ANR-65636                            133
023                  NHP-43928                            137
024                  HKZ-33728                             77
025                  ZXB-54692                             46
026                  GBK-45859                             39
027                  GUJ-74444                             35
028                  TNG-52497                             58
029                  PHE-99329                            105
030                  WMD-65834                             27
031                  YXL-38878                             62
032                  AAV-93236                             99
033                  BTG-65524                             36
034                  ZPF-96697                             38
035                  CPU-63784                              7
036                  GZN-34688                             51
037                  JVL-65247                            180
038                  JPJ-26459                             96
039                  EPX-87469                            115
040                  XRT-73276                             72
041                  XBC-95594                             31
042                  CDC-36833                             86
043                  NWL-28282                            179
044                  HZF-45469                             29
045                  HCY-32686                             60
046                  AJA-56777                            194
047                  TNG-52497                             68
048                  CDC-36833                            171
049                  GMS-89977                            126
050                  LWR-78574                            158
051                  XBC-95594                            134
052                  YMA-56284                             14
053                  NMA-58554                             22
054                  GUJ-74444                            189
055                  ZHA-83572                              5
056                  TXF-47848                            135
057                  BTG-65524                            113
058                  WQB-83823                             95
059                  PNF-53949                            154
060                  WQM-46249                             21
061                  LNC-68448                             17
062                  ZPF-96697                             30
063                  ZXB-54692                             34
064                  TLT-23593                              6
065                  DAU-26394                             91
066                  XRT-73276                             67
067                  TNX-51117                            196
068                  TQC-49936                            123
069                  TNX-51117                            187
070                  PZV-75529                             54
071                  WBB-69295                             53
072                  QBD-79865                            193
073                  URL-32968                             41
074                  TQC-49936                             24
075                  GZN-34688                            157
076                  YLW-92835                            169
077                  WBB-69295                            101
078                  URL-32968                            167
079                  GZN-34688                            174
080                  TLT-23593                            129
081                  ZXB-54692                            125
082                  GUJ-74444                            172
083                  GMS-89977                            111
084                  AJA-56777                             75
085                  SZA-87265                             48
086                  KQA-89952                            151
087                  KWH-94256                             23
088                  LZL-53762                            153
089                  TRM-27792                            200
090                  FYK-67999                            176
091                  TNA-63396                             93
092                  HVX-35287                            143
093                  TNX-51117                             90
094                  VXR-68924                            192
095                  YLW-92835                            148
096                  CPU-63784                            138
097                  VJN-37687                             20
098                  BTN-83953                            195
099                  CQS-93978                              4
100                  HCY-32686                             47
