User ID: 15821-95120

Trial                  Virus                             Units
---------------------------------------------------------------
001                  KDV-97563                            150
002                  ANR-65636                             64
003                  TLT-23593                             88
004                  FNL-93857                            140
005                  YXL-38878                            142
006                  SPN-64546                            173
007                  XJQ-35789                             20
008                  KMP-52243                            185
009                  VXR-68924                             61
010                  VJN-37687                             73
011                  RGZ-73449                            170
012                  KLA-57296                            113
013                  BTN-83953                             10
014                  RLT-57887                            115
015                  CPU-63784                            125
016                  BTN-83953                            174
017                  SPN-64546                            122
018                  TRM-27792                              5
019                  HVE-32966                             58
020                  KDV-97563                            180
021                  EPX-87469                            101
022                  BTG-65524                            152
023                  ZXB-54692                            127
024                  JVL-65247                              1
025                  ZXB-54692                            118
026                  TXF-47848                             29
027                  QBZ-39849                             19
028                  WMD-65834                             32
029                  HZF-45469                            120
030                  FYK-67999                            123
031                  URL-32968                             59
032                  HVX-35287                             72
033                  FTD-84699                             70
034                  GZN-34688                            137
035                  EFG-46945                             35
036                  TNG-52497                            103
037                  VJN-37687                             62
038                  BTN-83953                            158
039                  KDV-97563                             77
040                  ANR-65636                            148
041                  CQS-93978                             82
042                  RLT-57887                            121
043                  PWT-38779                             66
044                  EFG-46945                            171
045                  XKG-42573                             52
046                  BMN-57337                             31
047                  CDC-36833                            147
048                  LNC-68448                             45
049                  TNG-52497                             67
050                  NVE-67597                             86
051                  ZPF-96697                            199
052                  HZF-45469                            187
053                  QBZ-39849                             71
054                  NXD-76943                            161
055                  YXL-38878                             84
056                  DHY-22445                            178
057                  TXF-47848                             42
058                  TLT-23593                            198
059                  HNB-76282                            132
060                  AAV-93236                            169
061                  NHP-43928                             28
062                  HKZ-33728                            138
063                  BTG-65524                            129
064                  JPJ-26459                             25
065                  PHE-99329                            193
066                  BMN-57337                              2
067                  AJA-56777                             87
068                  PZV-75529                            130
069                  ZPF-96697                             15
070                  PHE-99329                            111
071                  TNG-52497                            151
072                  TLT-23593                            189
073                  JYL-79355                            191
074                  CCG-95482                            172
075                  YXL-38878                             17
076                  NVE-67597                             46
077                  TQC-49936                             39
078                  TLT-23593                             40
079                  EPX-87469                            108
080                  GBK-45859                            139
081                  NVE-67597                             37
082                  PQJ-67335                             96
083                  HKZ-33728                              3
084                  ZKV-31415                             94
085                  KMP-52243                            134
086                  PHE-99329                            162
087                  ZHA-83572                            155
088                  RLT-57887                             56
089                  LWR-78574                             65
090                  URL-32968                            165
091                  RLT-57887                            156
092                  KDV-97563                            183
093                  NXD-76943                             12
094                  YLW-92835                             97
095                  LWR-78574                             89
096                  DHY-22445                             68
097                  PZV-75529                            133
098                  FNR-28782                             38
099                  CDC-36833                            190
100                  PZV-75529                             57
