User ID: 52403-12854

Trial                  Virus                             Units
---------------------------------------------------------------
001                  DAU-26394                            156
002                  YBD-67688                            140
003                  JPJ-26459                             19
004                  WMD-65834                             77
005                  WQM-46249                             50
006                  VJN-37687                            138
007                  ZPF-96697                             34
008                  WQM-46249                            164
009                  LWR-78574                              6
010                  XBC-95594                            149
011                  CDC-36833                             84
012                  YBD-67688                            172
013                  CQS-93978                            121
014                  HCY-32686                              7
015                  NVE-67597                            185
016                  GZN-34688                             26
017                  HKZ-33728                             27
018                  URL-32968                            195
019                  LWR-78574                             90
020                  GUJ-74444                            180
021                  LNC-68448                            105
022                  NMA-58554                            192
023                  WQM-46249                              8
024                  EFG-46945                            126
025                  FTD-84699                            161
026                  KLA-57296                            102
027                  TLT-23593                            153
028                  PHE-99329                             91
029                  KWH-94256                            171
030                  NHP-43928                             79
031                  PWT-38779                              5
032                  NWL-28282                             89
033                  CPU-63784                             20
034                  NWL-28282                            158
035                  BTN-83953                            134
036                  HCY-32686                            152
037                  TNA-63396                             37
038                  XKG-42573                            165
039                  VWM-74278                             54
040                  PHE-99329                             86
041                  RLT-57887                            145
042                  TXF-47848                             60
043                  NHP-43928                             96
044                  ZHA-83572                            135
045                  JYL-79355                            175
046                  KMP-52243                             68
047                  BMN-57337                             10
048                  EFG-46945                             67
049                  PNF-53949                             64
050                  HZF-45469                            132
051                  SZA-87265                            182
052                  TNG-52497                            159
053                  XRT-73276                             63
054                  EPX-87469                            103
055                  LNC-68448                             49
056                  EFG-46945                            186
057                  XRT-73276                             59
058                  VXR-68924                             41
059                  ZXB-54692                            108
060                  EPX-87469                             65
061                  RGZ-73449                             33
062                  DHY-22445                             22
063                  DAU-26394                             95
064                  KLA-57296                            179
065                  PQJ-67335                             40
066                  EFG-46945                             74
067                  KMP-52243                            198
068                  TXF-47848                             11
069                  JPJ-26459                            141
070                  ZHA-83572                            109
071                  HZF-45469                              3
072                  XRT-73276                             18
073                  RLT-57887                            117
074                  NXD-76943                             88
075                  GBK-45859                             15
076                  BCU-27839                             13
077                  KLA-57296                            150
078                  JPJ-26459                             24
079                  SPN-64546                            163
080                  YXL-38878                            119
081                  XJQ-35789                             75
082                  HVX-35287                            188
083                  NXD-76943                            189
084                  VWM-74278                            200
085                  YMA-56284                            151
086                  YXL-38878                             48
087                  NHP-43928                             32
088                  HVX-35287                             23
089                  DHY-22445                             73
090                  HCY-32686                             70
091                  HZF-45469                            176
092                  JPJ-26459                            155
093                  LNC-68448                             51
094                  TNA-63396                             98
095                  SPN-64546                             45
096                  CQS-93978                            113
097                  TNG-52497                            143
098                  NWL-28282                             85
099                  TNA-63396                            148
100                  ZKV-31415                            116
