User ID: 04025-42834

Trial                  Virus                             Units
---------------------------------------------------------------
001                  RGZ-73449                             17
002                  KDV-97563                            108
003                  CQS-93978                            128
004                  YLW-92835                             47
005                  AJA-56777                             92
006                  YXL-38878                            156
007                  BTN-83953                             37
008                  XBC-95594                             16
009                  WQB-83823                             60
010                  GZN-34688                            105
011                  NMA-58554                            110
012                  VXR-68924                            119
013                  ZXB-54692                            173
014                  ZXB-54692                             56
015                  HZF-45469                            139
016                  GMS-89977                             75
017                  LZL-53762                            175
018                  GUJ-74444                            103
019                  NVE-67597                             49
020                  ZXB-54692                            174
021                  YXL-38878                             95
022                  PQJ-67335                             24
023                  BMN-57337                            106
024                  KDV-97563                            179
025                  JYL-79355                             40
026                  WQB-83823                             62
027                  HVE-32966                             78
028                  NHP-43928                            120
029                  BCU-27839                            133
030                  NWL-28282                             29
031                  WQM-46249                             19
032                  RGZ-73449                            153
033                  FYK-67999                            151
034                  WQM-46249                            188
035                  XBC-95594                            161
036                  BMN-57337                             99
037                  NWL-28282                            122
038                  FTD-84699                             13
039                  VXR-68924                             20
040                  HCY-32686                            154
041                  ZPF-96697                             18
042                  NHP-43928                            157
043                  TNA-63396                             72
044                  GUJ-74444                             83
045                  HVE-32966                            143
046                  GUJ-74444                            129
047                  ZHA-83572                            124
048                  KQA-89952                             33
049                  NWL-28282                             27
050                  PNF-53949                             55
051                  HKZ-33728                             89
052                  TNX-51117                            196
053                  GZN-34688                             32
054                  XBC-95594                             63
055                  PNF-53949                            131
056                  AJA-56777                             36
057                  CQS-93978                              3
058                  CPU-63784                            149
059                  XJQ-35789                             23
060                  NMA-58554                            165
061                  JPJ-26459                             26
062                  YMA-56284                              7
063                  XRT-73276                             22
064                  FTD-84699                             96
065                  YLW-92835                             39
066                  ZKV-31415                              2
067                  KWH-94256                            118
068                  ZHA-83572                             15
069                  URL-32968                            160
070                  RGZ-73449                             61
071                  ZHA-83572                              5
072                  FNL-93857                             54
073                  RLT-57887                             67
074                  ANR-65636                            180
075                  XJQ-35789                             79
076                  VXR-68924                             87
077                  XBC-95594                             42
078                  AJA-56777                            198
079                  GZN-34688                             14
080                  WBB-69295                             52
081                  YBD-67688                            155
082                  VJN-37687                             68
083                  PQJ-67335                              4
084                  YMA-56284                             53
085                  WBB-69295                             38
086                  NWL-28282                            146
087                  WQM-46249                            158
088                  CPU-63784                             64
089                  ZPF-96697                            130
090                  DHY-22445                             21
091                  TQC-49936                             28
092                  AAV-93236                             74
093                  AAV-93236                             10
094                  HNB-76282                             43
095                  YXL-38878                            141
096                  YLW-92835                              1
097                  VWM-74278                            182
098                  FTD-84699                             97
099                  DAU-26394                             91
100                  ZKV-31415                             88
