User ID: 70615-99374

Trial                  Virus                             Units
---------------------------------------------------------------
001                  KDV-97563                            182
002                  KQA-89952                             22
003                  CQS-93978                            136
004                  ZPF-96697                            142
005                  KQA-89952                             60
006                  CPU-63784                             28
007                  VWM-74278                             10
008                  ZPF-96697                             27
009                  VWM-74278                             91
010                  RLT-57887                            157
011                  TNA-63396                             43
012                  TNA-63396                            153
013                  WQB-83823                             24
014                  QBZ-39849                            126
015                  PZV-75529                             92
016                  CQS-93978                            180
017                  WMD-65834                             17
018                  JYL-79355                             51
019                  HCY-32686                            135
020                  BMN-57337                            164
021                  HZF-45469                            185
022                  GUJ-74444                             82
023                  VXR-68924                            131
024                  YLW-92835                            107
025                  GUJ-74444                            105
026                  PNF-53949                            184
027                  LNC-68448                            128
028                  KWH-94256                             83
029                  ZXB-54692                            143
030                  URL-32968                              3
031                  GMS-89977                             72
032                  PQJ-67335                              1
033                  DHY-22445                             40
034                  FNL-93857                             59
035                  ZKV-31415                             57
036                  GZN-34688                             19
037                  CQS-93978                             46
038                  CQS-93978                            141
039                  FNL-93857                             66
040                  HNB-76282                             26
041                  HVE-32966                             89
042                  NHP-43928                            112
043                  NMA-58554                            177
044                  HNB-76282                             16
045                  DHY-22445                             99
046                  BTN-83953                            200
047                  EPX-87469                             55
048                  XKG-42573                             54
049                  JPJ-26459                            137
050                  YMA-56284                            171
051                  XBC-95594                             39
052                  NVE-67597                            172
053                  QBZ-39849                             79
054                  XBC-95594                             69
055                  LZL-53762                            132
056                  YXL-38878                            133
057                  ZHA-83572                             96
058                  TRM-27792                             53
059                  HVE-32966                            151
060                  XBC-95594                            100
061                  XJQ-35789                            125
062                  HNB-76282                            123
063                  SZA-87265                            144
064                  WBB-69295                            152
065                  KLA-57296                             13
066                  PQJ-67335                             38
067                  EFG-46945                            190
068                  AAV-93236                              6
069                  HNB-76282                            187
070                  WMD-65834                            174
071                  NWL-28282                            165
072                  NVE-67597                            134
073                  BMN-57337                             42
074                  NMA-58554                            104
075                  JYL-79355                              7
076                  KQA-89952                             56
077                  LNC-68448                            183
078                  TNA-63396                             80
079                  FNR-28782                             71
080                  FTD-84699                             29
081                  WBB-69295                            173
082                  XRT-73276                            160
083                  KWH-94256                             33
084                  FYK-67999                            110
085                  PWT-38779                              8
086                  CQS-93978                             12
087                  TQC-49936                             47
088                  AJA-56777                            168
089                  XKG-42573                             84
090                  EPX-87469                            149
091                  XJQ-35789                            186
092                  BMN-57337                            175
093                  ZPF-96697                            199
094                  JYL-79355                            108
095                  HKZ-33728                             85
096                  EFG-46945                             77
097                  PHE-99329                            103
098                  RGZ-73449                             14
099                  GMS-89977                            197
100                  TQC-49936                            106
