User ID: 03335-55237

Trial                  Virus                             Units
---------------------------------------------------------------
001                  QBD-79865                            163
002                  NHP-43928                             98
003                  WQB-83823                             12
004                  CCG-95482                             25
005                  CQS-93978                             90
006                  PZV-75529                             56
007                  WMD-65834                             18
008                  TNG-52497                            175
009                  NMA-58554                             95
010                  CCG-95482                            125
011                  PQJ-67335                            127
012                  WQM-46249                            196
013                  BTN-83953                             63
014                  CDC-36833                             47
015                  CCG-95482                            160
016                  HVE-32966                             67
017                  TRM-27792                             81
018                  CPU-63784                            200
019                  AAV-93236                            187
020                  TQC-49936                            131
021                  HKZ-33728                            189
022                  URL-32968                             65
023                  KWH-94256                            181
024                  DAU-26394                            138
025                  AJA-56777                            114
026                  GBK-45859                            115
027                  PNF-53949                             37
028                  ANR-65636                            169
029                  XRT-73276                             68
030                  FNL-93857                            171
031                  TNX-51117                            176
032                  AJA-56777                            106
033                  PZV-75529                            112
034                  JYL-79355                            144
035                  VJN-37687                            158
036                  LWR-78574                            183
037                  ZPF-96697                            110
038                  GMS-89977                            107
039                  EFG-46945                            143
040                  WQB-83823                             44
041                  GMS-89977                            123
042                  EPX-87469                             60
043                  NMA-58554                            155
044                  CCG-95482                             76
045                  CCG-95482                            161
046                  URL-32968                            151
047                  CCG-95482                            100
048                  JPJ-26459                             99
049                  NHP-43928                            145
050                  SZA-87265                              3
051                  GMS-89977                            140
052                  ZXB-54692                            102
053                  DAU-26394                             16
054                  FNL-93857                            199
055                  BTG-65524                            192
056                  FYK-67999                            137
057                  WMD-65834                            165
058                  WMD-65834                            190
059                  HZF-45469                            157
060                  BTG-65524                             70
061                  WQB-83823                            111
062                  KQA-89952                            119
063                  XKG-42573                             84
064                  CPU-63784                             36
065                  HVX-35287                            135
066                  HZF-45469                             30
067                  WMD-65834                             42
068                  VWM-74278                             45
069                  CDC-36833                            182
070                  DAU-26394                            149
071                  FNL-93857                             83
072                  GMS-89977                            128
073                  QBZ-39849                             74
074                  KQA-89952                             77
075                  WQB-83823                             35
076                  FTD-84699                            126
077                  RGZ-73449                            150
078                  ZXB-54692                             94
079                  DAU-26394                             19
080                  HVX-35287                              6
081                  ANR-65636                            191
082                  KQA-89952                            166
083                  VXR-68924                            142
084                  WBB-69295                            152
085                  AJA-56777                            147
086                  RLT-57887                             22
087                  WQM-46249                             28
088                  TNA-63396                            120
089                  HCY-32686                             59
090                  RLT-57887                            132
091                  GZN-34688                             66
092                  ZHA-83572                            103
093                  VWM-74278                              2
094                  PNF-53949                             51
095                  HNB-76282                             92
096                  ANR-65636                             75
097                  XRT-73276                            173
098                  WBB-69295                            197
099                  CCG-95482                              1
100                  JYL-79355                              4
