User ID: 17047-26190

Trial                  Virus                             Units
---------------------------------------------------------------
001                  XJQ-35789                             93
002                  WQB-83823                            132
003                  CQS-93978                             73
004                  WQM-46249                             36
005                  HKZ-33728                            175
006                  ZKV-31415                             51
007                  GUJ-74444                             52
008                  FNL-93857                            184
009                  FYK-67999                             94
010                  TNA-63396                             90
011                  CDC-36833                             63
012                  XJQ-35789                              1
013                  XKG-42573                            177
014                  LNC-68448                             10
015                  ANR-65636                             22
016                  SZA-87265                            119
017                  LZL-53762                             96
018                  RLT-57887                            106
019                  CQS-93978                            185
020                  GMS-89977                             25
021                  GUJ-74444                            102
022                  VXR-68924                             15
023                  BMN-57337                             61
024                  GBK-45859                            148
025                  CQS-93978                             57
026                  FYK-67999                             60
027                  PQJ-67335                             76
028                  DHY-22445                            187
029                  YMA-56284                            181
030                  YMA-56284                            174
031                  XKG-42573                             30
032                  TNA-63396                            142
033                  FYK-67999                            136
034                  HZF-45469                             48
035                  XBC-95594                            101
036                  JPJ-26459                            176
037                  AAV-93236                              6
038                  PZV-75529                            197
039                  CPU-63784                             72
040                  NWL-28282                            200
041                  JYL-79355                            130
042                  KLA-57296                            137
043                  XKG-42573                            199
044                  JPJ-26459                             23
045                  JYL-79355                            140
046                  TXF-47848                            152
047                  XKG-42573                             46
048                  GMS-89977                            149
049                  HNB-76282                            192
050                  PQJ-67335                            172
051                  VJN-37687                             85
052                  YLW-92835                            138
053                  SPN-64546                            124
054                  VJN-37687                            139
055                  DHY-22445                            111
056                  BMN-57337                             88
057                  WBB-69295                            189
058                  HCY-32686                             56
059                  PHE-99329                            125
060                  URL-32968                             79
061                  HZF-45469                             65
062                  KMP-52243                             95
063                  FYK-67999                            120
064                  AJA-56777                            150
065                  BCU-27839                            145
066                  RLT-57887                             27
067                  JPJ-26459                             38
068                  RGZ-73449                             43
069                  GZN-34688                            107
070                  PNF-53949                             87
071                  TQC-49936                            171
072                  RLT-57887                             66
073                  ZPF-96697                            179
074                  PNF-53949                            114
075                  FNL-93857                             40
076                  SZA-87265                             64
077                  PHE-99329                            146
078                  PZV-75529                            157
079                  KQA-89952                             70
080                  YMA-56284                             80
081                  TXF-47848                            115
082                  BMN-57337                             21
083                  FNR-28782                            127
084                  XJQ-35789                            126
085                  FNR-28782                             20
086                  JYL-79355                            134
087                  HVE-32966                            159
088                  RLT-57887                             77
089                  SZA-87265                             68
090                  NWL-28282                            123
091                  PQJ-67335                             45
092                  WQM-46249                            129
093                  YXL-38878                             29
094                  DAU-26394                            160
095                  JVL-65247                            168
096                  HVE-32966                            144
097                  PWT-38779                            155
098                  YXL-38878                             75
099                  ZXB-54692                            186
100                  HNB-76282                            128
