User ID: 35036-62750

Trial                  Virus                             Units
---------------------------------------------------------------
001                  JPJ-26459                            156
002                  CCG-95482                            181
003                  RGZ-73449                            104
004                  CPU-63784                             21
005                  AAV-93236                            198
006                  HVE-32966                              8
007                  RLT-57887                             29
008                  NHP-43928                            136
009                  QBD-79865                            134
010                  JYL-79355                             52
011                  GUJ-74444                             41
012                  KQA-89952                            143
013                  QBD-79865                            128
014                  DAU-26394                             90
015                  HZF-45469                             31
016                  EPX-87469                            131
017                  TNG-52497                             91
018                  NWL-28282                            137
019                  EPX-87469                            125
020                  XJQ-35789                              9
021                  HVE-32966                            184
022                  FYK-67999                            144
023                  NWL-28282                             95
024                  TNG-52497                             72
025                  DAU-26394                            164
026                  HVE-32966                              5
027                  CPU-63784                            123
028                  GMS-89977                            182
029                  PNF-53949                            139
030                  LZL-53762                            112
031                  TXF-47848                             27
032                  WQM-46249                             79
033                  AAV-93236                             57
034                  TNA-63396                             43
035                  DHY-22445                            185
036                  NHP-43928                             32
037                  WMD-65834                            119
038                  YLW-92835                             39
039                  HKZ-33728                            173
040                  URL-32968                             67
041                  ZXB-54692                            189
042                  HKZ-33728                            175
043                  NVE-67597                             66
044                  LWR-78574                             81
045                  CPU-63784                             84
046                  SZA-87265                            109
047                  PNF-53949                            170
048                  LNC-68448                             60
049                  JYL-79355                            169
050                  KMP-52243                             16
051                  VJN-37687                             56
052                  LZL-53762                            147
053                  PNF-53949                            172
054                  XKG-42573                            197
055                  YMA-56284                            154
056                  GZN-34688                             62
057                  CCG-95482                            190
058                  EFG-46945                            146
059                  TXF-47848                             96
060                  JYL-79355                             14
061                  HVX-35287                             70
062                  CQS-93978                            130
063                  ZXB-54692                            194
064                  TRM-27792                            187
065                  URL-32968                             64
066                  CQS-93978                            118
067                  YMA-56284                             58
068                  CCG-95482                            103
069                  CCG-95482                            200
070                  KLA-57296                              2
071                  PWT-38779                            199
072                  HKZ-33728                             98
073                  HVX-35287                            142
074                  AAV-93236                             25
075                  FNR-28782                             28
076                  PZV-75529                            151
077                  PHE-99329                            101
078                  NMA-58554                             22
079                  JVL-65247                             99
080                  JPJ-26459                             12
081                  HVE-32966                             78
082                  FYK-67999                             36
083                  FTD-84699                             40
084                  CPU-63784                            145
085                  LWR-78574                              1
086                  VWM-74278                            168
087                  TNA-63396                             30
088                  TXF-47848                             74
089                  CCG-95482                            158
090                  KMP-52243                             89
091                  VJN-37687                            152
092                  TNX-51117                             88
093                  ZXB-54692                            127
094                  EFG-46945                            162
095                  JYL-79355                             80
096                  TLT-23593                             63
097                  JYL-79355                             73
098                  PHE-99329                             53
099                  WQB-83823                              6
100                  HVE-32966                             93
