User ID: 53307-18031

Trial                  Virus                             Units
---------------------------------------------------------------
001                  GUJ-74444                            180
002                  BTG-65524                             56
003                  FNL-93857                            196
004                  HKZ-33728                             47
005                  DAU-26394                            178
006                  ZXB-54692                            199
007                  ANR-65636                            160
008                  TXF-47848                              1
009                  URL-32968                             23
010                  PWT-38779                             94
011                  CQS-93978                             79
012                  EFG-46945                            106
013                  SZA-87265                             22
014                  NHP-43928                             97
015                  KDV-97563                             50
016                  GUJ-74444                             13
017                  AAV-93236                            107
018                  SZA-87265                             24
019                  TRM-27792                            140
020                  TNA-63396                             96
021                  BTN-83953                             39
022                  HZF-45469                             31
023                  ZKV-31415                             46
024                  CCG-95482                             59
025                  PHE-99329                            175
026                  ZXB-54692                             43
027                  YMA-56284                            149
028                  TNX-51117                            153
029                  GZN-34688                              5
030                  WQM-46249                            139
031                  NVE-67597                             68
032                  ANR-65636                             86
033                  HKZ-33728                            151
034                  TNX-51117                            112
035                  FNL-93857                             18
036                  GBK-45859                            159
037                  YXL-38878                            115
038                  ZPF-96697                            157
039                  BTN-83953                             38
040                  NHP-43928                            192
041                  WQM-46249                            102
042                  HZF-45469                             16
043                  QBD-79865                            113
044                  ZHA-83572                             41
045                  CDC-36833                            141
046                  SZA-87265                            148
047                  NXD-76943                            133
048                  HVX-35287                            193
049                  LWR-78574                            177
050                  PZV-75529                             52
051                  JVL-65247                             36
052                  SZA-87265                             33
053                  LZL-53762                            164
054                  ZXB-54692                            120
055                  QBD-79865                            190
056                  PQJ-67335                             84
057                  URL-32968                            155
058                  TLT-23593                            119
059                  WQB-83823                            109
060                  KDV-97563                            195
061                  BCU-27839                            127
062                  WBB-69295                             17
063                  YXL-38878                             78
064                  EFG-46945                            184
065                  NXD-76943                             64
066                  WMD-65834                             89
067                  LNC-68448                             81
068                  BTG-65524                            150
069                  QBD-79865                             49
070                  GMS-89977                            191
071                  NXD-76943                             66
072                  FNL-93857                            187
073                  CQS-93978                            110
074                  ZKV-31415                             40
075                  TXF-47848                            135
076                  WQB-83823                            182
077                  JVL-65247                            136
078                  KLA-57296                            176
079                  FNR-28782                            174
080                  CPU-63784                            194
081                  BTN-83953                            161
082                  AAV-93236                             91
083                  JYL-79355                             70
084                  HVX-35287                            104
085                  NHP-43928                            126
086                  PNF-53949                             55
087                  FTD-84699                            129
088                  FNR-28782                             75
089                  NHP-43928                            105
090                  BTN-83953                            185
091                  JPJ-26459                            162
092                  VWM-74278                              2
093                  KWH-94256                            137
094                  XRT-73276                             26
095                  XBC-95594                             85
096                  ZPF-96697                             60
097                  AJA-56777                             72
098                  RGZ-73449                            108
099                  SZA-87265                            186
100                  XRT-73276                            147
