User ID: 69282-33425

Trial                  Virus                             Units
---------------------------------------------------------------
001                  TNA-63396                            164
002                  NHP-43928                            185
003                  XJQ-35789                             15
004                  HVE-32966                            141
005                  PNF-53949                             42
006                  YLW-92835                            171
007                  AAV-93236                            155
008                  KQA-89952                             66
009                  WMD-65834                             18
010                  JYL-79355                            191
011                  YLW-92835                              9
012                  PQJ-67335                            160
013                  KMP-52243                            139
014                  GMS-89977                            127
015                  XJQ-35789                             77
016                  EFG-46945                            111
017                  JPJ-26459                             39
018                  GZN-34688                             89
019                  NVE-67597                            103
020                  BMN-57337                             90
021                  HCY-32686                             79
022                  HZF-45469                            101
023                  GMS-89977                            182
024                  KDV-97563                            113
025                  FNR-28782                             88
026                  TNG-52497                            150
027                  BMN-57337                            186
028                  FYK-67999                            195
029                  GUJ-74444                            105
030                  HCY-32686                            108
031                  NMA-58554                             44
032                  SZA-87265                             61
033                  URL-32968                             97
034                  KWH-94256                            157
035                  AAV-93236                             68
036                  NXD-76943                            117
037                  HVX-35287                             22
038                  TQC-49936                            126
039                  VXR-68924                             52
040                  PQJ-67335                            188
041                  KLA-57296                            196
042                  SPN-64546                            123
043                  CQS-93978                              6
044                  KLA-57296                              1
045                  EPX-87469                             41
046                  TNX-51117                             80
047                  BTG-65524                             87
048                  TNA-63396                            193
049                  JYL-79355                             55
050                  JPJ-26459                             70
051                  DAU-26394                            163
052                  HVE-32966                            102
053                  HCY-32686                            153
054                  NHP-43928                              2
055                  VJN-37687                            199
056                  TNX-51117                            146
057                  KWH-94256                            147
058                  RGZ-73449                             59
059                  JVL-65247                            158
060                  EFG-46945                             62
061                  HNB-76282                            161
062                  PWT-38779                            180
063                  TNX-51117                             85
064                  TQC-49936                             38
065                  LZL-53762                             91
066                  HZF-45469                            124
067                  PNF-53949                             78
068                  NWL-28282                            121
069                  TQC-49936                            187
070                  TRM-27792                             16
071                  WBB-69295                             43
072                  YBD-67688                             29
073                  PHE-99329                             30
074                  TNA-63396                            135
075                  FNL-93857                            181
076                  PZV-75529                             74
077                  GMS-89977                            166
078                  VXR-68924                             20
079                  TNX-51117                             40
080                  EFG-46945                              7
081                  TNG-52497                             54
082                  PQJ-67335                            190
083                  HVE-32966                            152
084                  PZV-75529                             49
085                  XKG-42573                             51
086                  ZXB-54692                             21
087                  GMS-89977                            174
088                  SZA-87265                            175
089                  LZL-53762                             83
090                  DAU-26394                             73
091                  JYL-79355                              5
092                  GUJ-74444                            132
093                  XBC-95594                             56
094                  BTN-83953                            128
095                  HZF-45469                            165
096                  TNA-63396                             45
097                  ANR-65636                             37
098                  RGZ-73449                             63
099                  KQA-89952                            179
100                  KLA-57296                            118
