User ID: 28739-05933

Trial                  Virus                             Units
---------------------------------------------------------------
001                  LNC-68448                             89
002                  CDC-36833                             25
003                  BMN-57337                             66
004                  LWR-78574                            165
005                  WMD-65834                             49
006                  VXR-68924                             93
007                  LWR-78574                             34
008                  TNA-63396                            117
009                  EPX-87469                            119
010                  JPJ-26459                            193
011                  YXL-38878                             58
012                  DAU-26394                            142
013                  JYL-79355                            148
014                  GZN-34688                             18
015                  TNA-63396                             29
016                  YBD-67688                            194
017                  LZL-53762                            135
018                  NWL-28282                             51
019                  HVX-35287                            156
020                  ZPF-96697                             71
021                  XRT-73276                            182
022                  BMN-57337                             32
023                  WBB-69295                            110
024                  ZPF-96697                             73
025                  JYL-79355                            158
026                  HVE-32966                            155
027                  VXR-68924                              6
028                  CCG-95482                              2
029                  ANR-65636                             94
030                  HVX-35287                             31
031                  CPU-63784                            127
032                  GZN-34688                             85
033                  GMS-89977                             46
034                  NVE-67597                            132
035                  RLT-57887                            126
036                  GMS-89977                             33
037                  CCG-95482                            123
038                  AJA-56777                            138
039                  GZN-34688                             22
040                  YBD-67688                             74
041                  TNX-51117                             24
042                  BMN-57337                             75
043                  GMS-89977                            131
044                  BCU-27839                             13
045                  HZF-45469                             87
046                  XKG-42573                              4
047                  RGZ-73449                             41
048                  BMN-57337                             76
049                  WBB-69295                             23
050                  TNG-52497                             90
051                  GMS-89977                            153
052                  TRM-27792                            130
053                  KMP-52243                            147
054                  PWT-38779                            137
055                  LNC-68448                             42
056                  XKG-42573                            197
057                  AJA-56777                             50
058                  NXD-76943                             72
059                  TXF-47848                            124
060                  DAU-26394                            184
061                  PNF-53949                            144
062                  GUJ-74444                             39
063                  FNR-28782                            152
064                  GZN-34688                            196
065                  TLT-23593                             62
066                  TNG-52497                             48
067                  ANR-65636                            115
068                  GZN-34688                             81
069                  NVE-67597                            180
070                  DHY-22445                             99
071                  JPJ-26459                            170
072                  WQB-83823                             54
073                  PZV-75529                            121
074                  ZXB-54692                            128
075                  KWH-94256                            162
076                  VXR-68924                             91
077                  CPU-63784                            188
078                  RLT-57887                             20
079                  YXL-38878                             77
080                  NHP-43928                            159
081                  JYL-79355                             57
082                  KQA-89952                            146
083                  FTD-84699                             88
084                  PNF-53949                            190
085                  DHY-22445                             64
086                  XKG-42573                            122
087                  TNA-63396                             78
088                  YBD-67688                             16
089                  GUJ-74444                            150
090                  WMD-65834                            160
091                  LNC-68448                            145
092                  ZPF-96697                            176
093                  YLW-92835                            172
094                  AAV-93236                             38
095                  YLW-92835                             27
096                  CPU-63784                             40
097                  PZV-75529                             21
098                  FNR-28782                            151
099                  YBD-67688                             45
100                  LNC-68448                            114
