User ID: 66552-00795

Trial                  Virus                             Units
---------------------------------------------------------------
001                  GZN-34688                             70
002                  QBD-79865                             17
003                  RGZ-73449                            116
004                  ZXB-54692                             99
005                  BMN-57337                            103
006                  HKZ-33728                             11
007                  TNX-51117                            110
008                  SZA-87265                            132
009                  GZN-34688                             50
010                  YXL-38878                            176
011                  HZF-45469                             88
012                  RLT-57887                            130
013                  ZKV-31415                             21
014                  DAU-26394                            100
015                  URL-32968                            126
016                  HVE-32966                            155
017                  JPJ-26459                            186
018                  DHY-22445                            199
019                  NMA-58554                            142
020                  FTD-84699                             62
021                  HCY-32686                            107
022                  HZF-45469                             97
023                  QBD-79865                              3
024                  TRM-27792                            154
025                  JVL-65247                            144
026                  XKG-42573                            125
027                  CDC-36833                             66
028                  SPN-64546                            180
029                  KWH-94256                             12
030                  HCY-32686                             80
031                  GMS-89977                             22
032                  SPN-64546                            137
033                  HVE-32966                             48
034                  TXF-47848                            178
035                  WMD-65834                            153
036                  XRT-73276                             74
037                  KQA-89952                            141
038                  HVE-32966                             10
039                  XRT-73276                             37
040                  HKZ-33728                             20
041                  QBD-79865                            123
042                  XRT-73276                             72
043                  FTD-84699                            173
044                  LNC-68448                            158
045                  HVX-35287                            104
046                  TNX-51117                            148
047                  GMS-89977                             52
048                  JPJ-26459                              2
049                  KMP-52243                            150
050                  WQB-83823                             23
051                  ZPF-96697                             46
052                  FNR-28782                             58
053                  ZPF-96697                            172
054                  HZF-45469                             60
055                  DAU-26394                             18
056                  WBB-69295                             14
057                  PZV-75529                             27
058                  TXF-47848                             89
059                  LZL-53762                            109
060                  PQJ-67335                            160
061                  TNG-52497                            189
062                  NHP-43928                             41
063                  XKG-42573                            166
064                  LWR-78574                             35
065                  GUJ-74444                            168
066                  FTD-84699                             82
067                  ZXB-54692                            129
068                  HNB-76282                            105
069                  YMA-56284                             81
070                  ZXB-54692                             87
071                  XKG-42573                            124
072                  FYK-67999                             79
073                  KDV-97563                             83
074                  VJN-37687                             33
075                  HZF-45469                             56
076                  URL-32968                             34
077                  ANR-65636                             15
078                  XJQ-35789                            101
079                  TLT-23593                            136
080                  EFG-46945                            112
081                  YBD-67688                             45
082                  XJQ-35789                            120
083                  URL-32968                            161
084                  WMD-65834                             90
085                  TLT-23593                            164
086                  PNF-53949                            177
087                  NXD-76943                             24
088                  GUJ-74444                            190
089                  HZF-45469                             39
090                  YMA-56284                             57
091                  XRT-73276                             42
092                  DHY-22445                             54
093                  EPX-87469                             65
094                  PHE-99329                            143
095                  TQC-49936                             71
096                  JPJ-26459                             69
097                  TQC-49936                             36
098                  AJA-56777                             53
099                  RLT-57887                            171
100                  CDC-36833                            184
