User ID: 60571-51326

Trial                  Virus                             Units
---------------------------------------------------------------
001                  BCU-27839                             98
002                  GUJ-74444                             28
003                  DAU-26394                            144
004                  SZA-87265                            172
005                  QBZ-39849                            191
006                  TNX-51117                             90
007                  TQC-49936                            153
008                  XJQ-35789                            130
009                  CDC-36833                             51
010                  RGZ-73449                            145
011                  KQA-89952                            161
012                  XBC-95594                             15
013                  KMP-52243                            192
014                  HZF-45469                             66
015                  YXL-38878                             58
016                  YLW-92835                            151
017                  URL-32968                            123
018                  WMD-65834                             68
019                  TNG-52497                            196
020                  ANR-65636                            120
021                  CQS-93978                             23
022                  QBD-79865                             79
023                  VWM-74278                            182
024                  CQS-93978                            104
025                  URL-32968                            179
026                  DAU-26394                            168
027                  CCG-95482                             63
028                  YMA-56284                             93
029                  DHY-22445                            100
030                  TLT-23593                             12
031                  RLT-57887                            113
032                  GBK-45859                             86
033                  AAV-93236                             41
034                  FNL-93857                             69
035                  URL-32968                            190
036                  GBK-45859                             91
037                  SZA-87265                            136
038                  URL-32968                            139
039                  TRM-27792                             42
040                  GZN-34688                             99
041                  TXF-47848                            189
042                  HKZ-33728                            169
043                  KMP-52243                              3
044                  CCG-95482                            135
045                  PZV-75529                              7
046                  ZXB-54692                             56
047                  AAV-93236                             16
048                  AAV-93236                             11
049                  XRT-73276                             33
050                  SPN-64546                             95
051                  AAV-93236                             82
052                  FNL-93857                             94
053                  ANR-65636                             39
054                  SPN-64546                             17
055                  YXL-38878                            137
056                  YXL-38878                            141
057                  GMS-89977                             59
058                  BMN-57337                            102
059                  BTG-65524                             92
060                  HNB-76282                             43
061                  HNB-76282                            181
062                  JPJ-26459                            166
063                  XBC-95594                              2
064                  EPX-87469                             89
065                  WMD-65834                            154
066                  ANR-65636                            127
067                  WQB-83823                            158
068                  NMA-58554                             72
069                  VJN-37687                             29
070                  EPX-87469                             75
071                  GZN-34688                             44
072                  PNF-53949                             77
073                  DAU-26394                            122
074                  YMA-56284                            118
075                  NMA-58554                            180
076                  CCG-95482                             60
077                  HVE-32966                            197
078                  PNF-53949                            116
079                  LWR-78574                            167
080                  DHY-22445                             22
081                  JPJ-26459                             13
082                  TNG-52497                             31
083                  PNF-53949                            125
084                  VWM-74278                            114
085                  QBZ-39849                              8
086                  XJQ-35789                              1
087                  ANR-65636                              4
088                  ZXB-54692                            176
089                  NVE-67597                            156
090                  FNR-28782                            140
091                  BTG-65524                            183
092                  VWM-74278                             70
093                  BTG-65524                             53
094                  YMA-56284                            107
095                  ZXB-54692                            143
096                  WQM-46249                            110
097                  TQC-49936                             88
098                  XKG-42573                            173
099                  BTN-83953                            187
100                  JYL-79355                            131
