User ID: 63017-50438

Trial                  Virus                             Units
---------------------------------------------------------------
001                  JYL-79355                            158
002                  KDV-97563                             88
003                  URL-32968                             30
004                  YMA-56284                             67
005                  LZL-53762                            200
006                  CCG-95482                             58
007                  RLT-57887                             48
008                  PQJ-67335                            109
009                  SZA-87265                            146
010                  SPN-64546                            133
011                  EPX-87469                             34
012                  NMA-58554                            160
013                  ANR-65636                             60
014                  URL-32968                            161
015                  TXF-47848                            186
016                  GUJ-74444                             31
017                  NXD-76943                             98
018                  PQJ-67335                            144
019                  HCY-32686                            183
020                  WQM-46249                             50
021                  NMA-58554                             41
022                  WQM-46249                            184
023                  URL-32968                            135
024                  TNX-51117                            110
025                  URL-32968                              5
026                  DAU-26394                             75
027                  BTG-65524                              8
028                  NMA-58554                             66
029                  JYL-79355                            128
030                  HVX-35287                            106
031                  JVL-65247                            143
032                  KDV-97563                             92
033                  PHE-99329                            195
034                  YLW-92835                             29
035                  BMN-57337                             54
036                  TQC-49936                            120
037                  FYK-67999                             89
038                  WQB-83823                             74
039                  NVE-67597                            151
040                  VXR-68924                            196
041                  SPN-64546                             14
042                  HCY-32686                            152
043                  SPN-64546                            180
044                  HNB-76282                            191
045                  QBZ-39849                            140
046                  FNL-93857                              7
047                  QBD-79865                             59
048                  ZHA-83572                             69
049                  KWH-94256                            165
050                  KDV-97563                              9
051                  YBD-67688                             39
052                  XBC-95594                             91
053                  RLT-57887                             93
054                  CQS-93978                            193
055                  PQJ-67335                            129
056                  GZN-34688                              6
057                  LWR-78574                            176
058                  XJQ-35789                              1
059                  PWT-38779                             53
060                  KQA-89952                            100
061                  PHE-99329                             51
062                  KDV-97563                            198
063                  JYL-79355                            125
064                  BTG-65524                            173
065                  ZKV-31415                             62
066                  WQM-46249                            148
067                  RGZ-73449                             15
068                  HVE-32966                            175
069                  CCG-95482                            102
070                  WQM-46249                            168
071                  AAV-93236                             17
072                  QBD-79865                            166
073                  SPN-64546                            167
074                  DAU-26394                            136
075                  TLT-23593                             21
076                  JPJ-26459                             83
077                  RLT-57887                            170
078                  ZPF-96697                             52
079                  PQJ-67335                            123
080                  GZN-34688                            108
081                  FTD-84699                            155
082                  DAU-26394                             32
083                  URL-32968                             20
084                  BTN-83953                             35
085                  TNG-52497                             57
086                  PWT-38779                            188
087                  AJA-56777                             61
088                  XKG-42573                            169
089                  NXD-76943                            117
090                  BCU-27839                             24
091                  PWT-38779                            178
092                  CPU-63784                            142
093                  RGZ-73449                            171
094                  PQJ-67335                             99
095                  ZKV-31415                             16
096                  HNB-76282                            104
097                  ZPF-96697                             12
098                  KMP-52243                             19
099                  KLA-57296                             22
100                  HZF-45469                            157
