User ID: 59274-55268

Trial                  Virus                             Units
---------------------------------------------------------------
001                  XJQ-35789                            173
002                  YBD-67688                             49
003                  GUJ-74444                            116
004                  HZF-45469                            122
005                  HVE-32966                              6
006                  ZXB-54692                            165
007                  CCG-95482                             23
008                  ZHA-83572                            104
009                  ZKV-31415                            132
010                  JPJ-26459                             26
011                  RLT-57887                            184
012                  PNF-53949                             97
013                  KDV-97563                             52
014                  AJA-56777                            180
015                  RGZ-73449                            154
016                  LZL-53762                             90
017                  CDC-36833                              4
018                  FYK-67999                            112
019                  JYL-79355                            143
020                  AAV-93236                             63
021                  TNX-51117                            161
022                  NVE-67597                             39
023                  KWH-94256                            145
024                  HNB-76282                             74
025                  XBC-95594                             21
026                  YMA-56284                            128
027                  KQA-89952                            191
028                  XJQ-35789                            177
029                  JVL-65247                             40
030                  DAU-26394                            159
031                  TLT-23593                             64
032                  KWH-94256                            179
033                  XKG-42573                            126
034                  HCY-32686                            153
035                  NXD-76943                            119
036                  NVE-67597                            140
037                  FTD-84699                             98
038                  EPX-87469                             28
039                  TNA-63396                            109
040                  PWT-38779                             10
041                  VXR-68924                             68
042                  AAV-93236                            101
043                  KWH-94256                             45
044                  BMN-57337                            129
045                  JPJ-26459                             51
046                  RLT-57887                            106
047                  TNA-63396                            174
048                  RLT-57887                             53
049                  HKZ-33728                              8
050                  GBK-45859                             80
051                  FTD-84699                            157
052                  GZN-34688                             36
053                  WQM-46249                            152
054                  RLT-57887                             94
055                  YBD-67688                            167
056                  QBD-79865                             29
057                  PNF-53949                              2
058                  AJA-56777                             42
059                  XBC-95594                             43
060                  GZN-34688                            188
061                  YLW-92835                            194
062                  HCY-32686                             27
063                  KWH-94256                             12
064                  CQS-93978                             22
065                  DHY-22445                            136
066                  VWM-74278                            200
067                  PNF-53949                             17
068                  HVE-32966                            162
069                  WBB-69295                            124
070                  BMN-57337                            158
071                  YXL-38878                             76
072                  HVX-35287                             25
073                  GZN-34688                            138
074                  QBZ-39849                            160
075                  NMA-58554                             81
076                  PQJ-67335                             84
077                  KMP-52243                            189
078                  NXD-76943                            123
079                  TLT-23593                            118
080                  PQJ-67335                            166
081                  QBZ-39849                            127
082                  PZV-75529                             85
083                  LZL-53762                             66
084                  ANR-65636                            131
085                  DHY-22445                            190
086                  YLW-92835                            156
087                  FYK-67999                            113
088                  KDV-97563                            105
089                  KWH-94256                             16
090                  YXL-38878                            135
091                  CCG-95482                              1
092                  BMN-57337                             15
093                  LNC-68448                            103
094                  VJN-37687                             65
095                  WBB-69295                            133
096                  CDC-36833                             55
097                  CCG-95482                             59
098                  CDC-36833                             20
099                  WBB-69295                            114
100                  URL-32968                            175
