User ID: 04976-05559

Trial                  Virus                             Units
---------------------------------------------------------------
001                  TQC-49936                            126
002                  DAU-26394                            132
003                  ANR-65636                             97
004                  DHY-22445                            194
005                  URL-32968                            114
006                  HVE-32966                            185
007                  YXL-38878                            157
008                  WQB-83823                            148
009                  JYL-79355                            186
010                  PNF-53949                             12
011                  BTG-65524                            196
012                  NHP-43928                            123
013                  FTD-84699                            167
014                  GUJ-74444                             60
015                  HVX-35287                             51
016                  BMN-57337                            200
017                  ZHA-83572                              6
018                  WQM-46249                             88
019                  SZA-87265                             72
020                  NVE-67597                             17
021                  VWM-74278                            124
022                  EFG-46945                             99
023                  NHP-43928                             91
024                  CPU-63784                            177
025                  AAV-93236                             75
026                  XJQ-35789                            117
027                  LWR-78574                            119
028                  TNX-51117                            171
029                  GBK-45859                             70
030                  YLW-92835                              3
031                  XKG-42573                            173
032                  PQJ-67335                             40
033                  GZN-34688                            152
034                  NXD-76943                             24
035                  NHP-43928                             13
036                  URL-32968                             22
037                  HVX-35287                             10
038                  KLA-57296                            169
039                  URL-32968                             49
040                  XBC-95594                             54
041                  CPU-63784                            163
042                  BTN-83953                            189
043                  TQC-49936                            193
044                  XRT-73276                             41
045                  PNF-53949                             31
046                  ZPF-96697                              9
047                  ZHA-83572                            156
048                  LZL-53762                             33
049                  HVE-32966                            111
050                  ZXB-54692                             93
051                  SZA-87265                            179
052                  TXF-47848                             57
053                  LWR-78574                            175
054                  CDC-36833                             18
055                  BTG-65524                            125
056                  JVL-65247                            106
057                  XBC-95594                            144
058                  XJQ-35789                            172
059                  TLT-23593                             82
060                  FNL-93857                             89
061                  XRT-73276                             14
062                  JYL-79355                            184
063                  PZV-75529                            149
064                  HVX-35287                             71
065                  ZPF-96697                            121
066                  NHP-43928                             35
067                  TNA-63396                             32
068                  TNG-52497                             68
069                  PQJ-67335                            153
070                  CQS-93978                            116
071                  LWR-78574                            155
072                  XJQ-35789                             21
073                  BTG-65524                             86
074                  TXF-47848                             64
075                  ZKV-31415                            176
076                  XJQ-35789                            134
077                  ZKV-31415                            109
078                  XJQ-35789                            183
079                  PZV-75529                             67
080                  TXF-47848                             74
081                  FTD-84699                             58
082                  BTN-83953                              1
083                  SPN-64546                            151
084                  PHE-99329                             61
085                  XBC-95594                             28
086                  CPU-63784                              8
087                  XJQ-35789                             16
088                  DHY-22445                            133
089                  DAU-26394                            110
090                  YXL-38878                            181
091                  WQM-46249                            102
092                  TXF-47848                             92
093                  RLT-57887                            142
094                  JYL-79355                            135
095                  RLT-57887                             47
096                  RGZ-73449                            130
097                  YXL-38878                            174
098                  QBD-79865                             25
099                  DAU-26394                            166
100                  QBD-79865                            190
