User ID: 23694-74441

Trial                  Virus                             Units
---------------------------------------------------------------
001                  XBC-95594                             93
002                  CPU-63784                            193
003                  TNA-63396                            139
004                  BTN-83953                            144
005                  KDV-97563                             36
006                  ZXB-54692                            177
007                  PZV-75529                            147
008                  XBC-95594                             24
009                  KWH-94256                            145
010                  RLT-57887                             42
011                  XKG-42573                            136
012                  AJA-56777                            118
013                  EFG-46945                            121
014                  KLA-57296                            190
015                  ZHA-83572                            171
016                  ZPF-96697                            168
017                  SPN-64546                             22
018                  XJQ-35789                            165
019                  GBK-45859                             56
020                  URL-32968                             53
021                  VWM-74278                            125
022                  YBD-67688                             63
023                  CQS-93978                              5
024                  NVE-67597                             76
025                  WMD-65834                            102
026                  BTG-65524                              2
027                  TQC-49936                            198
028                  GUJ-74444                            162
029                  CDC-36833                            140
030                  FNR-28782                             33
031                  ANR-65636                            180
032                  PQJ-67335                            100
033                  ZXB-54692                            131
034                  XRT-73276                             30
035                  ZHA-83572                             79
036                  KDV-97563                            181
037                  QBZ-39849                            194
038                  FNR-28782                             75
039                  QBZ-39849                              8
040                  EFG-46945                            113
041                  BTG-65524                             41
042                  GMS-89977                            153
043                  WQM-46249                            199
044                  PNF-53949                             39
045                  YXL-38878                            172
046                  NWL-28282                            156
047                  PHE-99329                            119
048                  YBD-67688                            124
049                  HVX-35287                            106
050                  YBD-67688                            159
051                  FTD-84699                             80
052                  CCG-95482                            126
053                  FNR-28782                            103
054                  LWR-78574                            191
055                  ANR-65636                            164
056                  FTD-84699                            130
057                  QBZ-39849                             49
058                  SZA-87265                             60
059                  FNR-28782                            122
060                  EPX-87469                             83
061                  NWL-28282                             96
062                  JYL-79355                              4
063                  KQA-89952                            146
064                  ZPF-96697                            186
065                  AJA-56777                             18
066                  RGZ-73449                            158
067                  BTG-65524                             14
068                  EPX-87469                            135
069                  NHP-43928                            114
070                  TNX-51117                            152
071                  JVL-65247                             37
072                  XKG-42573                            150
073                  WQM-46249                            175
074                  GBK-45859                            169
075                  SPN-64546                             65
076                  CQS-93978                             16
077                  PNF-53949                            143
078                  WMD-65834                            197
079                  ZHA-83572                             10
080                  RLT-57887                            108
081                  TNA-63396                             81
082                  ANR-65636                             17
083                  VJN-37687                            109
084                  ZHA-83572                            195
085                  RLT-57887                             38
086                  WBB-69295                             86
087                  BTN-83953                            173
088                  GMS-89977                            155
089                  PZV-75529                            111
090                  PWT-38779                            178
091                  PNF-53949                             25
092                  JVL-65247                            167
093                  KDV-97563                            154
094                  YMA-56284                            161
095                  HVE-32966                             13
096                  PNF-53949                             66
097                  XBC-95594                             32
098                  CCG-95482                             46
099                  LZL-53762                            151
100                  HKZ-33728                             11
