User ID: 52477-58076

Trial                  Virus                             Units
---------------------------------------------------------------
001                  JVL-65247                             61
002                  LZL-53762                             48
003                  GZN-34688                             20
004                  HKZ-33728                            125
005                  TNG-52497                            149
006                  CPU-63784                             83
007                  CQS-93978                            198
008                  PQJ-67335                            127
009                  EFG-46945                             34
010                  LWR-78574                             58
011                  PNF-53949                            121
012                  FTD-84699                            118
013                  RGZ-73449                             65
014                  LWR-78574                            140
015                  TXF-47848                            197
016                  TQC-49936                             46
017                  XJQ-35789                            103
018                  XRT-73276                            111
019                  KLA-57296                             30
020                  WQM-46249                            167
021                  KLA-57296                             93
022                  GBK-45859                            142
023                  AJA-56777                              6
024                  PWT-38779                            164
025                  KLA-57296                             78
026                  RGZ-73449                             37
027                  FTD-84699                             96
028                  VWM-74278                             95
029                  ZHA-83572                              9
030                  KQA-89952                            166
031                  TRM-27792                            147
032                  WBB-69295                            144
033                  NXD-76943                             24
034                  ZHA-83572                            162
035                  KWH-94256                             29
036                  AAV-93236                             74
037                  FNR-28782                            104
038                  EFG-46945                            119
039                  URL-32968                            170
040                  QBZ-39849                             23
041                  KQA-89952                             59
042                  TQC-49936                            146
043                  HVX-35287                             60
044                  WQM-46249                             86
045                  WMD-65834                            134
046                  CCG-95482                            160
047                  YXL-38878                             72
048                  TNX-51117                             15
049                  DHY-22445                             52
050                  KLA-57296                            145
051                  BCU-27839                            163
052                  EFG-46945                             33
053                  ZPF-96697                            114
054                  VJN-37687                             28
055                  VXR-68924                            159
056                  NMA-58554                             13
057                  LWR-78574                             32
058                  TRM-27792                             63
059                  ANR-65636                            129
060                  QBZ-39849                             53
061                  RLT-57887                              2
062                  JYL-79355                             85
063                  JYL-79355                            169
064                  AJA-56777                              4
065                  CQS-93978                            133
066                  HZF-45469                             18
067                  TNA-63396                            123
068                  VWM-74278                              1
069                  BMN-57337                             70
070                  NHP-43928                             57
071                  GZN-34688                             27
072                  KDV-97563                             88
073                  TNA-63396                             82
074                  TLT-23593                              7
075                  HNB-76282                            141
076                  SPN-64546                            132
077                  CDC-36833                             64
078                  XRT-73276                            151
079                  GMS-89977                             79
080                  NWL-28282                              8
081                  HVX-35287                             47
082                  SPN-64546                            156
083                  XRT-73276                             16
084                  TNX-51117                            128
085                  KMP-52243                             91
086                  GBK-45859                            138
087                  PWT-38779                            131
088                  VXR-68924                            105
089                  HNB-76282                            108
090                  KMP-52243                            116
091                  ZKV-31415                             56
092                  QBD-79865                             43
093                  TLT-23593                             68
094                  WMD-65834                             26
095                  NWL-28282                            148
096                  YBD-67688                            153
097                  GUJ-74444                            172
098                  ANR-65636                            154
099                  HVX-35287                             41
100                  WMD-65834                             40
