User ID: 52134-15115

Trial                  Virus                             Units
---------------------------------------------------------------
001                  JVL-65247                             26
002                  DAU-26394                            155
003                  DAU-26394                             88
004                  HVE-32966                             57
005                  HVE-32966                            111
006                  GUJ-74444                            175
007                  YBD-67688                            157
008                  NHP-43928                             73
009                  LZL-53762                            137
010                  DHY-22445                            142
011                  TNA-63396                             32
012                  LNC-68448                             69
013                  URL-32968                             61
014                  ZHA-83572                            181
015                  GMS-89977                            114
016                  NWL-28282                            136
017                  LWR-78574                            118
018                  AAV-93236                             23
019                  KWH-94256                             90
020                  HVX-35287                            180
021                  ZXB-54692                             25
022                  ZHA-83572                            109
023                  KMP-52243                              7
024                  JPJ-26459                             99
025                  WQM-46249                            170
026                  LWR-78574                             60
027                  XKG-42573                            145
028                  NXD-76943                             18
029                  GMS-89977                             35
030                  LZL-53762                            161
031                  VXR-68924                            179
032                  KWH-94256                              6
033                  TNA-63396                             91
034                  TXF-47848                              4
035                  URL-32968                              5
036                  LZL-53762                            131
037                  AAV-93236                            127
038                  SZA-87265                            103
039                  PNF-53949                            120
040                  PQJ-67335                            123
041                  CPU-63784                             81
042                  PQJ-67335                             62
043                  PZV-75529                             49
044                  CCG-95482                            148
045                  CQS-93978                             72
046                  EPX-87469                             68
047                  PWT-38779                            126
048                  CCG-95482                             28
049                  ZXB-54692                             43
050                  FNL-93857                            156
051                  SPN-64546                             47
052                  NWL-28282                             92
053                  AAV-93236                            184
054                  ZKV-31415                            163
055                  EFG-46945                            166
056                  GBK-45859                            165
057                  JVL-65247                             96
058                  XRT-73276                             22
059                  FNL-93857                             33
060                  WQB-83823                            196
061                  NHP-43928                             66
062                  VXR-68924                              8
063                  CQS-93978                             97
064                  NWL-28282                            100
065                  WQB-83823                             10
066                  TNG-52497                            183
067                  YXL-38878                             31
068                  AJA-56777                             98
069                  KWH-94256                            147
070                  LWR-78574                            116
071                  PWT-38779                             84
072                  QBD-79865                            159
073                  FNL-93857                             52
074                  TQC-49936                             34
075                  LNC-68448                            146
076                  TXF-47848                             21
077                  XJQ-35789                             41
078                  YLW-92835                            115
079                  NMA-58554                             78
080                  CDC-36833                            195
081                  GMS-89977                            174
082                  JPJ-26459                            143
083                  YMA-56284                            169
084                  RGZ-73449                            188
085                  XBC-95594                             56
086                  BCU-27839                            164
087                  TXF-47848                            190
088                  KDV-97563                              3
089                  TNX-51117                            189
090                  ZHA-83572                             42
091                  HNB-76282                            178
092                  PNF-53949                            193
093                  RGZ-73449                            149
094                  XBC-95594                             86
095                  HKZ-33728                            168
096                  BCU-27839                            121
097                  ZKV-31415                             85
098                  CDC-36833                            177
099                  FTD-84699                             89
100                  EPX-87469                             48
