User ID: 63017-50438

Trial                  Virus                             Units
---------------------------------------------------------------
001                  BMN-57337                            139
002                  LZL-53762                            123
003                  LZL-53762                            144
004                  RLT-57887                            186
005                  QBZ-39849                             48
006                  TXF-47848                             74
007                  CQS-93978                             13
008                  ZKV-31415                             77
009                  BCU-27839                            109
010                  FNR-28782                            136
011                  TXF-47848                              4
012                  LZL-53762                             16
013                  FNR-28782                             36
014                  PQJ-67335                             41
015                  ANR-65636                             79
016                  NMA-58554                            185
017                  HZF-45469                            179
018                  QBD-79865                             62
019                  FNR-28782                            115
020                  JVL-65247                            158
021                  TNG-52497                            189
022                  JVL-65247                            107
023                  FNR-28782                             84
024                  CPU-63784                             57
025                  DAU-26394                             19
026                  WQB-83823                            167
027                  FTD-84699                            192
028                  WQM-46249                            142
029                  NVE-67597                            171
030                  YXL-38878                             96
031                  PNF-53949                             50
032                  URL-32968                             75
033                  CDC-36833                             72
034                  QBZ-39849                             95
035                  XRT-73276                            151
036                  PQJ-67335                             42
037                  NHP-43928                             86
038                  TRM-27792                             38
039                  TRM-27792                             28
040                  URL-32968                             11
041                  URL-32968                            126
042                  LWR-78574                            170
043                  YBD-67688                            106
044                  EPX-87469                            120
045                  LWR-78574                            200
046                  XKG-42573                             60
047                  TRM-27792                             80
048                  ZHA-83572                              7
049                  TQC-49936                             53
050                  XBC-95594                             68
051                  CPU-63784                             66
052                  VJN-37687                            100
053                  EFG-46945                            117
054                  ZKV-31415                            159
055                  KLA-57296                            182
056                  SPN-64546                             46
057                  WMD-65834                            143
058                  CDC-36833                             54
059                  CCG-95482                            137
060                  NMA-58554                             88
061                  PHE-99329                            149
062                  XRT-73276                             29
063                  NWL-28282                             39
064                  BCU-27839                            168
065                  LZL-53762                            147
066                  NVE-67597                            104
067                  PZV-75529                            163
068                  CPU-63784                             97
069                  ZPF-96697                             44
070                  BMN-57337                            141
071                  CCG-95482                            184
072                  KMP-52243                              1
073                  WQB-83823                            122
074                  VJN-37687                            105
075                  TRM-27792                             73
076                  KMP-52243                            130
077                  SZA-87265                             98
078                  HKZ-33728                            196
079                  GBK-45859                              5
080                  GZN-34688                             91
081                  YBD-67688                            177
082                  EFG-46945                             59
083                  JPJ-26459                             23
084                  CQS-93978                             85
085                  HKZ-33728                            181
086                  XBC-95594                             20
087                  WMD-65834                             24
088                  ZPF-96697                             12
089                  NWL-28282                              6
090                  GZN-34688                            111
091                  DHY-22445                            124
092                  HNB-76282                             82
093                  GZN-34688                            164
094                  CPU-63784                            160
095                  NWL-28282                            154
096                  TNG-52497                             51
097                  AJA-56777                            135
098                  KMP-52243                             18
099                  CDC-36833                             34
100                  NHP-43928                             35
