User ID: 68589-74799

Trial                  Virus                             Units
---------------------------------------------------------------
001                  FTD-84699                            194
002                  KMP-52243                             84
003                  BTG-65524                            106
004                  NXD-76943                             76
005                  XJQ-35789                            114
006                  NWL-28282                             10
007                  JYL-79355                             62
008                  WQM-46249                            116
009                  GZN-34688                             60
010                  VJN-37687                             97
011                  PZV-75529                             19
012                  TNG-52497                            189
013                  SZA-87265                             23
014                  BCU-27839                            182
015                  QBD-79865                             69
016                  WBB-69295                             79
017                  ANR-65636                            196
018                  BMN-57337                            195
019                  NWL-28282                            184
020                  TXF-47848                             90
021                  XJQ-35789                              5
022                  HZF-45469                            183
023                  AJA-56777                            170
024                  KDV-97563                            110
025                  TNG-52497                            200
026                  WQM-46249                             49
027                  HZF-45469                             26
028                  QBZ-39849                             89
029                  RLT-57887                            139
030                  DAU-26394                             80
031                  LZL-53762                            103
032                  TQC-49936                            162
033                  HKZ-33728                             14
034                  WMD-65834                            100
035                  TRM-27792                             78
036                  HKZ-33728                             36
037                  HZF-45469                             66
038                  GMS-89977                             35
039                  TNX-51117                             39
040                  TXF-47848                             13
041                  YLW-92835                              4
042                  KDV-97563                            169
043                  FTD-84699                            145
044                  PHE-99329                            160
045                  GUJ-74444                             15
046                  WMD-65834                            122
047                  JPJ-26459                            161
048                  FYK-67999                            181
049                  HCY-32686                            115
050                  XRT-73276                            120
051                  DHY-22445                            132
052                  RLT-57887                            180
053                  KDV-97563                             33
054                  TNG-52497                             65
055                  GBK-45859                            190
056                  FNL-93857                            133
057                  AJA-56777                            165
058                  BTN-83953                            113
059                  KLA-57296                             94
060                  NMA-58554                             16
061                  YBD-67688                            121
062                  NMA-58554                            158
063                  WQM-46249                             29
064                  CCG-95482                             20
065                  HZF-45469                             17
066                  HVE-32966                            112
067                  RGZ-73449                             71
068                  NWL-28282                             95
069                  HKZ-33728                            136
070                  ZPF-96697                            147
071                  GMS-89977                              9
072                  TLT-23593                            140
073                  CCG-95482                            188
074                  VXR-68924                             37
075                  FNL-93857                             67
076                  GBK-45859                            163
077                  ZKV-31415                            159
078                  TNA-63396                            150
079                  TXF-47848                            123
080                  FYK-67999                             75
081                  KQA-89952                            149
082                  KLA-57296                            129
083                  LNC-68448                             21
084                  NHP-43928                            167
085                  LWR-78574                             56
086                  NMA-58554                            192
087                  EFG-46945                            175
088                  KMP-52243                            187
089                  HNB-76282                            172
090                  PZV-75529                            108
091                  AAV-93236                              2
092                  QBZ-39849                             12
093                  HVX-35287                             68
094                  HZF-45469                            156
095                  AAV-93236                             24
096                  RLT-57887                            178
097                  AJA-56777                             55
098                  CQS-93978                             73
099                  GBK-45859                             46
100                  PQJ-67335                            135
